"机构名称(中文)"	"机构ID"	"apply_numb"	"notice_date"	"name"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201710511215.3"	"2017.11.07"	"一种摇床式婴儿保温箱"
"京东方科技集团股份有限公司"	"01002725"	"CN201710592753.X"	"2017.11.07"	"一种薄膜晶体管及其制作方法、阵列基板、显示装置"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201710566122.0"	"2017.11.07"	"网络终端产品包装组件及其制作方法"
"北京热景生物技术股份有限公司"	"T004911161"	"CN201710390260.8"	"2017.11.07"	"异常凝血酶原检测试剂盒及装置"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201710611928.7"	"2017.11.07"	"整平剂、含其的金属电镀组合物、制备方法及应用"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201710613215.4"	"2017.11.07"	"整平剂、含其的金属电镀组合物及制备方法、应用"
"京东方科技集团股份有限公司"	"01002725"	"CN201710625163.2"	"2017.11.10"	"触控显示面板及其制造方法、触控显示装置"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201710611905.6"	"2017.11.10"	"整平剂、含其的金属电镀组合物、制备方法及应用"
"江苏苏博特新材料股份有限公司"	"T000279374"	"CN201611176976.X"	"2017.11.10"	"一种多功能混凝土酯类外加剂"
"京东方科技集团股份有限公司"	"01002725"	"CN201710607262.8"	"2017.11.10"	"显示装置、阵列基板及其制造方法"
"中兴通讯股份有限公司"	"01000063"	"CN201610284321.8"	"2017.11.10"	"背景数据传输策略配置方法及装置"
"京东方科技集团股份有限公司"	"01002725"	"CN201710731029.0"	"2017.11.10"	"柔性显示装置及其制作方法"
"安徽江淮汽车集团股份有限公司"	"03130025"	"CN201611026857.6"	"2017.11.10"	"汽车闪光器电路以及提升汽车闪光器电磁兼容性能的电路"
"珠海格力电器股份有限公司"	"01000651"	"CN201730205428.4"	"2017.11.10"	"机器人"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201710613213.5"	"2017.11.10"	"一种清洗剂、其制备方法和应用"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730082497.0"	"2017.11.10"	"干式荧光免疫分析仪包装盒"
"江西三鑫医疗科技股份有限公司"	"T000061048"	"CN201620873612.6"	"2017.11.10"	"一种血液透析平衡腔体"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201621057562.0"	"2017.11.10"	"一种多参数传感器"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720304333.2"	"2017.11.14"	"一种大小鼠隔离器"
"珠海格力电器股份有限公司"	"01000651"	"CN201720255469.9"	"2017.11.14"	"一种集成电路及芯片"
"环旭电子股份有限公司"	"T000056421"	"CN201610304843.X"	"2017.11.17"	"适用于安卓系统的减少外接麦克风插拔噪音的方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201621347842.5"	"2017.11.17"	"环氧乙烷灭菌过程验证装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201621402960.1"	"2017.11.17"	"过氧化氢低温等离子体灭菌过程验证装置"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201710458869.4"	"2017.11.17"	"便携式网络摄像机及无线路由器运行方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730079300.8"	"2017.11.17"	"动物饮用水在线灭菌设备(外观专利二)"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720306548.8"	"2017.11.17"	"饮水瓶内置式IVC笼盒"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720336534.0"	"2017.11.17"	"用于医用电子直线加速器的加速管RFID监控系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720247756.5"	"2017.11.17"	"抓袋变形换向机构"
"河北鑫乐医疗器械科技股份有限公司"	"T000200838"	"CN201720297448.3"	"2017.11.17"	"一种试管拨料推送机构"
"环旭电子股份有限公司"	"T000056421"	"CN201710565632.6"	"2017.11.17"	"控制接口扩展电路"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720293630.1"	"2017.11.17"	"饮水瓶篮筐"
"河北瑞诺医疗器械股份有限公司"	"T000243672"	"CN201710775341.X"	"2017.11.17"	"一种锁定接骨板装置"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201710547707.8"	"2017.11.17"	"等离子双极电切镜及其使用方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720331888.6"	"2017.11.17"	"适用于换笼工作站供风风机的特殊风道"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201710709009.3"	"2017.11.17"	"通讯网络电压电路的电磁兼容性及安规防护电路"
"河北鑫乐医疗器械科技股份有限公司"	"T000200838"	"CN201621275063.9"	"2017.11.17"	"一种笔杆式安全采血针"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720266841.6"	"2017.11.17"	"气动式隔瓶装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620917250.6"	"2017.11.17"	"牙科六用喷枪"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201710613216.9"	"2017.11.17"	"一种清洗剂、其制备方法和应用"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201621460315.5"	"2017.11.21"	"组织固定器"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610318019.X"	"2017.11.21"	"一种定位车牌的方法及装置"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610313452.4"	"2017.11.21"	"一种方向梯度积分图存储方法及装置"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610313493.3"	"2017.11.21"	"一种获取像素点的积分和的方法及装置"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610318018.5"	"2017.11.21"	"一种获取积分图的方法及装置"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610313453.9"	"2017.11.21"	"一种训练方法及装置"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610313454.3"	"2017.11.21"	"一种数据训练方法及装置"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201710754311.0"	"2017.11.21"	"醋酸氟孕酮的制备方法"
"珠海格力电器股份有限公司"	"01000651"	"CN201730226057.8"	"2017.11.21"	"机器人"
"美的集团股份有限公司"	"00084444"	"CN201610345796.3"	"2017.11.28"	"基于可见光通信的物联网设备入网的控制方法和装置"
"长飞光纤光缆股份有限公司"	"T000161964"	"CN201710608731.8"	"2017.11.28"	"一种卷对卷的石墨烯薄膜制备装置"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201720278782.4"	"2017.11.28"	"2.4G无线通信装置及其无线收发电路"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720412878.5"	"2017.11.28"	"一种笼盒清洗机"
"环旭电子股份有限公司"	"T000056421"	"CN201610330905.4"	"2017.11.28"	"分布式软件更新方法"
"环旭电子股份有限公司"	"T000056421"	"CN201710616761.3"	"2017.11.28"	"具天线功能的行动计时装置及其天线组件"
"江阴万事兴医疗器械股份有限公司"	"T000183552"	"CN201720226169.8"	"2017.12.01"	"医用假人CPR训练机"
"江阴万事兴医疗器械股份有限公司"	"T000183552"	"CN201730233592.6"	"2017.12.01"	"车载担架车"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201710180957.2"	"2017.12.01"	"一种对无线通讯产品样机测试写值的方法和系统"
"天津中新科炬生物制药股份有限公司"	"00082973"	"CN201710655712.0"	"2017.12.01"	"一种扩宽免疫胶体金检测范围的方法"
"航天信息股份有限公司"	"03130421"	"CN201521030632.9"	"2017.12.01"	"用于管理多个终端设备的系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201510465597.1"	"2017.12.01"	"欧洲盖超声焊盖机"
"中兴通讯股份有限公司"	"01000063"	"CN201610343406.9"	"2017.12.01"	"降低终端功耗的方法、装置和智能卡"
"航天科技控股集团股份有限公司"	"01000901"	"CN201710278836.1"	"2017.12.01"	"一种物联网车载终端的局域网无线升级方法"
"沈阳新松医疗科技股份有限公司"	"T000148930"	"CN201720356747.X"	"2017.12.01"	"一种氧气机用压缩机悬挂机构"
"环旭电子股份有限公司"	"T000056421"	"CN201710699652.2"	"2017.12.01"	"一种硬盘外壳及散热硬盘"
"合肥美亚光电技术股份有限公司"	"T000058500"	"CN201720017360.1"	"2017.12.05"	"X射线成像设备的机械限位装置及X射线成像设备"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201621402788.X"	"2017.12.05"	"用于脊柱外科手术的多向牵开装置"
"环旭电子股份有限公司"	"T000056421"	"CN201710656208.2"	"2017.12.05"	"定位检测方法"
"中兴通讯股份有限公司"	"01000063"	"CN201610356650.9"	"2017.12.05"	"充电方法、装置及设备"
"无锡佳健医疗器械股份有限公司"	"T000274881"	"CN201621226544.0"	"2017.12.05"	"穴位电极片"
"杭州长川科技股份有限公司"	"T000279353"	"CN201720134259.4"	"2017.12.05"	"集成电路水平旋转装置"
"四川长虹电器股份有限公司"	"02600839"	"CN201710657439.5"	"2017.12.08"	"票据图像特征提取的方法"
"广州汽车集团股份有限公司"	"03134314"	"CN201720282662.1"	"2017.12.08"	"一种车载导航线控按键控制装置"
"无锡佳健医疗器械股份有限公司"	"T000274881"	"CN201621414246.4"	"2017.12.08"	"针灸针韧性判定治具"
"环旭电子股份有限公司"	"T000056421"	"CN201710657078.4"	"2017.12.08"	"快速定位系统及方法"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201621451559.7"	"2017.12.08"	"电子阴道镜及其光源结构"
"北京玛诺生物制药股份有限公司"	"T000164633"	"CN201720587819.1"	"2017.12.08"	"一种卡壳"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730300666.3"	"2017.12.12"	"细胞培养反应罐"
"报喜鸟控股股份有限公司"	"03133875"	"CN201720064182.8"	"2017.12.12"	"一种发热羽绒服"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710631421.8"	"2017.12.12"	"壳体压装工装与壳体压装系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730300667.8"	"2017.12.12"	"平行培养控制器"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429461.X"	"2017.12.15"	"一种制袋灌封机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429464.3"	"2017.12.15"	"一种铝膜片膜上膜装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429134.4"	"2017.12.15"	"一种粉剂分装机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429161.1"	"2017.12.15"	"一种转移装置及制袋灌封机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720295840.4"	"2017.12.15"	"一种P3实验室的生物安全灭菌器废气处理系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429463.9"	"2017.12.15"	"制袋灌封机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429338.8"	"2017.12.15"	"制袋灌封机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429444.6"	"2017.12.15"	"制袋灌封机"
"浙江伏尔特医疗器械股份有限公司"	"T000291823"	"CN201720043147.8"	"2017.12.15"	"管道可伸缩型营养输液器"
"珠海格力电器股份有限公司"	"01000651"	"CN201710713690.9"	"2017.12.15"	"一种功率器件的终端结构及其制造方法"
"海伦钢琴股份有限公司"	"T000028814"	"CN201720662304.3"	"2017.12.15"	"一种同时实现数据传输与充电的电钢琴功放系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710833684.7"	"2017.12.15"	"一种甲醛溶液自动加注系统"
"浙江伏尔特医疗器械股份有限公司"	"T000291823"	"CN201720043015.5"	"2017.12.15"	"安全式一次性使用活检取样穿刺针"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720428659.6"	"2017.12.15"	"一种预充式注射器联动线的注射器托盘输出机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710597101.5"	"2017.12.15"	"医用电子直线加速器防碰系统及控制方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720428666.6"	"2017.12.15"	"一种预充式注射器联动线的注射器托盘定向转移机构"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730330878.6"	"2017.12.15"	"塑料安瓿瓶"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429393.7"	"2017.12.15"	"一种铝膜焊接机"
"四川长虹电器股份有限公司"	"02600839"	"CN201710750100.X"	"2017.12.15"	"智能家居系统的控制方法"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201710765122.3"	"2017.12.19"	"一种16a‑羟基泼尼松龙的制备方法"
"中兴通讯股份有限公司"	"01000063"	"CN201610409966.X"	"2017.12.19"	"一种多赫蒂Doherty功率放大器、射频发射机和集成电路"
"广州润虹医药科技股份有限公司"	"T004748738"	"CN201710849557.6"	"2017.12.19"	"一种医用创面护理装置"
"哈尔滨三联药业股份有限公司"	"T000220580"	"CN201720046020.1"	"2017.12.19"	"一种采血辅助装置"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201621420021.X"	"2017.12.19"	"一种用于椎体之间的融合装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429165.X"	"2017.12.19"	"一种预充式注射器联动线灌装系统"
"四川长虹电器股份有限公司"	"02600839"	"CN201710908784.1"	"2017.12.19"	"一种即插即用实现智能家居物联网控制系统及方法"
"济南百博生物技术股份有限公司"	"T000148735"	"CN201720197663.6"	"2017.12.22"	"培养皿标签自动粘贴装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720429380.X"	"2017.12.22"	"一种预充式注射器联动线拆包装装置"
"广州润虹医药科技股份有限公司"	"T004748738"	"CN201710902981.2"	"2017.12.22"	"一种快速止血壳聚糖海绵垫创可贴及其制备方法"
"四川长虹电器股份有限公司"	"02600839"	"CN201710711254.8"	"2017.12.22"	"一种智能电视自动智能应答机器人的实现方法"
"江苏苏利精细化工股份有限公司"	"T000159937"	"CN201710873762.6"	"2017.12.22"	"一种氧化石墨烯改性椰壳活性炭的方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201710818889.8"	"2017.12.22"	"用于WIFI阻抗匹配的控制电路及装置"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201710754305.5"	"2017.12.22"	"一种去氢甲基睾丸素的制备方法"
"上海迈动医疗器械股份有限公司"	"T000263837"	"CN201720061924.1"	"2017.12.22"	"一种基于柔性织物传感器的智能穿戴监测系统"
"四川长虹电器股份有限公司"	"02600839"	"CN201710756611.2"	"2017.12.22"	"人脸性别识别方法"
"杭州长川科技股份有限公司"	"T000279353"	"CN201720376703.3"	"2017.12.26"	"集成电路缓冲吸嘴"
"中兴通讯股份有限公司"	"01000063"	"CN201610440632.9"	"2017.12.26"	"一种损伤补偿方法及装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201621375646.9"	"2017.12.26"	"一种灌封夹具"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201711004432.X"	"2017.12.26"	"甲地孕酮的制备方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720304804.X"	"2017.12.26"	"一种隔离器照明结构"
"四川长虹电器股份有限公司"	"02600839"	"CN201720618911.X"	"2017.12.26"	"掉电静音控制电路"
"浙江伏尔特医疗器械股份有限公司"	"T000291823"	"CN201720043146.3"	"2017.12.26"	"输注泵弹性储液装置"
"美的集团股份有限公司"	"00084444"	"CN201610439660.9"	"2017.12.26"	"网络设备及智能家电的物联网系统"
"四川长虹电器股份有限公司"	"02600839"	"CN201710890227.1"	"2017.12.26"	"基于移动蓝牙与物联网的智能考勤系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720610388.6"	"2017.12.26"	"一种便携式灭菌器装载车推拉器"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720304332.8"	"2017.12.26"	"一种小鼠饲养笼盒网罩"
"京东方科技集团股份有限公司"	"01002725"	"CN201710769890.6"	"2017.12.29"	"一种物联网的管理方法和物联网系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720603426.5"	"2017.12.29"	"用于X波段驻波加速管的新型靶结构"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201720538536.8"	"2017.12.29"	"一种设备上电控制电路"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720605571.7"	"2017.12.29"	"加速管腔间耦合系数测量装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710799011.4"	"2017.12.29"	"高能医用电子加速器用的具有自稳幅技术的微波激励源"
"中兴通讯股份有限公司"	"01000063"	"CN201610451766.0"	"2017.12.29"	"一种基于云技术的教学管理系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720411203.9"	"2017.12.29"	"铸铝水气加热器"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201621494234.7"	"2017.12.29"	"气悬浮式医用转移车"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710781016.4"	"2017.12.29"	"超声波清洗机"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201720605535.0"	"2017.12.29"	"X射线靶点尺寸测量装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730293106.X"	"2017.12.29"	"模块式高通量平行细胞培养装置"
"济南百博生物技术股份有限公司"	"T000148735"	"CN201720197286.6"	"2018.01.02"	"样本试管开盖上盖装置"
"重庆莱美药业股份有限公司"	"T000025730"	"CN201720077101.8"	"2018.01.02"	"一种混药接头、组合式混药器和输液软袋"
"深圳赫美集团股份有限公司"	"T000026669"	"CN201720738504.2"	"2018.01.02"	"一种基于物联网的分布式能耗监测装置"
"环旭电子股份有限公司"	"T000056421"	"CN201720295686.0"	"2018.01.05"	"导光结构"
"深圳市富满电子集团股份有限公司"	"T000290622"	"CN201610471207.6"	"2018.01.05"	"一种LED灯、LED色温调节控制芯片及电路"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201720114085.5"	"2018.01.05"	"贴合式肱骨远端接骨板"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201720114103.X"	"2018.01.05"	"贴合式腓骨远端接骨板"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201720114104.4"	"2018.01.05"	"贴合式胫骨远端内侧接骨板"
"四川长虹电器股份有限公司"	"02600839"	"CN201710765068.2"	"2018.01.05"	"一种基于安卓客户端的引导物联网设备入网的方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710770542.0"	"2018.01.05"	"抽真空充氮加塞设备"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201720472295.1"	"2018.01.05"	"监护设备"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730377644.7"	"2018.01.09"	"包装盒(特定蛋白免疫分析仪)"
"北京安控科技股份有限公司"	"00077676"	"CN201720746837.X"	"2018.01.09"	"一种基于物联网云平台的远程终端装置"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201720591925.7"	"2018.01.09"	"一种基于物联网的水表管理系统及水表"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730195655.3"	"2018.01.09"	"化学验证装置"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201720703286.9"	"2018.01.09"	"低压切断电路与低压报警装置"
"宁波柯力传感科技股份有限公司"	"T003004992"	"CN201730219774.8"	"2018.01.09"	"物联网称重仪表(D39‑WA)"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201711065183.5"	"2018.01.16"	"灭菌器密封结构"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710856795.X"	"2018.01.16"	"基于复合物联网的水费收取方法及物联网系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710964395.0"	"2018.01.16"	"一种复合洗必泰口腔消毒液及其制备方法"
"环旭电子股份有限公司"	"T000056421"	"CN201710804254.2"	"2018.01.19"	"一种新型PCB及加工工艺及加工流水线"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710856786.0"	"2018.01.19"	"基于复合物联网的燃气表故障推送方法及物联网系统"
"江苏苏利精细化工股份有限公司"	"T000159937"	"CN201710874478.0"	"2018.01.19"	"一种高纯度五氯苯腈的生产方法"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610543213.8"	"2018.01.19"	"一种车牌图像校正、车牌字符分割方法及设备"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610543559.8"	"2018.01.19"	"一种可穿戴设备的图像采集方法及装置"
"珠海格力电器股份有限公司"	"01000651"	"CN201710791809.4"	"2018.01.19"	"一种锂金属二次电池负极及其制备方法"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710850893.2"	"2018.01.19"	"基于复合物联网的热能使用时限推送方法及物联网系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710909513.8"	"2018.01.19"	"2%葡萄糖酸洗必泰醇消毒液及其制备方法"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201610543230.1"	"2018.01.19"	"一种识别图像中的手势的方法及装置"
"重庆三峡油漆股份有限公司"	"01000565"	"CN201711056932.8"	"2018.01.19"	"在低表面处理等级钢结构上涂装的石墨烯防腐涂料"
"重庆三峡油漆股份有限公司"	"01000565"	"CN201711056937.0"	"2018.01.19"	"具有超强防腐能力的石墨烯防腐涂料"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610556755.9"	"2018.01.23"	"WIFI天线"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201710987299.8"	"2018.01.23"	"远程调试网络设备方法和装置"
"河南曙光汇知康生物科技股份有限公司"	"T000192067"	"CN201711010032.X"	"2018.01.26"	"制造医疗器械用硅油温控方法及装置"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201710899932.8"	"2018.01.26"	"17β‑雄甾‑4‑烯‑3‑酮‑17‑羧酸的制备方法"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710940581.0"	"2018.01.26"	"压装设备"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201710899800.5"	"2018.01.26"	"醋酸诺美孕酮的制备方法"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710838789.1"	"2018.01.26"	"断电检测控制电路及燃气表"
"欧普照明股份有限公司"	"T000125186"	"CN201711009537.4"	"2018.01.26"	"一种基于窄带物联网的单灯控制方法、装置及系统"
"中兴通讯股份有限公司"	"01000063"	"CN201610576474.X"	"2018.01.30"	"一种载波配置的方法、装置和系统"
"四川长虹电器股份有限公司"	"02600839"	"CN201710876412.5"	"2018.01.30"	"智能猫眼家居物联网方法"
"中兴通讯股份有限公司"	"01000063"	"CN201610571457.7"	"2018.01.30"	"一种未知组播报文的处理方法和装置"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201710827703.5"	"2018.01.30"	"一种硫酸铜电镀液、其制备方法和应用及电解槽"
"环旭电子股份有限公司"	"T000056421"	"CN201610574242.0"	"2018.01.30"	"计算机系统、存储元件灯号控制器及其传输协议判断方法"
"环旭电子股份有限公司"	"T000056421"	"CN201610578139.3"	"2018.01.30"	"电子模块"
"昆药集团股份有限公司"	"02600422"	"CN201710992138.8"	"2018.02.02"	"曲札茋苷在制备治疗脑出血或减少脑缺血后rtPA溶栓治疗引起的脑出血的药物中的用途"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730300291.0"	"2018.02.02"	"手消洗手池"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730306040.3"	"2018.02.02"	"生物反应器"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710854430.3"	"2018.02.02"	"基于复合物联网的取暖费充值管理方法及物联网系统"
"中兴通讯股份有限公司"	"01000063"	"CN201610591613.6"	"2018.02.02"	"一种应用区块链的方法、装置及系统"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710850806.3"	"2018.02.02"	"基于复合物联网的能源充值管理方法及物联网系统"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710854189.4"	"2018.02.02"	"基于复合物联网的维修人员调度方法及物联网系统"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710858091.6"	"2018.02.02"	"基于复合物联网的热量数据传输方法及物联网系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730300576.4"	"2018.02.02"	"快速多舱式全自动清洗消毒器控制面板"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710825423.0"	"2018.02.02"	"罗汉果糖苷漱口水及其制备方法"
"上海新眼光医疗器械股份有限公司"	"T000071116"	"CN201730392921.1"	"2018.02.06"	"高清影像录制设备"
"京东方科技集团股份有限公司"	"01002725"	"CN201710858469.2"	"2018.02.06"	"一种阵列基板及其制备方法、显示装置"
"中兴通讯股份有限公司"	"01000063"	"CN201610615960.8"	"2018.02.06"	"一种数据共享方法及装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730331492.7"	"2018.02.06"	"清洗注油灭菌一体机"
"珠海格力电器股份有限公司"	"01000651"	"CN201730443015.X"	"2018.02.06"	"工业机器人"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201730396368.9"	"2018.02.06"	"吸塑盒"
"歌尔股份有限公司"	"03134729"	"CN201711086909.3"	"2018.02.09"	"网络接入方法、密码远程更新方法、物联网设备及系统"
"珠海格力电器股份有限公司"	"01000651"	"CN201710979383.5"	"2018.02.09"	"一种基准电路及芯片"
"广州润虹医药科技股份有限公司"	"T004748738"	"CN201710849556.1"	"2018.02.09"	"一种医用创面护理产品"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201710902246.1"	"2018.02.09"	"一种医疗机构环境表面清洁效果的检测方法"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201711018970.4"	"2018.02.09"	"音频优化单元及网络摄像机"
"金卡智能集团股份有限公司"	"T000058629"	"CN201710797579.2"	"2018.02.09"	"一种基于NB‑IoT技术的物联网数据传输方法"
"珠海格力电器股份有限公司"	"01000651"	"CN201710702913.1"	"2018.02.09"	"一种物联网配网方法及装置、存储介质、电器和终端"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201710821095.7"	"2018.02.09"	"MCU固件升级方法、装置、设备及存储介质"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201730439241.0"	"2018.02.09"	"呼吸阀"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201730361345.4"	"2018.02.09"	"婴儿转运箱(BY‑02)"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201710825892.2"	"2018.02.09"	"无线中继器的参数配置方法、装置、中继器及存储介质"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201711084434.4"	"2018.02.09"	"检测口腔器械压力蒸汽灭菌效果的方法及其过程挑战装置"
"中兴通讯股份有限公司"	"01000063"	"CN201610640005.X"	"2018.02.13"	"导热界面材料和导热界面材料制备方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730331491.2"	"2018.02.13"	"超声波清洗机"
"深圳市汇顶科技股份有限公司"	"T000148045"	"CN201780000882.3"	"2018.02.13"	"振荡器、集成电路、计时芯片和电子设备"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610635076.0"	"2018.02.13"	"脉压差测量方法及装置"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730331494.6"	"2018.02.13"	"眼科蒸汽灭菌器"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201711004433.4"	"2018.02.16"	"醋酸氯地孕酮的制备方法"
"环旭电子股份有限公司"	"T000056421"	"CN201610642289.6"	"2018.02.16"	"云端数据传输系统及其动态分流方法"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"CN201710856391.0"	"2018.02.16"	"基于复合物联网的热量泄漏检测方法及物联网系统"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730079745.6"	"2018.02.16"	"动物饮用水在线灭菌设备(方案一)"
"厦门盈趣科技股份有限公司"	"T000145840"	"CN201711099081.5"	"2018.02.16"	"门铃控制系统"
"四川长虹电器股份有限公司"	"02600839"	"CN201710922616.8"	"2018.02.16"	"一种基于物联网的物业安防管理系统及方法"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201730439380.3"	"2018.02.16"	"LED诊断用照明灯"
