"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"	"patent_name"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN206966651U"	"20180206"	"一种用于SLM设备的粉末处理装置"
"西安标准工业股份有限公司"	"02600302"	"CN206970851U"	"20180206"	"一种缝纫机底线检测装置"
"西安标准工业股份有限公司"	"02600302"	"CN206970854U"	"20180206"	"一种带有下挂式电机的缝纫机"
"西安派瑞功率半导体变流技术股份有限公司"	"T004326876"	"CN206990636U"	"20180209"	"螺栓型电力半导体器件自动压装测试夹具"
"金堆城钼业股份有限公司"	"03134603"	"CN207013717U"	"20180216"	"二步烧结钼舟用组片式模具"
"金堆城钼业股份有限公司"	"03134603"	"CN207019480U"	"20180216"	"一种立式中频高温烧结炉用装料支架"
"中国西电电气股份有限公司"	"T000025764"	"CN207026215U"	"20180223"	"一种液压机构导向环的滚压锁口工装"
"中国西电电气股份有限公司"	"T000025764"	"CN207028007U"	"20180223"	"环氧浇注盆式绝缘子自动顶出机构"
"中国西电电气股份有限公司"	"T000025764"	"CN207030827U"	"20180223"	"一种用于铁芯叠装的磁性千斤顶"
"沈阳化工股份有限公司"	"01000698"	"CN207030994U"	"20180223"	"一种用于离心泵的废液回收装置"
"沈阳化工股份有限公司"	"01000698"	"CN207031573U"	"20180223"	"一种用于电解单元槽的阴阳极垫片粘贴装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207035975U"	"20180223"	"用于高压直流换流阀水冷散热器的检验验棒"
"中国西电电气股份有限公司"	"T000025764"	"CN207036223U"	"20180223"	"一种油位计"
"中国西电电气股份有限公司"	"T000025764"	"CN207038262U"	"20180223"	"一种电子式电流互感器及其光纤复合绝缘子"
"中国西电电气股份有限公司"	"T000025764"	"CN207038269U"	"20180223"	"一种带密封圈瓷套产品的胶装辅助工装"
"中国西电电气股份有限公司"	"T000025764"	"CN207038307U"	"20180223"	"一种配电变压器铁芯不叠上轭定位装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207038335U"	"20180223"	"一种配电变压器开关分接引线弯折成型装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207038362U"	"20180223"	"一种电力电容器心子外绝缘加工用工装"
"中国西电电气股份有限公司"	"T000025764"	"CN207038376U"	"20180223"	"一种装有分和闸指示装置的GIS连接机构"
"中国西电电气股份有限公司"	"T000025764"	"CN207038902U"	"20180223"	"一种用于多股铝导线焊接端子冷压成形的模具"
"中国西电电气股份有限公司"	"T000025764"	"CN207038931U"	"20180223"	"一种大功率转动输入装置及其防尘结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207038935U"	"20180223"	"一种敞开式大电流触头盒"
"中国西电电气股份有限公司"	"T000025764"	"CN207039041U"	"20180223"	"一种模块化预装式变电站"
"中国西电电气股份有限公司"	"T000025764"	"CN207039138U"	"20180223"	"一种外壳补偿装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207039204U"	"20180223"	"一种风电直流汇集输电系统"
"东软集团股份有限公司"	"02600718"	"CN207052642U"	"20180227"	"一种电池箱以及具有该电池箱的电动汽车"
"金堆城钼业股份有限公司"	"03134603"	"CN207061187U"	"20180302"	"一种皮带运输机的联锁装置"
"金堆城钼业股份有限公司"	"03134603"	"CN207068747U"	"20180302"	"一种改进型接触器"
"沈阳化工股份有限公司"	"01000698"	"CN207085444U"	"20180313"	"一种过滤装置"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207086417U"	"20180313"	"硅片清洗系统"
"沈阳机床股份有限公司"	"01000410"	"CN207087439U"	"20180313"	"一种桁架上下料机械手系统"
"沈阳机床股份有限公司"	"01000410"	"CN207087807U"	"20180313"	"主轴单元装配翻转工装结构"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207091547U"	"20180313"	"一种物料输送通路、物料供给装置及晶体生长系统"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207095669U"	"20180313"	"一种称重报警计量器"
"沈阳化工股份有限公司"	"01000698"	"CN207096030U"	"20180313"	"一种气体体积测量装置"
"金堆城钼业股份有限公司"	"03134603"	"CN207119596U"	"20180320"	"一种表面粘附有含钼物料的塑袋清洗回收系统"
"东软集团股份有限公司"	"02600718"	"CN207120711U"	"20180320"	"一种车载多媒体设备及其主机安装件"
"东软集团股份有限公司"	"02600718"	"CN207123833U"	"20180320"	"一种数据处理系统"
"东软集团股份有限公司"	"02600718"	"CN207124224U"	"20180320"	"一种电动汽车及其电池包壳体"
"奥维通信股份有限公司"	"03134689"	"CN207133874U"	"20180323"	"一种离位控制系统"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207154776U"	"20180330"	"一种用于大型零件的3D打印设备"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207156462U"	"20180330"	"一种基于光固化技术的金属或陶瓷材料零件的成形设备"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN207161292U"	"20180330"	"一种空气压缩系统的余能回收装置"
"西安标准工业股份有限公司"	"02600302"	"CN207176227U"	"20180403"	"一种平缝机大针距送料机构"
"沈阳机床股份有限公司"	"01000410"	"CN207223445U"	"20180413"	"加工航空复杂薄壁件用的柔性夹具装置"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207224309U"	"20180413"	"一种工件加工生产系统"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207224310U"	"20180413"	"一种工件加工生产线"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207224316U"	"20180413"	"一种工件截断装置"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207224318U"	"20180413"	"工件截断设备"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN207224643U"	"20180413"	"一种用于硫化车间具有机械手的半钢胎胚搬运装置"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN207224644U"	"20180413"	"一种用于硫化车间的全钢胎胚搬运机械手的升降装置"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN207226501U"	"20180413"	"一种用于半钢胎胚库的高速堆垛机的水平驱动装置"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN207226938U"	"20180413"	"用于半钢胎胚库堆垛机的双工位双货叉载货台"
"沈阳化工股份有限公司"	"01000698"	"CN207238451U"	"20180417"	"一种振动筛"
"中国西电电气股份有限公司"	"T000025764"	"CN207240066U"	"20180417"	"一种双点平行式拆卸装置"
"西安环球印务股份有限公司"	"T000056575"	"CN207242264U"	"20180417"	"一种折叠礼盒"
"西安环球印务股份有限公司"	"T000056575"	"CN207242271U"	"20180417"	"一种儿童安全药盒"
"西安环球印务股份有限公司"	"T000056575"	"CN207242363U"	"20180417"	"基于无色油潜影的防伪包装盒"
"沈阳化工股份有限公司"	"01000698"	"CN207243481U"	"20180417"	"一种控制气相二氧化硅生产过程中的料位平衡装置"
"西安标准工业股份有限公司"	"02600302"	"CN207244145U"	"20180417"	"一种实现密缝与变针距加固的平缝机"
"沈阳化工股份有限公司"	"01000698"	"CN207246418U"	"20180417"	"一种机械密封装置"
"沈阳化工股份有限公司"	"01000698"	"CN207247865U"	"20180417"	"一种旋转闪蒸干燥机在线排渣装置"
"沈阳化工股份有限公司"	"01000698"	"CN207248209U"	"20180417"	"一种与变送器配套使用的排压装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207250296U"	"20180417"	"一种10kV大容量变压器调压线圈结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207250303U"	"20180417"	"一种变压器箱盖法兰尖角处屏蔽环结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207250346U"	"20180417"	"一种断路器用绝缘拉杆模块"
"中国西电电气股份有限公司"	"T000025764"	"CN207250401U"	"20180417"	"一种隔离开关的导电结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207250940U"	"20180417"	"气体绝缘金属封闭开关设备用三相分箱主母线"
"中国西电电气股份有限公司"	"T000025764"	"CN207250956U"	"20180417"	"一种具有屏蔽电磁干扰的控制柜"
"沈阳机床股份有限公司"	"01000410"	"CN207255727U"	"20180420"	"一种用于铣削加工的旋转测力仪夹具"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207256587U"	"20180420"	"一种硅棒粘胶生产系统"
"东软集团股份有限公司"	"02600718"	"CN207284029U"	"20180427"	"汽车主机及汽车"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207288893U"	"20180501"	"一种单刮刀双向铺粉装置"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207288894U"	"20180501"	"一种用于3D打印设备的落粉桶"
"西安环球印务股份有限公司"	"T000056575"	"CN207292733U"	"20180501"	"一种带有显窃启的药盒"
"东软集团股份有限公司"	"02600718"	"CN207328271U"	"20180508"	"车辆仪表报警灯控制系统、车辆仪表盘及车辆"
"诚迈科技(南京)股份有限公司"	"T000182912"	"CN207337506U"	"20180508"	"一种智能设备"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN207344593U"	"20180511"	"一种倒挂桁架机器人抓取机构"
"东软集团股份有限公司"	"02600718"	"CN207352711U"	"20180511"	"一种自助终端"
"西安天一生物技术股份有限公司"	"T000193870"	"CN207357282U"	"20180515"	"一种玉米须提取物生产用气流式超微粉碎机"
"金堆城钼业股份有限公司"	"03134603"	"CN207358171U"	"20180515"	"一种真空加热分解钼精矿的装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207359313U"	"20180515"	"一种大型瓷套产品的上釉系统"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN207361342U"	"20180515"	"硫化车间具有机械手的半钢胎胚搬运装置的胎胚保护装置"
"西安标准工业股份有限公司"	"02600302"	"CN207376221U"	"20180518"	"一种缝纫机调整压脚压力装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207386013U"	"20180522"	"一种气体绝缘金属封闭高压电气壳体内壁清洗设备"
"中国航发动力股份有限公司"	"02600893"	"CN207386463U"	"20180522"	"一种铆接钳工具"
"中国航发动力股份有限公司"	"02600893"	"CN207386543U"	"20180522"	"一种防止钢水在翻转浇注过程中遗漏的硅酸铝针刺毯垫片"
"中国航发动力股份有限公司"	"02600893"	"CN207388668U"	"20180522"	"一种燃机涡轮叶片用标刻机标记的定位装置"
"西安标准工业股份有限公司"	"02600302"	"CN207391705U"	"20180522"	"一种可调式下差动送料机构"
"西安标准工业股份有限公司"	"02600302"	"CN207391707U"	"20180522"	"一种实现密缝与变针距加固的机构"
"西安标准工业股份有限公司"	"02600302"	"CN207391736U"	"20180522"	"一种双曲柄驱动的剪线机构"
"西安标准工业股份有限公司"	"02600302"	"CN207391738U"	"20180522"	"一种电子膝控装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207396686U"	"20180522"	"一种高压开关触点时序测试设备"
"中国西电电气股份有限公司"	"T000025764"	"CN207397845U"	"20180522"	"一种可调节的支架结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207397876U"	"20180522"	"一种用于异形油箱侧承运输的支撑座结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207397913U"	"20180522"	"一种变压器升高座内部绝缘件结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207397951U"	"20180522"	"一种缠绕丝附加保护的自愈式电容器"
"中国西电电气股份有限公司"	"T000025764"	"CN207398381U"	"20180522"	"一种管道母线转角单元结构及基于该结构的管道母线"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN207404787U"	"20180525"	"一种用于半钢胎胚库的高速堆垛机"
"中国西电电气股份有限公司"	"T000025764"	"CN207409347U"	"20180525"	"一种变压器的内部导油盒的连接结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207409364U"	"20180525"	"一种用于变压器引线均压管的夹持支撑结构"
"东软集团股份有限公司"	"02600718"	"CN207416718U"	"20180529"	"一种弹性导向柱、汽车多媒体主机及汽车"
"中国西电电气股份有限公司"	"T000025764"	"CN207424145U"	"20180529"	"一种直流输电换流阀短路试验系统"
"中国西电电气股份有限公司"	"T000025764"	"CN207424329U"	"20180529"	"用于柔直换流阀光缆的电压钳位装置"
"东软集团股份有限公司"	"02600718"	"CN207425959U"	"20180529"	"一种电池包壳体及其内部安装组件"
"东软集团股份有限公司"	"02600718"	"CN207425961U"	"20180529"	"一种电池包壳体及其上壳体支撑件"
"东软集团股份有限公司"	"02600718"	"CN207425963U"	"20180529"	"一种电池包壳体"
"东软集团股份有限公司"	"02600718"	"CN207425965U"	"20180529"	"一种电池包壳体"
"东软集团股份有限公司"	"02600718"	"CN207425976U"	"20180529"	"一种电动汽车及其电池包壳体"
"东软集团股份有限公司"	"02600718"	"CN207427448U"	"20180529"	"一种车载多媒体系统"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207434526U"	"20180601"	"一种燕尾板提取工装"
"沈阳远大智能工业集团股份有限公司"	"T000058550"	"CN207434782U"	"20180601"	"智能化集成轿顶控制箱"
"沈阳远大智能工业集团股份有限公司"	"T000058550"	"CN207434788U"	"20180601"	"集中控制式底坑检修箱"
"沈阳远大智能工业集团股份有限公司"	"T000058550"	"CN207434812U"	"20180601"	"集成轿门锁功能的异步门刀装置"
"沈阳远大智能工业集团股份有限公司"	"T000058550"	"CN207434814U"	"20180601"	"用安全模块检测电梯门锁短接的装置"
"沈阳远大智能工业集团股份有限公司"	"T000058550"	"CN207434833U"	"20180601"	"带有内置式微波传感器的自动扶梯"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207434835U"	"20180601"	"工件移载夹具及工件移载装置"
"隆基绿能科技股份有限公司"	"T000027277"	"CN207435580U"	"20180601"	"一种物料供给装置和晶体生长系统"
"沈阳化工股份有限公司"	"01000698"	"CN207437387U"	"20180601"	"一种液下泵"
"东软集团股份有限公司"	"02600718"	"CN207459024U"	"20180605"	"一种电池包的外壳及其下壳体"
"东软集团股份有限公司"	"02600718"	"CN207467472U"	"20180608"	"智能服务系统"
"东软集团股份有限公司"	"02600718"	"CN207473759U"	"20180608"	"自助终端设备的前门体及自助终端设备"
"中国西电电气股份有限公司"	"T000025764"	"CN207475244U"	"20180608"	"一种超级电容储能器的安全放电装置"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN207487836U"	"20180612"	"一种具有温度跟踪监测功能的机顶盒"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN207489193U"	"20180612"	"一种具有人脸识别功能的监控系统"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN207491138U"	"20180612"	"一种基于智能机顶盒的用户数据采集模块"
"沈阳新松医疗科技股份有限公司"	"T000148930"	"CN207493033U"	"20180615"	"一种氧气机用快插式进气过滤装置"
"沈阳蓝英工业自动化装备股份有限公司"	"T000054816"	"CN207496044U"	"20180615"	"一种用于硫化车间的全钢胎胚搬运机械手"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207500103U"	"20180615"	"一种柱塞及柱塞泵"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207500178U"	"20180615"	"一种泵用抗干磨密封件"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207500428U"	"20180615"	"一种大泵轮液力变矩器"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207500470U"	"20180615"	"一种螺栓减震密封装置"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207500544U"	"20180615"	"一种球形封堵式单向阀"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207500555U"	"20180615"	"一种泵用集装式止回阀"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207502007U"	"20180615"	"一种防护型无线远传膜式燃气表"
"中国西电电气股份有限公司"	"T000025764"	"CN207502134U"	"20180615"	"一种超特高压变压器油箱的焊缝试漏工具装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207503751U"	"20180615"	"油浸式电力变压器用多方向调节绝缘垫片"
"中国西电电气股份有限公司"	"T000025764"	"CN207503802U"	"20180615"	"一种用于变压器铁心的绑扎收紧装置"
"沈阳化工股份有限公司"	"01000698"	"CN207507921U"	"20180619"	"一种清理列管转化器触媒颗粒的装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN207536940U"	"20180626"	"一种可实现不规则轨迹位移的自动卷线控制装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207539430U"	"20180626"	"一种真空闸阀"
"西安天和防务技术股份有限公司"	"T000058570"	"CN207542399U"	"20180626"	"滤波天线罩"
"西安天和防务技术股份有限公司"	"T000058570"	"CN207542400U"	"20180626"	"滤波天线罩"
"中国西电电气股份有限公司"	"T000025764"	"CN207558687U"	"20180629"	"一种弹簧操动机构储能位置指示装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207558696U"	"20180629"	"一种大电流断路器灭弧室用复合绝缘筒"
"中国西电电气股份有限公司"	"T000025764"	"CN207559421U"	"20180629"	"一种GIS设备的布置结构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN207577643U"	"20180706"	"一种可实现自动行走控制的机器人焊接系统"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN207585625U"	"20180706"	"阵列磁导航传感器"
"中节能环保装备股份有限公司"	"T000028971"	"CN207596789U"	"20180710"	"一种气化炉"
"中节能环保装备股份有限公司"	"T000028971"	"CN207599736U"	"20180710"	"一种炉排"
"中国西电电气股份有限公司"	"T000025764"	"CN207600346U"	"20180710"	"一种简易变压器导线分盘计数装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207602330U"	"20180710"	"一种钟罩式油箱的器身定位结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207602363U"	"20180710"	"一种小容量变压器器身压紧夹件结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207602364U"	"20180710"	"一种分段层式线圈绝缘结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207602374U"	"20180710"	"一种内置局放传感器的电磁式电压互感器"
"中国西电电气股份有限公司"	"T000025764"	"CN207602384U"	"20180710"	"一种方形线圈绕制模具"
"中国西电电气股份有限公司"	"T000025764"	"CN207602462U"	"20180710"	"一种触头自锁装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207602465U"	"20180710"	"一种高压交流六氟化硫罐式断路器"
"中国西电电气股份有限公司"	"T000025764"	"CN207602475U"	"20180710"	"一种柱式高压断路器"
"中国西电电气股份有限公司"	"T000025764"	"CN207602968U"	"20180710"	"一种简易配电变压器分接引线端部打圈装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207603073U"	"20180710"	"预装式线变组间隔GIS组合电器"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207615657U"	"20180717"	"一种粉床增材制造电磁感应减缓零件应力的装置"
"沈阳机床股份有限公司"	"01000410"	"CN207616247U"	"20180717"	"一种带过滤箱的机床冷却液水箱"
"中国西电电气股份有限公司"	"T000025764"	"CN207624467U"	"20180717"	"一种高抗震性能的1100kV套管"
"中国西电电气股份有限公司"	"T000025764"	"CN207624494U"	"20180717"	"一种变压器用自清理风冷却器"
"中国西电电气股份有限公司"	"T000025764"	"CN207624515U"	"20180717"	"一种变压器线圈出头的支撑装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207624518U"	"20180717"	"一种具有防雨功能的变压器套管头部结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207625254U"	"20180717"	"一种集合链接式复合横担"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN207625692U"	"20180717"	"AGV色带导航传感器电路"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207628096U"	"20180720"	"气体循环过滤装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207650236U"	"20180724"	"一种试验用绝缘平台"
"中国西电电气股份有限公司"	"T000025764"	"CN207650356U"	"20180724"	"用于大容量中低压直流断路器短路开合试验的试验电源"
"中国西电电气股份有限公司"	"T000025764"	"CN207650382U"	"20180724"	"一种电流互感器绝缘热稳定试验用直接法试验回路"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN207656713U"	"20180727"	"一种运送机器人"
"东软集团股份有限公司"	"02600718"	"CN207657588U"	"20180727"	"一种电池包壳体"
"东软集团股份有限公司"	"02600718"	"CN207657589U"	"20180727"	"一种电池包壳体"
"金堆城钼业股份有限公司"	"03134603"	"CN207660838U"	"20180727"	"一种卧式离心自吸泵"
"沈阳化工股份有限公司"	"01000698"	"CN207662407U"	"20180727"	"用于更换合成炉灯头的工装"
"东软集团股份有限公司"	"02600718"	"CN207663000U"	"20180727"	"一种检测动力电池包绝缘性的设备、动力系统及汽车"
"中国西电电气股份有限公司"	"T000025764"	"CN207663861U"	"20180727"	"一种空心复合绝缘子"
"中国西电电气股份有限公司"	"T000025764"	"CN207663897U"	"20180727"	"一种用于强迫油循环变压器器身的导油结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207663923U"	"20180727"	"一种能够现场快速替换备用相的三相组合式变压器"
"中国西电电气股份有限公司"	"T000025764"	"CN207663980U"	"20180727"	"一种气体绝缘金属封闭开关设备用隔离开关"
"东软集团股份有限公司"	"02600718"	"CN207664072U"	"20180727"	"一种电池包箱体"
"东软集团股份有限公司"	"02600718"	"CN207664090U"	"20180727"	"一种电池模组及其散热板"
"东软集团股份有限公司"	"02600718"	"CN207664093U"	"20180727"	"一种电池模组"
"东软集团股份有限公司"	"02600718"	"CN207664094U"	"20180727"	"一种电池模组及其装配用隔板"
"东软集团股份有限公司"	"02600718"	"CN207664114U"	"20180727"	"电池包壳体"
"中国西电电气股份有限公司"	"T000025764"	"CN207664239U"	"20180727"	"一种多方位高效母线连接装置"
"西安标准工业股份有限公司"	"02600302"	"CN207675264U"	"20180731"	"一种自动检测油位装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207684108U"	"20180803"	"一种华式箱变片散支撑结构"
"杨凌美畅新材料股份有限公司"	"T000649763"	"CN207686994U"	"20180803"	"一种迷宫气密封离心泵"
"中国西电电气股份有限公司"	"T000025764"	"CN207689592U"	"20180803"	"一种带冲击电流测量的避雷器监测器"
"中国西电电气股份有限公司"	"T000025764"	"CN207690584U"	"20180803"	"一种叠层结构的避雷器"
"中国西电电气股份有限公司"	"T000025764"	"CN207690600U"	"20180803"	"一种变压器风扇支架"
"中国西电电气股份有限公司"	"T000025764"	"CN207690602U"	"20180803"	"一种变压器油管的支撑结构"
"沈阳远大智能工业集团股份有限公司"	"T000058550"	"CN207690673U"	"20180803"	"空气断路器锁定装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207691221U"	"20180803"	"一种用于箱式变的高压一体式柜体结构"
"中节能环保装备股份有限公司"	"T000028971"	"CN207702449U"	"20180807"	"一种燃烧室"
"中国西电电气股份有限公司"	"T000025764"	"CN207705038U"	"20180807"	"一种集合式电容器内部单台电容器套管的密封结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207705040U"	"20180807"	"一种高压电力设备用套管"
"中国西电电气股份有限公司"	"T000025764"	"CN207705042U"	"20180807"	"一种电力过压力型附加保护装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207705044U"	"20180807"	"一种能够防止心子连接片撕裂的焊接结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207705785U"	"20180807"	"一种配电网串并联补偿柜"
"中国西电电气股份有限公司"	"T000025764"	"CN207705792U"	"20180807"	"一种配电网补偿电路"
"中国西电电气股份有限公司"	"T000025764"	"CN207705793U"	"20180807"	"一种配电网串并联补偿电路"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207715312U"	"20180810"	"一种柱塞泵"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207715456U"	"20180810"	"一种高可靠性缓冲节流油缸连接阀块组件"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207715675U"	"20180810"	"一种缩短轴向尺寸的汽车用液力变矩器"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN207715886U"	"20180810"	"一体式截止阀"
"金堆城钼业股份有限公司"	"03134603"	"CN207734816U"	"20180817"	"一种高氟硫铁矿生产硫酸的除氟装置"
"西安宝德自动化股份有限公司"	"T000025742"	"CN207739996U"	"20180817"	"一种传感器固定装置"
"中国航发动力股份有限公司"	"02600893"	"CN207751402U"	"20180821"	"一种用于测量精锻叶片制坯件头部厚度的游标卡尺"
"中国航发动力股份有限公司"	"02600893"	"CN207751429U"	"20180821"	"一种发动机压气机轮盘榫槽倾斜角测量装置"
"中国航发动力股份有限公司"	"02600893"	"CN207751621U"	"20180821"	"一种用于确定航空发动机叶片应变计粘贴位置的装置"
"中国航发动力股份有限公司"	"02600893"	"CN207751686U"	"20180821"	"一种电磁活门检测装置"
"中国航发动力股份有限公司"	"02600893"	"CN207751698U"	"20180821"	"航空发动机涡流器空气流量试验夹具"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN207759985U"	"20180824"	"灵动型指式货叉"
"中国西电电气股份有限公司"	"T000025764"	"CN207761354U"	"20180824"	"一种墙体为多层结构的预制舱"
"中国西电电气股份有限公司"	"T000025764"	"CN207764250U"	"20180824"	"一种液压弹簧操动机构测速装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207765367U"	"20180824"	"一种户外型罐式断路器壳体"
"金堆城钼业股份有限公司"	"03134603"	"CN207770044U"	"20180828"	"一种增大选矿作业矿浆循环量的设备"
"金堆城钼业股份有限公司"	"03134603"	"CN207779144U"	"20180828"	"一种氢气加湿装置"
"西安天和防务技术股份有限公司"	"T000058570"	"CN207779383U"	"20180828"	"目标位置确定系统及目标方位确定装置"
"金堆城钼业股份有限公司"	"03134603"	"CN207779791U"	"20180828"	"一种用于制作钼及钼合金管材拉伸试样标距线的镀层模具"
"西安天和防务技术股份有限公司"	"T000058570"	"CN207781850U"	"20180828"	"倍频空间滤波器"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN207795692U"	"20180831"	"一种带喷水装置的离心压缩机"
"中国西电电气股份有限公司"	"T000025764"	"CN207795946U"	"20180831"	"一种电力预制舱用减震底座"
"中国西电电气股份有限公司"	"T000025764"	"CN207798924U"	"20180831"	"一种特高压直流输电用光控晶闸管电压监测电路"
"中国西电电气股份有限公司"	"T000025764"	"CN207798926U"	"20180831"	"一种电流传感箱"
"中国西电电气股份有限公司"	"T000025764"	"CN207800471U"	"20180831"	"一种高压断路器传动系统"
"中国西电电气股份有限公司"	"T000025764"	"CN207800476U"	"20180831"	"一种固封极柱的散热结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207800488U"	"20180831"	"一种灭弧室安全可视化装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207800806U"	"20180831"	"一种大容量液态金属电池电堆结构"
"中国西电电气股份有限公司"	"T000025764"	"CN207801321U"	"20180831"	"一种干式套管与GIS的连接结构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN207832044U"	"20180907"	"一种小型危险品生产线"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207840127U"	"20180911"	"一种用于SLM设备成形室的进气道"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207840128U"	"20180911"	"一种单刮刀双向铺粉装置"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207840129U"	"20180911"	"一种可替换自动收粉装置"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207842054U"	"20180911"	"一种基于增材制造设备的单刮刀双向刮粉装置"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207842064U"	"20180911"	"一种连续扫描式选择性激光熔化成形装置"
"沈阳远大智能工业集团股份有限公司"	"T000058550"	"CN207844828U"	"20180911"	"扶梯故障信息显示装置"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN207850893U"	"20180911"	"一种SLM成形过程中熔池状态实时监测装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207851188U"	"20180911"	"一种MMC-HVDC换流阀阀段半波连续短路电流的试验装置"
"中国西电电气股份有限公司"	"T000025764"	"CN207853060U"	"20180911"	"一种晶闸管换流阀组件试验用机械式大电流连接装置"
