"机构ID"	"机构名称(中文)"	"成立日期"	"主营业务"	"经营范围"
"T000027844"	"申通快递股份有限公司"	"2001-11-01 00:00:00"	"快递服务业"	"　　国内快递（邮政企业专营业务除外），普通货运（除危险化学品），国际、国内货物运输代理（除危险化学品），报关服务，仓储服务（除危险化学品）。"
"T000027845"	"福能东方装备科技股份有限公司"	"1997-04-18 00:00:00"	"凹版印刷机及其成套设备的研发、生产及销售"	"　　研发、生产、安装、销售：卷筒材料、印刷、涂布自动化专用设备;智能机器人、自动化装备、智能自动化生产系统、物流仓储系统、生产辅助系统、控制软件、智能化数控系统、信息技术与网络系统的设计、开发、技术咨询、服务、转让;经营本企业自产产品及技术的出口业务和本企业所需的设备、零配件、辅助材料及技术的进出口业务,但国家限定公司经营或禁止进出口的商品及技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"T000027939"	"北京长久物流股份有限公司"	"2003-09-10 00:00:00"	"主要从事整车运输物流服务"	"　　道路货物运输;商品汽车运输;无船承运;国际货运代理;仓储服务(不含化学危险品);设备租赁;货物进出口;代理进出口;技术进出口;物流信息咨询;包装服务;企业管理;供应链管理。(企业依法自主选择经营项目,开展经营活动;无船承运以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
"T000027977"	"山东宝莫生物化工股份有限公司"	"1996-05-03 00:00:00"	"油气工程技术服务、油气勘探开发、油田及非油田化学品的研发、生产和销售。"	"　　丙烯酰胺的生产;丙烯腈批发(禁止储存,有效期限以许可证为准)。聚丙烯酰胺、表面活性剂、油田助剂、二甲基二烯丙基氯化铵、水处理剂、造纸助剂、选矿及印染助剂生产、销售;化工产品(不含危险化学品)的研发、生产、销售、加工;环境治理;高新技术项目及产品的开发、生产与经营;工程和技术研究与试验发展;以自有资金对外投资;进出口业务(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000027978"	"金正大生态工程集团股份有限公司"	"1998-08-26 00:00:00"	"研发、生产、销售各类农用肥料、原材料及提供相关许可范围内的资讯服务。"	"　　复混肥料、复合肥料、掺混肥料、缓释肥料、控释肥料、有机肥料、有机-无机复混肥料、水溶性肥料、微生物肥料、硅钙钾镁肥、磷酸二氢钾、液体肥、叶面肥等各种肥料的生产和销售；生产销售：盐酸、硫酸、硝酸（安全生产许可证期限以许可证为准）；石膏的生产销售；土壤调理剂的生产销售；各类农用肥料、原材料、农机器械、农药（不含剧毒、危险化学品）、不再分装的袋包装种子的销售；农副产品、农产品加工服务；农地膜、灌溉设备、城市园艺、家庭园艺产品的销售和服务；农业技术开发、技术咨询、技术转让服务等相关技术、装备、工程项目的咨询服务、农业应用的软件的开发与集成服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000027999"	"河北建新化工股份有限公司"	"2003-06-27 00:00:00"	"苯系中间体产品的生产与销售"	"　　生产销售间氨基苯酚、氯乙烷、溴丁烷、间苯三酚（在安全生产许可证有效期内经营）；生产销售间氨基苯磺酸、间羟基-N.N-二乙基苯胺、苯胺—2.5—双磺酸单钠盐、2-苯氨基-3-甲基-6-二乙基荧烷（ODB-1），2-苯氨基-3-甲基-6-二丁基荧烷(ODB-2)、4,4’-二氯二苯砜、4,4’-二氨基二苯砜、3,3’-二氨基二苯砜、环氧树脂及其固化剂、有机中间体（危险化学品除外）。经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000028000"	"江苏裕兴薄膜科技股份有限公司"	"2004-12-10 00:00:00"	"中厚型特种聚酯薄膜的研发、生产与销售。"	"　　塑料聚酯薄膜制造、销售;机械零件的销售;高分子材料的检测;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)一般项目：塑料制品制造;塑料制品销售(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
"T000028018"	"广东溢多利生物科技股份有限公司"	"1991-09-03 01:00:00"	"从事饲用酶制剂产品研发、生产和销售，生物医药产品研发、生产和销售。"	"　　研发、生产及销售生物医药、生物酶制剂、饲料添加剂、添加剂预混合饲料、动物药品；生产及销售蒸汽、电力；房屋租赁。（以上需行政许可的项目，凭许可证经营，法律法规禁止的不得经营）"
"T000028023"	"杭州前进齿轮箱集团股份有限公司"	"1997-03-14 00:00:00"	"专业生产各类齿轮传动装置"	"　　齿轮箱、变速箱、可调螺旋桨、公路车桥及非公路车桥、调速离合器、传动机器产品及其零部件、粉末冶金件、紧固件、工具、模具、精密齿轮、农用齿轮、船舶设备的制造加工、相关技术开发、技术服务，柴油机的销售，经营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）"
"T000028047"	"广州天赐高新材料股份有限公司"	"2000-06-06 00:00:00"	"个人护理品材料、锂离子电池材料及有机硅橡胶材料等精细化工新材料产品的研发、生产和销售。"	"　　货物进出口（专营专控商品除外）；新材料技术推广服务；技术进出口；其他电池制造（光伏电池除外）；肥皂及合成洗涤剂制造；污水处理及其再生利用；生物技术推广服务；化学试剂和助剂制造（监控化学品、危险化学品除外）；企业总部管理；专项化学用品制造（监控化学品、危险化学品除外）；锂离子电池制造；林产化学产品制造（监控化学品、危险化学品除外）；其他日用化学产品制造（监控化学品、危险化学品除外）；贸易代理；环境污染处理专用药剂材料制造（监控化学品、危险化学品除外）；合成橡胶制造（监控化学品、危险化学品除外）；节能技术推广服务；化妆品及卫生用品批发；有机化学原料制造（监控化学品、危险化学品除外）；无机酸制造（监控化学品、危险化学品除外）；工程和技术研究和试验发展；化妆品制造；日用及医用橡胶制品制造；日用化工专用设备制造；染料制造；口腔清洁用品制造；水资源管理；石墨及碳素制品制造；化妆品及卫生用品零售；非食用植物油加工；无机碱制造（监控化学品、危险化学品除外）；信息化学品制造（监控化学品、危险化学品除外）；其他合成材料制造（监控化学品、危险化学品除外）；初级形态塑料及合成树脂制造（监控化学品、危险化学品除外）；普通货物运输（搬家运输服务）,货物专用运输(冷藏保鲜)。"
"T000028053"	"人民网股份有限公司"	"2005-02-06 00:00:00"	"新闻资讯服务、互联网广告服务、移动增值服务、为政府提供宣传服务"	"　　从事互联网文化活动；第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务，有效期至2020年1月12日）；第二类增值电信业务中的信息服务业务（仅限互联网信息服务）（互联网信息服务业务不包含出版、教育、医疗保健、药品和医疗器械，含新闻、电子公告服务）；一般经营项目：广告设计制作、发布、代理；计算机软件及外部设备开发、销售；计算机网络技术开发、咨询、服务；技术开发、技术转让、技术咨询、技术服务；组织展览展示及文化交流活动、会议服务；公关策划及咨询；翻译服务；物流服务；文娱演出票务的销售代理；日用百货销售；物业管理；舆情监测；影视器材设备、舞台灯光音响设备租赁。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动）。"
"T000028055"	"广州普邦园林股份有限公司"	"1995-07-19 00:00:00"	"园林工程施工、园林景观设计、建筑设计、苗木种植生产以及园林养护业务,可为客户提供包括建筑设计、景观设计、园林工程在内的一体化综合服务。"	"　　园林绿化工程服务、风景园林工程设计服务、环保工程的承包、施工、安装，环保工程工艺设计、环保设备销售、客户应用软件广告、移动互动娱乐及展示广告营销等。"
"T000028058"	"杭州顺网科技股份有限公司"	"2005-07-11 00:00:00"	"针对网吧渠道的互联网娱乐平台以及网吧管理和计费系统的设计、开发和销售;同时利用网吧管理和计费系统所形成的媒体传播效应及所覆盖的网民用户资源,提供网络广告及推广服务和互联网增值服务等服务。"	"　　经营第二类增值电信业务（范围详见有效《中华人民共和国增值电信业务经营许可证》）；利用互联网经营游戏产品（范围详见《网络文化经营许可证》，有效期至2016年3月31日）。计算机软件的技术开发、咨询、成果转让，计算机系统集成，培训服务、设计、制作、发布国内广告；通信设备、电子元器件、计算机及配件、网络设备的销售。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）。"
"T000028059"	"深圳万讯自控股份有限公司"	"1994-06-06 00:00:00"	"工业自动化仪表的研发、生产与销售业务"	"　　自动化仪器仪表的研发、生产和销售。产品主要有：电动执行器、控制阀、流量计、信号调理仪表、物液位仪表、阀门定位器、楼宇执行器、电量变送器及其他仪器仪表 。"
"T000028060"	"上海龙宇燃油股份有限公司"	"1997-12-17 00:00:00"	"燃料油供应服务"	"　　石油制品（含汽油、煤油、柴油）、化工原料及产品（除危险品）、纺织原料及产品（除专项）、金属材料、塑料原料及产品、玻璃制品、五金交电、建筑材料的销售，石化产品信息咨询，从事货物与技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028061"	"新疆西部牧业股份有限公司"	"2003-06-18 00:00:00"	"乳制品加工与销售、自产生鲜乳生产与销售、外购生鲜乳收购与销售、种畜养殖与销售、分割肉加工与销售、饲料生产与销售、油生产与销售、生猪养殖与销售、牧草收割及机耕服务等。"	"　　种畜繁育（牛、羊、猪）及销售、冻精；生鲜乳收购与销售；兽药销售；肉制品（酱卤肉制品、熏煮香肠火腿制品）；豆制品生产、销售；牲畜饲养；畜牧机械生产；牧草收割服务；农产品销售；畜牧技术咨询服务；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外；开展边境小额贸易业务；仓储（危险化学品及易燃易爆物品除外）；预包装食品批发兼零售；乳制品（液体乳、乳粉、婴幼儿配方乳粉)的销售；饲料添加剂、添加剂预混合饲料、其他饲料的生产及销售；农产品的初加工及销售；道路普通货物运输。"
"T000028063"	"中航电测仪器股份有限公司"	"2002-12-25 00:00:00"	"电阻应变计、应变式传感器及汽车综合性能检测设备等应变电测产品及相关应用系统的研发、生产和销售"	"　　应变计、传感器、电子衡器、精密电阻及其他电子元器件、交通运输检测设备、测量与自动控制设备、仪器仪表及软件系统、电磁阀及精密微流体控制元器件、人造宝石及其制品、航空仪器仪表及测试设备、五金交化产品、金属材料及制品的制造、销售与技术服务；与上述业务相关的技术开发、信息咨询和工程服务。"
"T000028078"	"中新苏州工业园区开发集团股份有限公司"	"1994-08-13 00:00:00"	"园区开发运营"	"　　进行土地一级开发与经营、工业厂房及科研载体的开发与运营、物业管理、项目管理、酒店的经营管理、咨询服务、产业与基础设施开发；投资、举办企业；国家允许进行的其他业务活动；房地产开发与经营（不含除长租公寓以外的住宅）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028090"	"上海泰胜风能装备股份有限公司"	"2001-04-13 00:00:00"	"风力发电设备、辅件、零件及各类海洋工程设备的生产、销售业务。"	"　　风力发电设备，钢结构，化工设备制造安装，各类海洋工程设备、设施、平台的设计、建造、组装、销售，从事货物和技术的进出口业务，风力发电设备、辅件、零件销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】"
"T000028091"	"东方日升新能源股份有限公司"	"2002-12-02 00:00:00"	"太阳能电池片、太阳能电池组件以及太阳能灯具等太阳能光伏产品的生产和销售"	"　　硅太阳能电池组件和部件、电器、灯具、橡塑制品、电子产品、光电子器件的制造、加工；太阳能发电工程设计、施工、承包；电力、新能源、节能相关技术的研发、转让、咨询、服务；合同能源管理及咨询服务；设备、设施租赁；太阳能发电；自营和代理货物与技术的进出口，但国家限定经营或禁止进出口的货物与技术除外。"
"T000028095"	"陕西坚瑞沃能股份有限公司"	"2005-04-30 00:00:00"	"消防产品的生产销售及消防工程安装;锂离子电池(组)及材料的生产销售;新能源汽车销售及租赁。"	"　　气溶胶自动灭火装置、化工产品（易制毒、危险、监控化学品除外）、纳米材料的开发、生产与销售；消防工程系统、楼宇自动化控制系统的设计、安装；消防设备的维修、保养；火灾自动报警及联动控制系统、电气火灾监控系统、消防器材及设备的研发、生产、销售、维护、保养；七氟丙烷气体灭火系统、IG541气体灭火系统、干粉灭火装置的研发、生产与销售；消防技术咨询服务；自营和代理各类商品和技术的进出口业务（国家限定或禁止公司经营的商品和技术除外）；本企业的来料加工和“三来一补”业务；采购销售汽车零部件、电动车零部件、车用装饰材料、汽车模具及其相关附件、汽车电子装置（不含国家专营、专控、专卖商品）；采购销售动力电池相关原材料、电极电控相关零部件；乘用车辆、物流车辆、工程机械、各类机电设备、电子设备及零部件、电子电气件的采购销售；与上述项目有关的技术咨询、技术服务；自由物业租赁业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000028096"	"博爱新开源医疗科技集团股份有限公司"	"2003-03-13 00:00:00"	"精细化工和精准医疗"	"　　本公司属化学原料及化学制品制造业，公司经营范围：生产：药用辅料、原料药（聚维酮碘）、粘合剂、食品添加剂（不溶性聚乙烯聚吡咯烷酮）；聚乙烯吡咯烷酮系列产品、乙烯基甲醚/马来酸酐聚合物（工业级，按照许可证核定的有效期限经营）；医疗技术开发、转让咨询服务。经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外。"
"T000028097"	"浙江向日葵大健康科技股份有限公司"	"2005-03-21 00:00:00"	"医药制造业"	"　　一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；基础化学原料制造（不含危险化学品等许可类化学品的制造）；以自有资金从事投资活动；第一类医疗器械生产；第一类医疗器械销售；第二类医疗器械销售；化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；生物化工产品技术研发(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：药品生产；药品进出口；技术进出口；货物进出口；第二类医疗器械生产；第三类医疗器械生产（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。"
"T000028113"	"深圳市长盈精密技术股份有限公司"	"2001-07-17 00:00:00"	"开发、生产、销售手机及无线上网卡电磁屏蔽件、手机及通讯产品连接器、手机及移动通信终端金属结构(外观)件和LED精密封装支架等。"	"　　生产、销售、开发连接器件、精密五金件、精密接插件(以上不含国家限制项目)及自营进出口业务(按深贸管登证字第2004-0433号文经营)。"
"T000028114"	"吉药控股集团股份有限公司"	"2000-01-27 00:00:00"	"白炭黑生产和销售以及中成药生产和销售"	"　　控股公司服务；实业投资控股、投资信息咨询（不得从事集资、贷款、理财、吸储等业务）；医药企业受托管理及资产重组；医药技术信息咨询、医药科技成果转让；物流服务；社会经济信息咨询（不含金融、证券、期货投资管理咨询及中介）；企业管理信息咨询；会议服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028115"	"江苏常宝钢管股份有限公司"	"1989-07-31 01:00:00"	"钢管生产销售、医疗服务"	"　　钢压延加工（包括无缝钢管、焊接钢管生产），钢冶炼，钢支柱、钢脚手架、金属跳板、钢模板制造；自营和代理各类商品和技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028116"	"江苏中超控股股份有限公司"	"1996-08-05 00:00:00"	"电力电缆、电气装备用电线电缆、裸电线、电缆材料、电缆接头、电磁线的生产和销售，以及紫砂壶及其配件、金属材料的销售。"	"　　利用自有资金对外投资;电线电缆的制造、研制开发、销售、技术服务;输变电设备、电工器材、化工产品及原料(不含危险化学品)、铜材、铝材、钢材、合金材料的销售;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000028128"	"金财互联控股股份有限公司"	"1988-07-30 01:00:00"	"热处理设备的研发、生产和销售，以及专业热处理加工服务；互联网财税服务"	"　　实业投资；股权投资；投资咨询；资产管理；税务服务；财务、税务咨询服务；互联网软、硬件产品研发、销售、技术服务、系统集成服务；数据服务；金属材料热处理及表面改性设备的技术开发、技术咨询、制造、销售及维修服务；房屋、设备租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028129"	"宁波圣莱达电器股份有限公司"	"2004-03-11 00:00:00"	"温控器及电热水壶的研发、生产和销售"	"　　电热电器、电机电器及配件的制造、加工；自有房屋、场地租赁及企业管理咨询服务；自营和代理各类货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外。"
"T000028130"	"上海新时达电气股份有限公司"	"1995-03-10 00:00:00"	"变频器与电梯控制系统的研发、生产及销售，机器人与运动控制类产品的研发、生产及销售"	"　　电控设备的生产、加工,机械设备、通信设备(除专控)、仪器仪表的销售,咨询服务;从事货物及技术的进出口业务。【企业经营涉及行政许可的,凭许可证件经营】"
"T000028247"	"奥佳华智能健康科技集团股份有限公司"	"1996-08-01 00:00:00"	"研发、销售一类医疗器械、保健器具、康复理疗器具（不含假肢、矫形器（辅助器具））、健身器材、美容器具、家居产品"	"　　研发、销售：一类医疗器械、保健器具、康复理疗器具（不含假肢、矫形器（辅助器具）等须经前置审批许可的项目）、健身器材、美容器具、家居产品；开发、生产、加工、销售：电子按摩器材及其相关材料，座、靠、垫制品，低压电器配件，日用五金制品，电子产品，模具，家具，家电，化工原料（需经前置许可项目除外），聚氨酯泡棉制品及其提供技术转让、咨询、服务；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外；未涉及前置审批许可的其他经营项目。"
"T000028248"	"浙江双环传动机械股份有限公司"	"2005-08-25 00:00:00"	"齿轮产品的生产与销售"	"　　齿轮、传动和驱动部件制造、销售，经营进出口业务（上述范围不含国家法律法规禁止、限制和许可经营的项目）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028249"	"山东豪迈机械科技股份有限公司"	"1995-03-31 00:00:00"	"汽车子午线轮胎模具及轮胎制造设备的生产、销售及相关技术开发。"	"　　轮胎模具及橡胶机械、数控机床研发、生产、销售、维修；零部件铸造、锻造、加工；机械设备及配件生产、销售；工业技术开发、转让及咨询服务；进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028250"	"浙江步森服饰股份有限公司"	"2005-06-30 00:00:00"	"“步森”品牌男装的设计、生产和销售。"	"　　许可项目：货物进出口;技术进出口;进出口代理;第一类增值电信业务;第二类增值电信业务;测绘服务;广播电视节目制作经营;演出经纪。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)。一般项目：服装制造;服饰制造;服装服饰批发;服装服饰零售;特种劳动防护用品生产;特种劳动防护用品销售;劳动保护用品生产;劳动保护用品销售;信息咨询服务(不含许可类信息咨询服务);技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;财务咨询;广告制作;广告发布(非广播电台、电视台、报刊出版单位);广告设计、代理;普通货物仓储服务(不含危险化学品等需许可审批的项目);通信设备销售;计算机软硬件及辅助设备批发;计算机软硬件及辅助设备零售;家用电器销售;家居用品销售;仪器仪表销售;日用百货销售;工艺美术品及收藏品零售(象牙及其制品除外);工艺美术品及收藏品批发(象牙及其制品除外);机械设备销售;煤炭及制品销售;非金属矿及制品销售;市场营销策划;票务代理服务;机械设备租赁;汽车租赁;自有资金投资的资产管理服务;互联网销售(除销售需要许可的商品)(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。"
"T000028253"	"立讯精密工业股份有限公司"	"2004-05-24 00:00:00"	"连接器产品研发、生产和销售。"	"　　生产经营连接线、连接器、电脑周边设备、塑胶五金制品。"
"T000028263"	"天津经纬辉开光电股份有限公司"	"1999-03-01 00:00:00"	"高端电磁线及电力设备制造与触控显示产品制造"	"　　生产经营触摸屏、背光源、集成电路引线框架、液晶显示器及电路配件，小型家用电路产品（不含许可证管理国家限制产品）；集成电路块的组装；生产经营电话机及相关配件、手机零配件、相关电子产品；生产、加工、销售电线、电缆、有色金属材料、绝缘材料、矽钢片、电抗器。"
"T000028264"	"苏州锦富技术股份有限公司"	"2004-03-29 00:00:00"	"从事光电显示薄膜器件生产和提供相关整体解决方案"	"　　智能交互感知技术、物联网技术、互联网分布式云技术、高速通讯传输系统技术、光感控技术、新型电子墨水显示技术、纳米新材料技术、新型节能技术的研发、技术咨询、技术服务、技术转让；销售；新型电子墨水显示产品、石墨烯、光伏产品、蓝宝石衬底图案化产品；企业管理咨询；加工各种高性能复合材料、高分子材料，提供自产产品的售后服务。手机软件、计算机软件（含游戏）开发；从事上述商品和技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000028265"	"中南出版传媒集团股份有限公司"	"2008-12-25 00:00:00"	"出版、发行、印刷、印刷物资供应、报纸网络新媒体等"	"　　对隶属企业的国（境）内外图书、报纸、期刊、音像出版物、电子出版物、网络出版物、新媒体业务的策划、编辑、出版、印制、发行的经营进行管理；以自有资产进行上述项目及文化创意、旅游、健康产业的投资、资产管理和资本运营；文化用品、体育用品、数码产品、教育用品经营；印刷物资的销售；教育培训；教育信息、技术信息及网络信息咨询；增值电信业务；软件开发与推广；海外教育与文化教育活动的交流、咨询、服务；版权贸易；普通货物物流服务；广告、会展及文化推广服务；（以下由分支机构经营，涉及许可证的凭有效许可证经营）教材、教学参考书、教育科学理论及学术著作等图书和期刊的编辑、出版、发行、租型，互联网图书、互联网教育出版物的出版。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000028289"	"浙江富春江环保热电股份有限公司"	"2003-12-15 00:00:00"	"发电电力业务;蒸汽、热水生产;热电技术咨询;精密冷轧薄板的生产、销售"	"　　发电电力业务（范围详见《中华人民共和国电力业务许可证》，有效期至2026年10月31日），精密冷轧薄板的生产。蒸汽、热水生产，热电技术咨询，精密冷轧薄板的生产、销售（限分支机构经营）。"
"T000028296"	"成都市新筑路桥机械股份有限公司"	"2001-03-28 00:00:00"	"桥梁功能部件、轨道交通、搅拌设备、路面施工机械、特种汽车、超级电容系统等"	"　　金属桥梁结构及桥梁零件的设计制造；建筑用金属结构、构件的设计制造；橡胶制品的设计制造；铁路机车车辆配件和铁路专用设备及器材、配件的设计制造；环境污染防治专用设备的设计制造；工程设计、工程咨询；环保工程、钢结构工程；交通器材及其他交通运输设备、交通安全及管制专用设备、水资源专用机械制造；商品批发与零售；进出口业；特种专业工程专业承包；城市低地板车辆及配件的设计、制造，租赁及相关领域的技术服务；合成材料制造；塑料制品业；石膏、水泥制品及类似制品制造；输配电及控制设备制造；软件和信息技术服务业；市政公用工程总承包施工；公路工程总承包施工；建筑机电安装工程专业承包施工；公路交通工程专业承包施工；城市轨道交通运输；铁路工程、隧道工程和桥梁工程；铁路铺轨架梁工程。（以上项目不含前置许可项目，后置许可项目凭许可证或审批文件经营）。"
"T000028305"	"烟台双塔食品股份有限公司"	"1992-09-10 00:00:00"	"主要从事粉丝、淀粉及淀粉制品的生产、加工与销售"	"　　预包装食品及散装食品批发零售；食用菌菌种生产销售；豌豆蛋白粉、淀粉及淀粉制品生产销售；甲烷的生产、销售。(以上项目有效期限以许可证为准)。黄金饰品的生产销售；食用菌、饲料、金精矿粉、金银制品、谷物、豆类及薯类、蔬菜、水果、粮食、肉、禽、蛋、水产品、木材、汽车及零配件、机电设备及产品、五金、机械设备及零配件、电子产品、通讯及广播电视设备、建筑材料、塑料制品、煤炭、金属制品、金属矿石、化工产品（不含危险品）、矿产品、油脂及油料作物、橡胶、木材、木浆、纸浆、棉、麻、纺织品、针织品、服装鞋帽、化肥、不再分装的包装种子、医疗器械的批发零售；货物及技术进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000028323"	"山东阳谷华泰化工股份有限公司"	"2000-03-23 00:00:00"	"橡胶助剂的研发、生产、销售"	"　　安全生产许可证许可范围内的危险化学品生产(有效期限以许可证为准)。货物及技术进出口业务;橡胶防焦剂CTP、橡胶助剂的制造,化工产品(不含危险品)销售(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"T000028324"	"天津瑞普生物技术股份有限公司"	"2001-08-02 00:00:00"	"兽用生物制品、兽用制剂、兽用原料药的研发、生产、销售及技术服务"	"　　生物技术开发、转让、咨询、服务；企业自有资金对高科技产业投资；兽药、添加剂预混合饲料销售；以下项目限分支机构经营：兽药、添加剂预混合饲料生产（依法须经批准的项目,经相关部门批准后方可开展经营活动）。"
"T000028330"	"聆达集团股份有限公司"	"2005-12-12 00:00:00"	"余热发电业务和光伏发电业务"	"　　从事信息科技、健康科技、智能科技、计算机软硬件、新能源科技领域内的销售、技术开发、技术转让、技术咨询、技术服务；医疗器械经营、自有房屋租赁、自有设备租赁；从事货物及技术的进出口业务；企业管理咨询；健康管理咨询（不得涉及医疗行为）；软件开发；经营国内广告业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000028334"	"上海嘉麟杰纺织品股份有限公司"	"2001-01-20 00:00:00"	"面向户外运动的高档织物面料及成衣的生产和销售"	"　　高档织物面料的织染及后整理加工，服装服饰产品、特种纺织品的生产和销售，纺织纤维、天然纤维、纺织品、服装服饰及辅料、鞋帽、日用百货的批发和进出口业务，纺织机器设备的经营性租赁。[依法须经批准的项目，经相关部门批准后方可开展经营活动]"
"T000028341"	"深圳广田集团股份有限公司"	"1995-07-14 00:00:00"	"建筑装饰工程的设计与施工"	"　　承担境内、外各类建筑（包括车、船、飞机）的室内外装饰工程的设计与施工；承接公用、民用建设项目的水电设备安装；各类型建筑幕墙工程、金属门窗的设计、生产、制作、安装及施工；机电设备安装工程、建筑智能化工程、消防设施工程、园林绿化工程的设计与施工；市政工程施工；家具和木制品的设计、生产和安装；建筑装饰石材加工、销售及安装；建筑装饰设计咨询、服务；建筑装饰软饰品设计、制作、安装以及经营；新型环保材料的技术研发、生产及销售（以上各项不含法律、行政法规、国务院决定规定需报经审批的项目，涉及有关主管部门资质许可的需取得资质许可后方可经营），从事货物及技术进出口业务。投资兴办实业（具体项目另行申报）。"
"T000028342"	"北京首都在线科技股份有限公司"	"2005-07-13 00:00:00"	"因特网数据中心业务(IDC)和云计算服务。"	"　　技术开发、技术推广、技术服务、技术咨询;计算机系统服务;数据处理;基础软件服务;应用软件服务;销售计算机、软件及辅助设备、电子产品;出租商业用房;机械设备、电子产品租赁;技术进出口、货物进出口、代理进出口;经营电信业务。(企业依法自主选择经营项目,开展经营活动;经营电信业务以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
"T000028391"	"齐峰新材料股份有限公司"	"2001-06-25 00:00:00"	"高档装饰原纸的研发、生产和销售"	"　　研发、生产及销售：家具和板材色彩饰面材料、装饰装修板材色彩饰面材料、强化地板的表层耐磨饰面材料、新型无纺布墙面材料、高性能芳纶纤维及制品（生产限子公司经营），货物进出口（法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目要取得许可后经营）"
"T000028400"	"亚光科技集团股份有限公司"	"2003-06-03 00:00:00"	"军用半导体元器件与微波电路及组件的研发、设计、生产、销售与服务"	"　　制造、销售半导体器件及成套电路板、通讯器材（不含无线电发射设备制造）、半导体零配件、保安设备、有线电视设备生产、销售及工程设计、安装、调试；机械制造；批发零售代购代销日用百货、五金交电；自营和代理各类商品及技术的进出口；机械设备租赁；公路交通工程；安全技术防范产品生产、销售及工程设计、安装、维修；建筑智能化工程设计、安装、调试、维修；计算机信息系统集成；自有房屋租赁；生产销售电子电器、高技术无人装备、智能装备、自动驾驶系统；生产销售自产的复合材料、金属材料及多混材料的游艇、商务艇、特种船、水上高速装备及平台、设备配件、电器设备；船舶与动力设备维修维护；船舶设计领域内的技术开发与产品设计、技术咨询、技术服务、技术转让。（以上项目涉及行政许可的须取得行政许可后方可经营）。"
"T000028401"	"重庆智飞生物制品股份有限公司"	"1995-07-20 00:00:00"	"疫苗、生物制品的研发、生产和销售"	"　　批发生物制品（除疫苗）；境外疫苗代理进口及销售；生物技术研究、开发及技术咨询服务；货物及技术进出口；仓储服务（不含危险品）；生物制品市场推广宣传服务；普通货运、货物专用运输（冷藏保鲜）；国内货物运输代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
