"name"	"apply_numb"	"accredit_date"	"patent_name"
"雷艺光电科技(西安)有限公司"	"CN201210286672.4"	"20180323"	"一种景观灯的控制方法"
"华天科技(西安)有限公司"	"CN201310527641.8"		"一种基于框架采用开孔优化技术的扁平封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201310527917.2"		"一种基于框架的小间距多器件SMT封装件及其制作工艺"
"西安智多晶微电子有限公司"	"CN201310700316.7"		"强化时钟管理的复杂可编程逻辑器件"
"华天科技(西安)有限公司"	"CN201310528002.3"		"一种基于框架采用引脚优化技术的扁平封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201310543777.8"		"一种增强散热功能的AAQFN封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201410123341.8"		"一种基于冲压框架带有通孔的扁平多芯片封装件"
"华天科技(西安)有限公司"	"CN201410123344.1"		"一种基于Flux的FCBGA单芯片封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201410123267.X"		"一种基于胶膜的FCBGA单芯片封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201410203916.7"		"一种基于AAQFN的二次曝光和塑封技术的封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201410203970.1"		"一种基于AAQFN的二次曝光和二次塑封的封装件及其制作工艺"
"陕西莱特光电材料股份有限公司"	"CN201410547968.6"		"8-羟基喹啉锂的合成及纯化方法"
"陕西莱特光电材料股份有限公司"	"CN201410547968.6"	"20160420"	"8-羟基喹啉锂的合成及纯化方法"
"陕西莱特光电材料股份有限公司"	"CN201410547962.9"		"一种4-溴-9-乙基咔唑的合成及其纯化方法"
"陕西莱特光电材料股份有限公司"	"CN201410547962.9"	"20160706"	"一种4-溴-9-乙基咔唑的合成及其纯化方法"
"华天科技(西安)有限公司"	"CN201410564592.X"		"一种基于铜线与铜框架键合的QFN封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201410853990.3"		"一种芯片集成的指纹识别传感器及其制作方法"
"华天科技(西安)有限公司"	"CN201410843756.2"		"一种改善MUF工艺基板外围溢料的基板及其制造方法"
"华天科技(西安)有限公司"	"CN201410843211.1"		"一种有垂直通孔的埋入式传感芯片封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410799238.5"		"一种细节距钎料柱凸点互连结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410842934.X"		"一种空腔载体结构的引线框架"
"华天科技(西安)有限公司"	"CN201410843472.3"		"一种圆片级扇出PoP封装结构及其制造方法"
"华天科技(西安)有限公司"	"CN201410843597.6"		"一种键合线埋入扇入型封装件及其制备方法"
"华天科技(西安)有限公司"	"CN201410849009.X"		"一种基于二次塑封技术的三维堆叠封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410843485.0"		"一种基于预留槽塑封技术的POP封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410842516.0"		"一种扇出PoP封装结构及其制造方法"
"华天科技(西安)有限公司"	"CN201410843212.6"		"一种带有铜柱的POP封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410843474.2"		"一种基于载体的扇出封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410853589.X"		"一种基于局部塑封工艺的指纹设计封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410843716.8"		"一种采用贴膜实现倒装芯片裸露的封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410842152.6"		"一种芯片背面开槽的多层封装结构"
"华天科技(西安)有限公司"	"CN201410842517.5"		"一种埋入式传感芯片系统封装结构"
"华天科技(西安)有限公司"	"CN201410850283.9"		"一种利用点胶工艺的指纹设计封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410840967.0"		"一种膜塑封POP封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410842153.0"		"一种指纹识别传感器件"
"华天科技(西安)有限公司"	"CN201410843215.X"		"一种多芯片三维混合封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410843215.X"	"20181102"	"一种多芯片三维混合封装结构及其制备方法"
"西安智多晶微电子有限公司"	"CN201510035684.3"		"一种强化异步时钟管理的复杂可编程逻辑器件"
"西安智多晶微电子有限公司"	"CN201510035684.3"	"20170811"	"一种强化异步时钟管理的复杂可编程逻辑器件"
"陕西莱特光电材料股份有限公司"	"CN201510074439.3"		"咔唑基三芳胺空穴传输材料及其合成方法"
"陕西航天西诺美灵电气有限公司"	"CN201510055977.8"	"20170524"	"用于电压型Z源逆变器的SPWM延迟控制方法"
"陕西莱特光电材料股份有限公司"	"CN201510074538.1"		"一种有效去除LED芯片光刻胶的剥离液及其剥离方法"
"华天科技(西安)有限公司"	"CN201410843559.0"		"一种运用贴膜工艺的POP封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410849046.0"		"一种PoP封装结构及其制造方法"
"华天科技(西安)有限公司"	"CN201410848910.5"		"一种三维圆片级扇出PoP封装结构及其制造方法"
"华天科技(西安)有限公司"	"CN201410849393.3"		"一种倒装芯片封装散热结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410850322.5"		"基于基板凹槽的芯片集成指纹识别传感器及其制作方法"
"华天科技(西安)有限公司"	"CN201410794722.9"		"一种埋入式传感芯片封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201410844316.9"		"一种三维堆叠圆片级扇出PoP封装结构及其制造方法"
"华天科技(西安)有限公司"	"CN201410842710.9"		"一种硅麦克风封装结构及其制备方法"
"西安中为光电科技有限公司"	"CN201510187404.0"		"一种GaN外延废片回收的方法"
"西安中为光电科技有限公司"	"CN201510187404.0"	"20180501"	"一种GaN外延废片回收的方法"
"华天科技(西安)有限公司"	"CN201510138064.2"		"一种MEMS麦克风封装器件及其组装方法"
"华天科技(西安)有限公司"	"CN201510363888.X"		"一种传感芯片封装结构及其制备方法"
"北方智能装备有限公司"	"CN201510583343.X"	"20180313"	"一种基于电磁铁驱动的电能表主板检测装置及方法"
"华天科技(西安)有限公司"	"CN201410351090.9"		"一种采用研磨工艺减小引线宽度的封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201510750110.4"		"一种涂层键合丝及其制作方法"
"华天科技(西安)有限公司"	"CN201510858971.4"		"一种防静电的指纹传感芯片封装结构及制造方法"
"华天科技(西安)有限公司"	"CN201510923439.6"		"一种芯片上加有玻璃盖板的封装件及其制造方法"
"西安中为光电科技有限公司"	"CN201610044270.1"		"提高紫外LED紫外光纯度的结构及其方法"
"西安中为光电科技有限公司"	"CN201610044270.1"	"20171114"	"提高紫外LED紫外光纯度的结构及其方法"
"华天科技(西安)有限公司"	"CN201510902394.4"		"一种带散热片封装件的分离方法"
"华天科技(西安)有限公司"	"CN201510991467.1"		"基于高平整度基板的指纹识别芯片封装结构及其制造方法"
"华天科技(西安)有限公司"	"CN201510990525.9"		"一种可预防溢料的散热片贴装封装件"
"华天科技(西安)有限公司"	"CN201510991001.1"		"一次封装成型的光距离传感器封装结构及其制造方法"
"华天科技(西安)有限公司"	"CN201510902393.X"		"一种可预防溢料的散热片贴装封装件"
"华天科技(西安)有限公司"	"CN201510990730.5"		"一种采用半蚀刻工艺形成阶梯式框架引脚及其制造方法"
"华天科技(西安)有限公司"	"CN201510990642.5"		"应用钢网印刷技术优化点胶工艺的光学传感芯片封装方法"
"北方智能装备有限公司"	"CN201610010500.2"	"20190226"	"一种实现集中器远程升级多线程并行的方法"
"华天科技(西安)有限公司"	"CN201510755424.3"		"一种垫块加底部填充的指纹芯片封装结构及制造方法"
"华天科技(西安)有限公司"	"CN201510755424.3"	"20191025"	"一种垫块加底部填充的指纹芯片封装结构及制造方法"
"华天科技(西安)有限公司"	"CN201510902498.5"		"一种添加散热片的封装件及其制造方法"
"北方智能装备有限公司"	"CN201610010504.0"	"20180724"	"485总线通信网络短路故障点无拆线带电探测仪"
"华天科技(西安)有限公司"	"CN201510744717.1"		"一种指纹识别多芯片封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201610190725.0"		"一种切割式多圈QFN/DFN封装件及其制造方法"
"华天科技(西安)有限公司"	"CN201610190611.6"		"一种免塑封体开孔的POP封装件及其制作工艺"
"华天科技(西安)有限公司"	"CN201410843560.3"		"一种多元件、铜框架和基板混装的封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201610466594.4"		"一种基于露芯塑封工艺的TSV芯片封装件及其制造方法"
"华天科技(西安)有限公司"	"CN201610471201.9"		"一种防止表面溢塑封料的封装件围坝结构及其制造方法"
"华天科技(西安)有限公司"	"CN201610466591.0"		"一种用钝化层防止表面溢塑封料的封装件"
"华天科技(西安)有限公司"	"CN201610466591.0"	"20190709"	"一种用钝化层防止表面溢塑封料的封装件"
"华天科技(西安)有限公司"	"CN201610658054.6"		"一种DAF膜与垫块结合的芯片封装结构及其制造方法"
"华天科技(西安)有限公司"	"CN201610658556.9"		"一种DAF膜包裹指纹传感芯片的封装结构及其制造方法"
"西安中为光电科技有限公司"	"CN201610711451.5"		"一种具有双电流扩展层的LED及其制作方法"
"华天科技(西安)有限公司"	"CN201610795594.9"		"一种采用硅通孔及裸芯塑封的超薄指纹识别系统级封装件"
"华天科技(西安)有限公司"	"CN201610795838.3"		"一种先刻槽再打孔的裸芯塑封超薄指纹识别系统级封装件"
"华天科技(西安)有限公司"	"CN201610795840.0"		"一种采用硅通孔及裸芯塑封的超薄指纹识别系统级封装件"
"渭南高新区木王科技有限公司"	"CN201510403910.9"		"一种新型探针和减少误判的方法"
"渭南高新区木王科技有限公司"	"CN201510404355.1"		"一种旋转测试针及破阻的方法"
"沈阳硅基科技有限公司"	"CN201510460906.6"		"一种多层SOI材料及其制备方法"
"沈阳硅基科技有限公司"	"CN201510460906.6"		"一种多层SOI材料及其制备方法"
"沈阳硅基科技有限公司"	"CN201510460906.6"	"20190315"	"一种多层SOI材料及其制备方法"
"沈阳硅基科技有限公司"	"CN201510460906.6"	"20190315"	"一种多层SOI材料及其制备方法"
"沈阳硅基科技有限公司"	"CN201510481429.1"		"一种硅片直接键合方法"
"沈阳硅基科技有限公司"	"CN201510481429.1"		"一种硅片直接键合方法"
"沈阳硅基科技有限公司"	"CN201510481429.1"	"20190129"	"一种硅片直接键合方法"
"沈阳硅基科技有限公司"	"CN201510481429.1"	"20190129"	"一种硅片直接键合方法"
"华天科技(西安)有限公司"	"CN201610796384.1"		"一种先刻槽再打孔的裸芯塑封超薄指纹识别系统级封装件"
"西安五湖智联半导体有限公司"	"CN201611166667.4"		"一种设备监测系统"
"西安五湖智联半导体有限公司"	"CN201611168861.6"		"一种二维扫描测距装置"
"西安五湖智联半导体有限公司"	"CN201611166666.X"		"一种手持油液巡检仪"
"华天科技(西安)有限公司"	"CN201710036996.5"		"一种新型光电传感器的封装件"
"西安中为光电科技有限公司"	"CN201710081998.6"		"一种隐形切割和背镀LED芯片的制作方法"
"西安中为光电科技有限公司"	"CN201710081998.6"	"20181019"	"一种隐形切割和背镀LED芯片的制作方法"
"陕西莱特光电材料股份有限公司"	"CN201611236657.3"		"一种新型双极性发光主体材料及其合成方法与应用"
"陕西莱特光电材料股份有限公司"	"CN201611236657.3"	"20191220"	"一种双极性发光主体材料及其合成方法与应用"
"西安五湖智联半导体有限公司"	"CN201710106572.1"		"一种精密轮廓扫描测量系统"
"沈阳硅基科技有限公司"	"CN201610016120.X"		"一种SOI硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201610016120.X"		"一种SOI硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201610025528.3"		"一种去除TM-SOI顶层硅缺陷的方法"
"沈阳硅基科技有限公司"	"CN201610025528.3"		"一种去除TM-SOI顶层硅缺陷的方法"
"沈阳硅基科技有限公司"	"CN201610035990.1"		"一种采用激光裂片技术制备SOI硅片的方法"
"沈阳硅基科技有限公司"	"CN201610035990.1"		"一种采用激光裂片技术制备SOI硅片的方法"
"沈阳硅基科技有限公司"	"CN201610036630.3"		"一种制备具有超厚埋层氧化层SOI硅片的方法"
"沈阳硅基科技有限公司"	"CN201610036630.3"		"一种制备具有超厚埋层氧化层SOI硅片的方法"
"沈阳硅基科技有限公司"	"CN201610037431.4"		"一种纳米级超薄膜TM-SOI硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201610037431.4"		"一种纳米级超薄膜TM-SOI硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201610079153.9"		"一种非接触无损伤的测量外延SOI外延层电阻率的方法"
"沈阳硅基科技有限公司"	"CN201610079153.9"		"一种非接触无损伤的测量外延SOI外延层电阻率的方法"
"西安五湖智联半导体有限公司"	"CN201710358647.5"		"一种基于PSD的轮廓扫描测量装置"
"北方智能装备有限公司"	"CN201710447885.3"		"一种基于Lora无线通信分布式能源采集器及其管理方法"
"北方智能装备有限公司"	"CN201710474891.8"		"全地形巡检机器人"
"西安中为光电科技有限公司"	"CN201710453903.9"		"高增益的紫外雪崩探测器"
"西安中为光电科技有限公司"	"CN201710453903.9"	"20190409"	"高增益的紫外雪崩探测器"
"西安智多晶微电子有限公司"	"CN201710452686.1"		"带有延迟反馈回路的CPLD"
"西安智多晶微电子有限公司"	"CN201710452686.1"	"20190614"	"带有延迟反馈回路的CPLD"
"西安智多晶微电子有限公司"	"CN201710452695.0"		"复杂可编程逻辑器件"
"北方智能装备有限公司"	"CN201710658722.X"		"一种支持698通讯协议的电能表"
"北方智能装备有限公司"	"CN201710658789.3"		"一种通信中检测和验证路由过程的系统及其方法"
"华天科技(西安)有限公司"	"CN201710707283.7"		"一种具有硅通孔的指纹识别芯片的封装结构及其封装方法"
"陕西航天西诺美灵电气有限公司"	"CN201710940357.1"		"一种空气过滤吸收器"
"西安中为光电科技有限公司"	"CN201710676698.2"		"复合电流扩展层及其制作方法"
"华天科技(西安)有限公司"	"CN201710708749.5"		"一种指纹识别芯片的封装结构及其封装方法"
"陕西莱特光电材料股份有限公司"	"CN201710812327.2"		"一种环己烷噁烷类液晶单体化合物及其制备方法"
"陕西莱特光电材料股份有限公司"	"CN201710812280.X"		"一种双亲水基双亲油基表面活性剂及其制备方法"
"陕西莱特光电材料股份有限公司"	"CN201710812280.X"	"20190611"	"一种双亲水基双亲油基表面活性剂及其制备方法"
"陕西莱特光电材料股份有限公司"	"CN201710812329.1"		"一种萘甲酸酯类衍生物及其制备方法"
"西安五湖智联半导体有限公司"	"CN201710974939.1"		"一种基于MEMS压力传感器的亚微米精度气动微距仪"
"北方智能装备有限公司"	"CN201710658806.3"		"一种IGBT单管的筛选方法"
"北方智能装备有限公司"	"CN201711033358.4"		"一种嵌入式储能的风力发电系统"
"北方智能装备有限公司"	"CN201711040793.X"		"一种基于NB‑IoT蜂窝物联网技术的大棚环境智能监测系统"
"陕西莱特光电材料股份有限公司"	"CN201710812336.1"		"一种三嗪类衍生物及其制备方法"
"陕西莱特光电材料股份有限公司"	"CN201710811427.3"		"一种吖啶衍生物及其制备方法"
"华天科技(西安)有限公司"	"CN201711209052.X"		"一种指纹识别芯片封装结构及封装方法"
"西安智多晶微电子有限公司"	"CN201711275968.5"		"一种用于FPGA芯片的电荷泵"
"西安智多晶微电子有限公司"	"CN201711275420.0"		"芯片内核温度检测电路"
"北方智能装备有限公司"	"CN201711034115.2"		"一种防后备电池电压滞后的智能电能表"
"北方智能装备有限公司"	"CN201711033373.9"		"一种具有过载保护功能的MBUS主站通信转换装置"
"沈阳硅基科技有限公司"	"CN201610782596.4"		"一种在基板上制造薄膜的方法"
"沈阳硅基科技有限公司"	"CN201610782596.4"		"一种在基板上制造薄膜的方法"
"沈阳硅基科技有限公司"	"CN201610785841.7"		"一种SOI硅衬底材料的制备方法和SOI材料"
"沈阳硅基科技有限公司"	"CN201610785841.7"		"一种SOI硅衬底材料的制备方法和SOI材料"
"沈阳硅基科技有限公司"	"CN201610786116.1"		"一种SOI硅衬底材料的制备方法"
"沈阳硅基科技有限公司"	"CN201610786116.1"		"一种SOI硅衬底材料的制备方法"
"沈阳硅基科技有限公司"	"CN201610792264.4"		"以氮化物薄膜为绝缘埋层的SOI材料及其制备方法"
"沈阳硅基科技有限公司"	"CN201610792264.4"		"以氮化物薄膜为绝缘埋层的SOI材料及其制备方法"
"西安智多晶微电子有限公司"	"CN201711279899.5"		"芯片量产测试系统"
"华天科技(西安)有限公司"	"CN201711224782.7"		"一次封装成型的增强散热的封装结构及制造方法"
"西安智多晶微电子有限公司"	"CN201711274987.6"		"时钟树单元、时钟网络结构及FPGA时钟结构"
"北方智能装备有限公司"	"CN201711040794.4"		"一种高功率密度电源模块的集中器"
"北方智能装备有限公司"	"CN201711034142.X"		"一种网络通信保障装置"
"北方智能装备有限公司"	"CN201711038035.4"		"一种级联H桥整流直流电容电压平衡控制方法"
"西安智多晶微电子有限公司"	"CN201711275021.4"		"RAM资源分配方法"
"北方智能装备有限公司"	"CN201711033366.9"		"一种分时复用高精度直流电能表"
"北方智能装备有限公司"	"CN201711038081.4"		"一种基于NB‑IoT汽车充电桩的网络系统"
"华天科技(西安)有限公司"	"CN201711365542.9"		"一种传感芯片的封装结构及其封装方法"
"华天科技(西安)有限公司"	"CN201711465651.8"		"一种三维芯片堆叠芯片尺寸封装结构及制造方法"
"沈阳硅基科技有限公司"	"CN201610986988.2"		"一种薄膜的制备方法"
"沈阳硅基科技有限公司"	"CN201610986988.2"		"一种薄膜的制备方法"
"西安智多晶微电子有限公司"	"CN201711470007.X"		"可编程的电流控制振荡器"
"西安智多晶微电子有限公司"	"CN201711278984.X"		"FPGA布线覆盖率测试方法"
"西安智多晶微电子有限公司"	"CN201711472366.9"		"读写SRAM的电路及SRAM数据访问方法"
"西安智多晶微电子有限公司"	"CN201711276058.9"		"JTAG调试器的调试方法、调试器及系统"
"北方智能装备有限公司"	"CN201711427128.6"		"一种电能表通信自动组帧方法"
"北方智能装备有限公司"	"CN201711427263.0"		"一种用电系统集中器LED指示灯检验装置"
"西安智多晶微电子有限公司"	"CN201711472327.9"		"一种基于FPGA的在线下载电路"
"西安智多晶微电子有限公司"	"CN201711469458.1"		"FPGA的SPI接口主动串行配置方法及装置"
"北方智能装备有限公司"	"CN201711416412.3"		"智能电能表抄读与打印仪"
"北方智能装备有限公司"	"CN201711427064.X"		"一种基于国密SM1的CPU卡应用方法"
"北方智能装备有限公司"	"CN201711427063.5"		"一种电能表日计时误差校准方法"
"北方智能装备有限公司"	"CN201711416127.1"		"一种无线收发器定位预警装置"
"北方智能装备有限公司"	"CN201711416343.6"		"一种自来水智能防漏水系统"
"西安智多晶微电子有限公司"	"CN201810212013.3"		"用于FPGA的多模式POR电路"
"西安中为光电科技有限公司"	"CN201810055541.2"		"一种具有发射和接收光信号功能的芯片及其制作方法"
"陕西莱特光电材料股份有限公司"	"CN201810395066.3"		"一种主体发光材料及其合成方法与应用"
"沈阳硅基科技有限公司"	"CN201710225967.3"		"硅与III-V族化合物硅键合材料及其键合方法"
"沈阳硅基科技有限公司"	"CN201710225967.3"		"硅与III-V族化合物硅键合材料及其键合方法"
"沈阳硅基科技有限公司"	"CN201710225955.0"		"SOI键合硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201710225955.0"		"SOI键合硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201710225958.4"		"超厚SOI硅片氧化层的制备方法"
"沈阳硅基科技有限公司"	"CN201710225958.4"		"超厚SOI硅片氧化层的制备方法"
"沈阳硅基科技有限公司"	"CN201710225968.8"		"基于高温注入技术的SOI硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201710225968.8"		"基于高温注入技术的SOI硅片的制备方法"
"陕西莱特光电材料股份有限公司"	"CN201810395051.7"		"一种新型主体发光材料及其合成方法与应用"
"华天科技(西安)有限公司"	"CN201811098951.1"		"一种双垫块光电传感器封装结构及其封装方法"
"陕西莱特光电材料股份有限公司"	"CN201811062363.2"		"一种有机电致发光材料及其制备方法与应用"
"华天科技(西安)有限公司"	"CN201811095945.0"		"一种带有垫块的光电传感器封装结构及其封装方法"
"华天科技(西安)有限公司"	"CN201811098921.0"		"一种光电传感器封装结构及其封装方法"
"陕西莱特光电材料股份有限公司"	"CN201811063081.4"		"一种新型有机电致发光层材料及其制备方法与应用"
"沈阳硅基科技有限公司"	"CN201710451495.3"		"用于激光裂片技术制备SOI硅片的机台"
"沈阳硅基科技有限公司"	"CN201710451495.3"		"用于激光裂片技术制备SOI硅片的机台"
"西安智多晶微电子有限公司"	"CN201811308552.3"		"基于FPGA的智能电机控制系统及控制方法"
"陕西莱特光电材料股份有限公司"	"CN201811061658.8"		"一种有机光电材料及其制备方法与应用"
"西安智多晶微电子有限公司"	"CN201811307936.3"		"一种频率测量方法及其测量系统"
"华天科技(西安)有限公司"	"CN201811321043.4"		"一种框架类产品增强散热的封装结构及制造方法"
"西安智多晶微电子有限公司"	"CN201811308516.7"		"芯片测试装置及芯片测试方法"
"沈阳硅基科技有限公司"	"CN201811135663.9"		"一种图形SOI硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201811135663.9"		"一种图形SOI硅片的制备方法"
"华天科技(西安)有限公司"	"CN201811386217.5"		"一种空腔结构的RF射频产品封装结构及封装方法"
"华天科技(西安)有限公司"	"CN201811459288.3"		"一种VCSEL传感器封装结构及其封装方法"
"西安智多晶微电子有限公司"	"CN201811307925.5"		"FPGA布线单元测试结构及方法"
"华天科技(西安)有限公司"	"CN201811564597.7"		"一种接近光传感器封装结构及封装方法"
"华天科技(西安)有限公司"	"CN201811564573.1"		"一种转注成型IC封装模具的新型流道结构"
"西安智多晶微电子有限公司"	"CN201811644417.6"		"一种基于FPGA/MCU的芯片测试方法"
"西安智多晶微电子有限公司"	"CN201811307938.2"		"块存储器拼接方法、拼接模块、存储装置及现场可编程门阵列"
"西安智多晶微电子有限公司"	"CN201811307931.0"		"一种集成双处理器的SOC芯片及嵌入式系统"
"西安智多晶微电子有限公司"	"CN201811638992.5"		"一种支持多比特流下载的FPGA及其系统"
"西安智多晶微电子有限公司"	"CN201811308535.X"		"块存储器拼接方法、拼接模块、存储装置及现场可编程门阵列"
"西安智多晶微电子有限公司"	"CN201811307894.3"		"一种测试RAM的方法"
"西安智多晶微电子有限公司"	"CN201811638972.8"		"一种应用于FPGA的双环路锁相环模拟核心电路及锁相环"
"西安智多晶微电子有限公司"	"CN201811308518.6"		"一种基于FPGA的存储控制器"
"陕西航天西诺美灵电气有限公司"	"CN201910014202.4"		"一种火箭发动机微力测量装置"
"陕西航天西诺美灵电气有限公司"	"CN201910014216.6"		"一种红外新型靶标装置及使用方法"
"陕西航天西诺美灵电气有限公司"	"CN201811507926.4"		"一种新型风机接线盒"
"西安智多晶微电子有限公司"	"CN201811639049.6"		"一种宽同或电路优化方法"
"西安智多晶微电子有限公司"	"CN201811644410.4"		"一种应用于FPGA芯片的锁相环装置及FPGA芯片"
"西安智多晶微电子有限公司"	"CN201811639013.8"		"一种宽异或电路优化方法"
"西安智多晶微电子有限公司"	"CN201811638934.2"		"一种FPGA片上实时调试系统及方法"
"西安智多晶微电子有限公司"	"CN201811638935.7"		"一种RAM测试方法及测试装置"
"西安智多晶微电子有限公司"	"CN201811644393.4"		"一种MUX树逻辑结构优化方法、模块及存储介质"
"西安智多晶微电子有限公司"	"CN201811644394.9"		"一种基于FPGA/MCU的CPLD芯片的测试板"
"西安智多晶微电子有限公司"	"CN201811644391.5"		"一种基于FPGA自动更新布局布线的方法及系统"
"陕西航天西诺美灵电气有限公司"	"CN201910246721.3"		"智能监控装置及方法"
"沈阳硅基科技有限公司"	"CN201810075852.5"		"一种贯穿空腔结构硅片的加工方法"
"沈阳硅基科技有限公司"	"CN201810075852.5"		"一种贯穿空腔结构硅片的加工方法"
"沈阳硅基科技有限公司"	"CN201810075830.9"		"一种均匀性厚膜SOI硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201810075830.9"		"一种均匀性厚膜SOI硅片的制备方法"
"沈阳硅基科技有限公司"	"CN201810075920.8"		"一种多层单晶硅薄膜的制备方法"
"沈阳硅基科技有限公司"	"CN201810075920.8"		"一种多层单晶硅薄膜的制备方法"
"沈阳硅基科技有限公司"	"CN201810075765.X"		"一种双面注入得到SOI的方法"
"沈阳硅基科技有限公司"	"CN201810075765.X"		"一种双面注入得到SOI的方法"
"沈阳硅基科技有限公司"	"CN201810075853.X"		"一种半导体产品用绝缘层结构及其制备方法"
"沈阳硅基科技有限公司"	"CN201810075853.X"		"一种半导体产品用绝缘层结构及其制备方法"
"陕西莱特光电材料股份有限公司"	"CN201910401738.1"		"一种有机电致发光材料及包含该材料的有机电致发光器件"
"陕西莱特光电材料股份有限公司"	"CN201910515733.1"		"有机电致发光材料及包含该材料的有机电致发光器件"
"陕西航天西诺美灵电气有限公司"	"CN201910380231.2"		"一种二氧化碳吸收装置及方法"
"陕西航天西诺美灵电气有限公司"	"CN201910380028.5"		"一种应急式二氧化碳去除装置及方法"
"陕西莱特光电材料股份有限公司"	"CN201910557756.9"		"一种防晒剂中间体对苯二亚甲基二樟脑磺酸的合成方法"
"陕西莱特光电材料股份有限公司"	"CN201910395247.0"		"一种空穴传输材料及其合成方法和包含该材料的器件"
"陕西莱特光电材料股份有限公司"	"CN201910523543.4"		"一种包含多环烷烃的芳香族衍生物及包含该衍生物的有机电致发光器件"
"陕西莱特光电材料股份有限公司"	"CN201910532443.8"		"一种有机电致发光材料及包含该材料的有机电致发光器件"
"陕西半导体先导技术中心有限公司"	"CN201910458095.4"		"一种具有L型掩蔽层结构的碳化硅MOSFET器件"
"陕西莱特光电材料股份有限公司"	"CN201910544139.5"		"一种杂环有机光电材料及其制备方法与应用"
"陕西莱特光电材料股份有限公司"	"CN201910551411.2"		"一种含金刚烷基的三苯胺类衍生物的制备方法"
"陕西半导体先导技术中心有限公司"	"CN201910458107.3"		"一种碳化硅倒T形掩蔽层结构的MOSFET器件及其制备方法"
"陕西莱特光电材料股份有限公司"	"CN201910637168.6"		"一种杂环化合物及其合成方法和包含该化合物的有机电致发光元件"
"陕西莱特光电材料股份有限公司"	"CN201910550532.5"		"一种有机电致发光器件"
"陕西莱特光电材料股份有限公司"	"CN201910584152.3"		"一种有机电致发光材料及其合成方法和应用"
"北方智能装备有限公司"	"CN201910643533.4"		"一种基于NB-IOT技术的无线远传智能水表"
"沈阳硅基科技有限公司"	"CN201810371196.3"		"一种采用快速热处理工艺制备SOI硅片的方法"
"沈阳硅基科技有限公司"	"CN201810371196.3"		"一种采用快速热处理工艺制备SOI硅片的方法"
"陕西莱特光电材料股份有限公司"	"CN201910636296.9"		"含三环庚烷的有机化合物及其制备方法和包含该化合物的有机电致发光器件"
"陕西莱特光电材料股份有限公司"	"CN201910765403.8"		"含氮化合物、有机电致发光器件和光电转化器件"
"华天科技(西安)有限公司"	"CN201910812190.X"		"一种设置有凹槽的存储类封装结构和封装方法"
"陕西莱特光电材料股份有限公司"	"CN201910785145.X"		"含氮化合物、光电转化器件及电子装置"
"陕西莱特光电材料股份有限公司"	"CN201910755710.8"		"有机电致发光器件和电子装置"
"陕西莱特光电材料股份有限公司"	"CN201910785100.2"		"有机电致发光器件和电子装置"
"沈阳硅基科技有限公司"	"CN201810521000.4"		"一种通过贴膜改变SOI边缘STIR的方法"
"沈阳硅基科技有限公司"	"CN201810521000.4"		"一种通过贴膜改变SOI边缘STIR的方法"
"陕西莱特光电材料股份有限公司"	"CN201910797929.4"		"含氮化合物、有机电致发光器件以及光电转化器件"
"陕西莱特光电材料股份有限公司"	"CN201910785099.3"		"有机电致发光器件、电子装置"
"陕西莱特光电材料股份有限公司"	"CN201910912616.9"		"化合物、光电转化器件及电子装置"
"华天科技(西安)有限公司"	"CN201910927667.9"		"一种带有散热片的存储类产品封装结构及制造方法"
"华天科技(西安)有限公司"	"CN201910926954.8"		"一种SSD堆叠封装结构及其制备方法"
"华天科技(西安)有限公司"	"CN201910901464.2"		"一种倒装加打线混合型封装结构及其封装方法"
