"ID"	"Chinese_title"	"Chinese_periodical_name"	"years"	"Chinese_keyword"
"QKC20192020010600011004"	"基于财务角度分析医疗器械企业风险规避措施"	"财经界(学术版)"	"2019"	"医疗器械企业%财务风险%防控"
"QKC20192020010600038346"	"云计算模式下大数据处理技术研究"	"通讯世界"	"2019"	"云计算技术%大数据%处理技术"
"QKC20192020010600043941"	"大数据智能运维运营系统在运营商的设计与应用"	"无线互联科技"	"2019"	"大数据%智能运维%Kafka%Spark%ElasticSearch"
"QKC20192020011400022409"	"大数据及其在城市智能交通系统中的应用"	"门窗"	"2019"	"大数据技术%城市智能交通系统%应用"
"QKC20192020011400022568"	"物联网环境下的乳制品供应链质量安全风险管理研究"	"食品安全导刊"	"2019"	
"QKC20192020011400028310"	"新个税改革下企业个税筹划研究"	"纳税"	"2019"	"新个税%改革%企业"
"QKC20192020011400030252"	"利用CRISPR-Cas9技术构建PRVGD株gI和gE缺失毒株及其生物学特性研究"	"现代畜牧兽医"	"2019"	"猪伪狂犬病病毒%CRISPR-Cas9%基因缺失%生物学特性"
"QKC20192020011400033327"	"窄带物联网(LORA)在电动车监控的应用分析"	"中国新通信"	"2019"	"窄带物联网%电动车监控%应用策略"
"QKC20192020011400035179"	"生物医用体外诊断试剂国内发展现状"	"新材料产业"	"2019"	
"QKC20192020011400035918"	"口腔数字化诊疗技术及材料的发展现状与趋势"	"新材料产业"	"2019"	
"QKC20192020011400039930"	"关于5G无线网络中D2D通信的路由算法"	"中国新通信"	"2019"	"5G%无线网络%D2D%通信%路由%算法"
"QKC20192020011400054025"	"浅析大数据视角下人力资源管理创新研究"	"营销界"	"2019"	"大数据时代%企业人力资源%管理%创新"
"QKC20192020021300019135"	"国家严格的环保政策对中国纸业的影响"	"造纸装备及材料"	"2019"	"环保政策%造纸行业"
"QKC20192020021300021599"	"大数据计算技术在电子政务领域的应用"	"电子技术与软件工程"	"2019"	"大数据%电子政务%大数据计算"
"QKC20192020021300026643"	"物联网技术用于智能家居中的应用和开发探讨"	"电子质量"	"2019"	"智能家居%物联网技术%应用%开发"
"QKC20192020021300029211"	"技术助力媒体国际传播能力建设-国际传播是媒体融合发展的方向之一"	"中国传媒科技"	"2019"	"媒体融合%国际传播%技术%智能"
"QKC20192020021300031037"	"安防大数据在智慧城市建设中的深度应用与地位"	"中国安全防范技术与应用"	"2019"	"智慧城市%安防%大数据%信息融合"
"QKC20192020021300046624"	"基于物联网的分布式污水厂智能化集中监控的探索"	"中国给水排水"	"2019"	"物联网%智能化%污水厂集中管控"
"QKC20192020021300058970"	"一种8mm交通雷达前端设计"	"信息通信"	"2019"	"雷达前端%分支线耦合器%信噪比"
"QKC20192020021300095979"	"数字经济时代的乡村振兴战略与实践"	"软件和集成电路"	"2019"	
"QKC20192020021300097571"	"民用燃气表技术及管理的发展"	"煤气与热力"	"2019"	"民用燃气表%物联网%燃气表管理%燃气表发展"
"QKC20192020021300100790"	"大数据时代下管理会计与企业核心竞争力的探究"	"纳税"	"2019"	"大数据时代%管理会计%核心竞争力"
"QKC20192020021300104386"	"新时期关于化工生产企业财务管理优化路径"	"市场观察"	"2019"	"化工生产企业%财务管理%优化路径"
"QKC20192020021300118325"	"基于大数据平台的企业人力资源管理变革探讨"	"企业改革与管理"	"2019"	"大数据%企业人力资源管理%管理变革"
"QKC20192020021300126884"	"ERP信息化系统在制造企业财务管理中的应用"	"全国流通经济"	"2019"	"ERP信息化系统%制造企业%财务管理%监督力度"
"QKC20192020021300151514"	"一种基于生物识别技术应用的便旅乘机方案"	"现代信息科技"	"2019"	"人工智能%生物识别%指静脉%人脸识别"
"QKC20192020021300154490"	"规划环评中的""三线一单""应用探索"	"污染防治技术"	"2019"	"规划环评%三线一单%应用"
"QKC20192020021300159116"	"新时代消防企业自主创新与发展-以青岛鼎信通讯股份有限公司为例"	"消防界(电子版)"	"2019"	"消防%自主创新%鼎信物联网"
"QKC20192020021300178527"	"大数据时代质量转型与价值创造"	"上海质量"	"2019"	
"QKC20192020021300182142"	"财务共享视域下管理会计信息化有效策略研究"	"现代经济信息"	"2019"	"财务共享%管理会计信息化%云计算%大数据技术"
"QKC20192020021300218558"	"夏季房间空调器用户温度设定行为分析"	"制冷与空调"	"2019"	"空调器%住宅%制冷季节%温度设定%大数据"
"QKC20192020021300229431"	"精准运营服务平台建设思路浅析"	"有线电视技术"	"2019"	"精准营销%大数据%广电运营商"
"QKC20192020031600006402"	"无线电通信技术的发展现状及创新研究"	"中国多媒体与网络教学学报(中旬刊)"	"2019"	"无线电通信%现状%创新"
"QKC20192020031610028435"	"关于超低功耗集成电路技术的分析"	"门窗"	"2019"	"超低功耗%社会建设%集成电路%设计解析"
"QKC20192020031610038467"	"人工智能在电气自动化控制中的应用与体现"	"数字通信世界"	"2019"	"人工智能%电气自动化控制%应用"
"QKC20192020031900017962"	"企业会计风险防范的思考"	"海峡科技与产业"	"2019"	"企业会计%企业风险%防范措施%大数据"
"QKC20192020031900054093"	"大华股份与中建电子签署战略合作协议"	"现代建筑电气"	"2019"	
"QKC20192020040100009404"	"华润三九""中药智造""探索与实践"	"创新世界周刊"	"2019"	"自动%价值链%提质增效"
"QKC20192020040100032589"	"对建筑工程绿色环保施工技术应用的探讨"	"门窗"	"2019"	"建筑工程%绿色环保%施工技术"
"QKC20192020040100035658"	"基于物联网技术的桥梁监测系统的相关探讨"	"门窗"	"2019"	"物联网技术%桥梁监测%系统%监测%安全"
"QKC20192020040100041741"	"基于物联网技术的交通大数据系统研究"	"门窗"	"2019"	"物联网技术%交通大数据系统%研究"
"QKC20192020040900061429"	"5G-NR基站软节能技术"	"中兴通讯技术"	"2019"	"符号关断%时隙关断%通道关断%功放调压%载波关断"
"QKC20192020050800043722"	"金属矿区污染修复技术选择简析"	"内蒙古煤炭经济"	"2019"	"重金属%土壤污染%土壤修复%技术"
"QKC20192020052700006244"	"基于流量大数据的智能交通信号控制系统分析"	"城市建设理论研究(电子版)"	"2019"	"大数据%城市运行%智能交通信号控制系统"
"QKC20192020061700012099"	"浅谈电梯制造业企业财务信息化建设"	"经济管理文摘"	"2019"	"企业%制造业%财务信息化建设"
"QKC20192020061700050439"	"人工智能技术在自动装车装备中的应用"	"电气应用"	"2019"	"自动装车装备%人工智能%机器视觉%工业机器人"
"QKC20192020070300019306"	"制药公司财务内部控制研究"	"经济管理文摘"	"2019"	"制药公司%财务内部控制%问题%策略"
"QKC20192020092800141067"	"物联网前沿技术在智能交通中的应用研究"	"产业科技创新"	"2019"	"物联网前沿技术%智能交通%智能交通模型"
"QKC20202020021300086097"	"高效率低成本嵌入式闪存存储器的测试方案"	"集成电路应用"	"2020"	"集成电路测试%嵌入式闪存%JTAG接口"
"QKC20202020021300090760"	"基于Python的示波器图像数据识别"	"集成电路应用"	"2020"	"光学字符识别%示波器%Python"
"QKC20202020021300184929"	"张晓鸥:应用区块链技术"	"新理财"	"2020"	
"QKC20202020021300218776"	"基于智能云平台的直流电源设备监测系统在重庆钢铁的应用"	"冶金动力"	"2020"	"物联网%大数据%云平台%监测系统"
"QKC20202020021300234112"	"论现代医院管理制度下医院绩效管理分析"	"中国中小企业"	"2020"	
"QKC20202020031600007460"	"浅析智能交通中的无线通信技术"	"电子世界"	"2020"	
"QKC20202020031610003191"	"房地产新常态下供应链稳定性优化研究"	"法制与社会"	"2020"	"供应链管理%房地产%稳定性"
"QKC20202020031700001588"	"石墨烯改性锦纶-棉纤维机织面料的开发与应用"	"纺织导报"	"2020"	"石墨烯改性锦纶%抗菌%远红外%功能性面料"
"QKC20202020031700022312"	"顶天立地 A.I.前行"	"企业管理"	"2020"	
"QKC20202020031800001045"	"通用物联网应用软件实践平台构建研究"	"电子世界"	"2020"	
"QKC20202020031800004260"	"大数据时代新闻媒体的智能发展之路"	"中国传媒科技"	"2020"	"大数据%人工智能%媒体行业%应用"
"QKC20202020031900037670"	"智能燃气表内置切断阀密封性检测技术"	"煤气与热力"	"2020"	"智能燃气表%内置切断阀%密封性%检测%压力差"
"QKC20202020031900051587"	"智慧路灯单灯控制平台的设计浅析"	"数字通信世界"	"2020"	"节能环保%智慧路灯%单灯控制%管理平台"
"QKC20202020031900054907"	"分析SOC芯片与HK32F103如何在5G物联网中运用"	"数字通信世界"	"2020"	"SOC芯片%HK32F103%5G物联网%运用"
"QKC20202020031900055771"	"人工智能在电信网络的发展趋势与应用挑战"	"数字通信世界"	"2020"	"人工智能%电信网络%发展趋势%应用挑战"
"QKC20202020031900069328"	"电梯物联网协议与传感器互补系统设计"	"中国电梯"	"2020"	"电梯%物联网%协议%传感器%云平台"
"QKC20202020031900071613"	"电梯物联网安防交互系统研究与设计"	"中国电梯"	"2020"	"电梯%人脸识别%振动采集%语音识别%公共安全"
"QKC20202020032500001737"	"中小板上市公司股权激励探究"	"财会学习"	"2020"	"中小板上市公司%股权激励%公司治理"
"QKC20202020032500002027"	"企业业财融合体系构建研究"	"财会学习"	"2020"	"业财融合%信息系统%战略转型"
"QKC20202020032500010049"	"城市级智慧消防云平台架构的设计"	"电子技术与软件工程"	"2020"	"智慧消防%云平台%公共安全"
"QKC20202020032500012011"	"谈人工智能时代财务会计向管理会计的转型"	"大众投资指南"	"2020"	"人工智能%财务会计%管理会计"
"QKC20202020032500012887"	"打造文化与科技融合发展支撑体系"	"北京观察"	"2020"	
"QKC20202020032500022918"	"碳纤维增强树脂基复合材料的应用及展望"	"合成纤维工业"	"2020"	"碳纤维%复合材料%工艺%性能%应用%展望"
"QKC20202020032500033044"	"浅谈新常态下企业财务管理问题及解决新措施"	"中国市场"	"2020"	"新常态%财务管理%企业%新措施"
"QKC20202020032500063552"	"浅谈信息化发展对会计行业的影响"	"中外企业家"	"2020"	"信息化发展%会计行业%人工智能%转型"
"QKC20202020040100018665"	"双(多)工位双(多)植入式测试机械手"	"中国集成电路"	"2020"	
"QKC20202020040100027760"	"化合物半导体特性及封装工艺控制"	"中国集成电路"	"2020"	"化合物半导体%砷化镓%氮化镓%碳化硅%封装工艺"
"QKC20202020040100030209"	"城市地下密闭空间可燃气体泄漏监测系统"	"煤气与热力"	"2020"	"地下密闭空间%可燃气体泄漏监测%窄带物联网"
"QKC20202020040100030799"	"物联网智能燃气表传感网络通信抗干扰技术"	"煤气与热力"	"2020"	"传感网络%物联网智能燃气表%通信%抗干扰%跳频"
"QKC20202020040100033652"	"燃气表机械计数器耐久性快速测试技术"	"煤气与热力"	"2020"	"燃气表%机械计数器%耐久性%传动比%仿真动力系统%测试"
"QKC20202020040100053036"	"数字人文范式框架与绘画文物AI智能研究"	"计算机产品与流通"	"2020"	"数字人文范式%绘画图像分析%AI风格创作%笔触控制"
"QKC20202020040100066493"	"5G、物联网时代 智慧社区发展浅析"	"中国安防"	"2020"	
"QKC20202020040100072431"	"5G+AIoT趋势下 智慧社区的发展机遇与趋势"	"中国安防"	"2020"	
"QKC20202020040100073549"	"大数据时代人工智能在计算机网络技术中的应用"	"科技资讯"	"2020"	"大数据时代%人工智能%计算机网络技术%应用"
"QKC20202020040900058913"	"5G技术在安防行业的应用浅析"	"中国安防"	"2020"	
"QKC20202020040900064884"	"5G专网技术解决方案和建设策略"	"移动通信"	"2020"	"5G%专网%2B%垂直应用%网络切片"
"QKC20202020041500019488"	"电线电缆制造工艺与影响因素分析"	"集成电路应用"	"2020"	"电线电缆%制造工艺%拉制%绞制%包覆"
"QKC20202020041500033178"	"一种基于云集中控制的电力瘦SCADA系统实现方法"	"华电技术"	"2020"	"无线局域网%分层分布式%数据采集与监视控制系统%接入控制器%胖无线接入点%瘦无线接入点%云系统%集中控制"
"QKC20202020041500037483"	"基于NB-IoT的智慧消防平台设计"	"信息与电脑(理论版)"	"2020"	"NB-IoT%物联网%智慧消防"
"QKC20202020042300002628"	"石墨烯在电缆材料中应用研究进展"	"飞机设计"	"2020"	"石墨烯%电线电缆%复合材料"
"QKC20202020042300032546"	"关于企业业财融合的思考"	"时代经贸"	"2020"	"业财融合%企业%措施"
"QKC20202020042300047760"	"5G移动通信支撑下的物联网技术"	"中国新通信"	"2020"	"5G通信技术%物联网技术%应用"
"QKC20202020042800011559"	"以财务创新助力业财融合 增强企业价值创造"	"财会学习"	"2020"	"财务创新%业财融合%价值创造"
"QKC20202020042800019384"	"自然散热电子产品的外壳散热结构设计"	"科技经济导刊"	"2020"	"自然散热%电子产品%外壳散热结构"
"QKC20202020042800037391"	"智慧工地系统在建筑施工过程中的应用探究"	"四川水泥"	"2020"	"智慧工地系统%建筑施工%应用探究"
"QKC20202020042800040907"	"基于NB-IoT架构的分布式配电自动化系统"	"农村电气化"	"2020"	"智能分布式%配电自动化%物联网%NB-IoT%边缘计算"
"QKC20202020042800045232"	"企业内部会计制度建设"	"中国乡镇企业会计"	"2020"	"集团企业%内部会计制度%管理探讨"
"QKC20202020050800003010"	"AIoT为RISC-V MCU带来了换道超车的机会"	"电子产品世界"	"2020"	
"QKC20202020050800049031"	"物联网智能燃气表燃气异常状态感知与控制"	"煤气与热力"	"2020"	"物联网智能燃气表%燃气异常感知和控制%燃气泄漏"
"QKC20202020050800055792"	"基于智能手机的停车导航系统设计"	"物联网技术"	"2020"	"智能停车导航%智能交通%路径规划%反向寻车%车辆停泊%车位资源"
"QKC20202020050800069830"	"计算机硬件及通信网络技术在物联网中的应用"	"计算机产品与流通"	"2020"	"计算机硬件%通信网络技术%物联网"
"QKC20202020050800075567"	"浅析SDN在广电网络 IP化中的应用"	"中国有线电视"	"2020"	"信息技术%IP%SDN%控制权分离%控制器%传输%安全"
"QKC20202020050800075786"	"云计算的智慧广电发展战略和应用分析"	"中国有线电视"	"2020"	"云计算%智慧广电%发展与应用"
"QKC20202020050800086079"	"电梯物联网在新冠肺炎疫情等突发情况下的效能思考"	"中国电梯"	"2020"	
"QKC20202020051200012658"	"基于智能互联的汽车部件研发中心建设"	"集成电路应用"	"2020"	"智能互联%中心研究院%应用工程"
"QKC20202020051200015745"	"基于多核的卷积神经网络加速方法与系统实现"	"集成电路应用"	"2020"	"卷积神经网络%数据带宽%机器学习%深度学习"
"QKC20202020051200017267"	"AI+IT:科大讯飞智能财务的探索与思考"	"中国管理会计"	"2020"	"智能财务%管理会计%AI+IT%报账机器人%会计机器人%财务机器人"
"QKC20202020051200029911"	"人工智能技术在网络安全领域的应用研究"	"通讯世界"	"2020"	"人工智能技术%网络安全领域"
"QKC20202020051200040235"	"5G核心网演进需求及关键技术"	"中兴通讯技术"	"2020"	"网络切片%多接入边缘计算(MEC)%云原生%NPN%5G LAN%TSN%NWDAF"
"QKC20202020052000004856"	"AI赋能,构建""智慧警务""新格局"	"中国公共安全"	"2020"	
"QKC20202020052000009736"	"临时键合技术在晶圆级封装工艺运用的研究"	"电子世界"	"2020"	
"QKC20202020052000017041"	"合智能,未来AI多摄摄像机形态-评测海康威视""合智能""摄像机"	"中国公共安全"	"2020"	
"QKC20202020052000068968"	"人工智能在互联网金融领域中的创新应用"	"现代商业"	"2020"	"人工智能%互联网金融%创新应用"
"QKC20202020052000082874"	"物联网环境背景下的5G通信技术应用研究"	"科技资讯"	"2020"	"物联网环境%5G通信技术%应用"
"QKC20202020052700012765"	"如何保障内部审计对医药制造企业财务风险的预防管控作用"	"财经界"	"2020"	"内部审计%财务风险%管控"
"QKC20202020052700036518"	"新常态下民营医院全面预算管理体系建设研究"	"中国市场"	"2020"	"新常态%民营医院%全面预算管理"
"QKC20202020052700043675"	"互联网时代大型煤炭企业员工培训模式探索-以新集大学为例"	"煤炭经济研究"	"2020"	"新集大学%精益敏捷思想%煤炭企业大学%互联网+%职工培训"
"QKC20202020052700044422"	"轨道交通中人工智能技术应用研究"	"中国设备工程"	"2020"	"人工智能%轨道交通%大数据%云计算%神经网络"
"QKC20202020060300010433"	"AI赋能媒体的场景创新"	"中国传媒科技"	"2020"	"四全媒体%媒体融合%县级融媒体%智能化%业务场景"
"QKC20202020061200005184"	"红外热成像技术与人工智能技术创新融合的探析"	"中国安防"	"2020"	
"QKC20202020061200028368"	"基于广电网络建设智慧城市服务平台的模式探索"	"卫星电视与宽带多媒体"	"2020"	
"QKC20202020061200038550"	"无菌医疗器械生产用水制备与检测监管研究"	"科技创新与应用"	"2020"	"无菌医疗器械%生产用水%制备与检测%监管措施"
"QKC20202020061200051743"	"AIoT技术在城市安防系统中的应用浅析"	"中国安防"	"2020"	
"QKC20202020061200068832"	"企业兼并收购中的问题和对策研究"	"商业观察"	"2020"	"企业%兼收并购%对策"
"QKC20202020061700000754"	"PROM产品确保写入正确内容"	"中国集成电路"	"2020"	"PROM%测试程序%随工单%程序条码%MES系统%程序服务器%OCR"
"QKC20202020061700011821"	"基于5G移动通信技术下的物联网时代"	"科技创新导报"	"2020"	"5G移动通信%技术%物联网%时代"
"QKC20202020061700012695"	"工业厂房地基基础施工研究"	"工程技术研究"	"2020"	"工业厂房%地基%基础施工"
"QKC20202020061700015746"	"原料药产地变更对药品质量的影响分析"	"临床医药文献电子杂志"	"2020"	"药品质量%原料药产地%影响分析"
"QKC20202020061700026181"	"水力发电机的检修与维护分析"	"集成电路应用"	"2020"	"水力发电%发电机%检修%维护"
"QKC20202020061700029351"	"医疗物联网在病区临床护理中的应用"	"电子世界"	"2020"	
"QKC20202020061700040127"	"基于深度强化学习与图像智能识别的输电线路在线监测系统"	"工业技术创新"	"2020"	"输电线路%在线监测系统%深度强化学习%图像智能识别%泛在电力物联网"
"QKC20202020061700049385"	"一种显示控制器和二维图形处理器通过同一个内存控制器访问内存的架构设计方法"	"中国集成电路"	"2020"	"内存控制器%显示控制器%二维图形处理器%节省带宽功耗"
"QKC20202020061700060835"	"多路计量芯片BL0950在智能电源分配单元PDU的应用"	"集成电路应用"	"2020"	"集成电路设计%智能电源分配单元%电能计量%免校准%多路计量"
"QKC20202020062400007064"	"基于泛在电力物联网LoRa通信技术的研究"	"物联网技术"	"2020"	"泛在电力物联网%LoRa采集器%LoRa网关器%星型网络%通信%调制"
"QKC20202020062400015869"	"5G时代,诺力股份乘胜追击"	"中国储运"	"2020"	
"QKC20202020062400024795"	"电子产品包装的生态设计研究"	"上海包装"	"2020"	"电子产品包装%生态设计%生命周期%包装减量化"
"QKC20202020062400059568"	"基于强化学习的交通信号控制及深度学习应用"	"人工智能"	"2020"	
"QKC20202020062400061464"	"基于物联网的智能新风控制系统设计"	"电子制作"	"2020"	"物联网%PIC18F单片机%传感器%无线通讯"
"QKC20202020062400080824"	"城市智能化技术的应用"	"信息记录材料"	"2020"	"智慧城市%智能化%技术%发展"
"QKC20202020070300018000"	"石墨烯制备与性能研究"	"河南化工"	"2020"	"石墨烯%煅烧%洗涤%高温退火"
"QKC20202020070300023401"	"浅谈物联网安全关键技术与挑战"	"科技创新导报"	"2020"	"物联网%安全技术%挑战"
"QKC20202020070300034369"	"初创期医疗器械企业的成本费用困境及对策浅析"	"中国乡镇企业会计"	"2020"	"医疗器械企业%初创期%成本费用困境及对策"
"QKC20202020070300037297"	"一种同步适稳颈椎融合系统设计与分析"	"科学技术创新"	"2020"	"颈椎融合%融合器%颈椎钛板%创新设计%自由度分析%有限元分析"
"QKC20202020070900010625"	"物联网智能燃气表实施阶梯气价计费的途径"	"煤气与热力"	"2020"	"物联网智能燃气表%阶梯气价%计费"
"QKC20202020070900011591"	"从新冠疫情防控看大数据技术的应用价值"	"厦门科技"	"2020"	
"QKC20202020070900029626"	"基于加权平均相对误差的膜式燃气表校准方法"	"煤气与热力"	"2020"	"膜式燃气表%量程比%相对误差曲线%校准%加权平均相对误差"
"QKC20202020070900042606"	"基于人工智能的精准诊疗体系建设设想"	"数字通信世界"	"2020"	"人工智能%精准%诊疗体系%建设%设想"
"QKC20202020070900049090"	"基于广电网络信息安全体系的研究"	"数字通信世界"	"2020"	"信息安全%态势感知%大数据%人工智能"
"QKC20202020070900052694"	"PIE 6.0遥感产品体系及应用服务"	"卫星应用"	"2020"	"PIE 6.0%遥感%云平台%人工智能%大数据"
"QKC20202020070900055720"	"AI-ML在无线通信系统中物理层的应用"	"移动通信"	"2020"	"人工智能%机器学习%物理层%干扰检测%端到端联合优化"
"QKC20202020070900059568"	"一种电动护理床上层床架结构的焊接工装设计"	"中国科技信息"	"2020"	
"QKC20202020071600011415"	"让新信息技术应用与管理思维创新成为新时代水电站大坝安全管理的双翼-从新冠疫情突发公共卫生事件引发的检视与思考"	"水利水电技术"	"2020"	"新冠疫情%新信息技术%应急管理"
"QKC20202020071600041673"	"专家系统赋能智慧决策"	"中国建设信息化"	"2020"	
"QKC20202020071600049741"	"人工智能在网络安全评估上的应用"	"信息技术与标准化"	"2020"	"监督学习%机器学习%病毒攻击%人工智能%网络安全评估"
"QKC20202020072700004694"	"助力产业实现智能制造转型"	"电气时代"	"2020"	
"QKC20202020072700040621"	"智能会计应用研究"	"财经界"	"2020"	"人工智能%智能会计%应用"
"QKC20202020072700045614"	"""新基建""投资背景下安防企业如何把握发展机遇?"	"中国安防"	"2020"	
"QKC20202020072700073084"	"新基建赋能智慧安防助力深度挖掘视频产业数据智能"	"中国安防"	"2020"	
"QKC20202020072700075233"	"当智能安防遇上智慧物流"	"中国安防"	"2020"	
"QKC20202020072700107514"	"如何降低卷筒纸凹印机在线喷码停机频次"	"印刷杂志"	"2020"	"凹版印刷%连线喷码%停机%装置%工作原理"
"QKC20202020072700108710"	"云计算时代下人工智能的应用及发展"	"电子技术与软件工程"	"2020"	"云计算时代%人工智能%智能识别"
"QKC20202020072700114739"	"人工智能时代财务会计向管理会计转型的思考分析"	"财经界"	"2020"	"人工智能%财务会计%管理会计%转型"
"QKC20202020072700124268"	"智能控制在工业过程自动化控制中的应用"	"冶金管理"	"2020"	"工业过程控制%自动化智能控制%人工智能"
"QKC20202020072700127783"	"物联网硬件安全研究"	"微纳电子与智能制造"	"2020"	"集成电路%硬件安全%随机数发生器%物理非克隆函数"
"QKC20202020080300010346"	"绿色数据中心发展趋势浅析"	"电信快报"	"2020"	"PUE(电源使用效率)%数据中心%小母线%AI(人工智能)%智能DCIM(数据中心基础设施管理)"
"QKC20202020080300011119"	"人工智能背景下证券公司的财务管理转型分析"	"经济管理文摘"	"2020"	"人工智能%证券公司%财务管理"
"QKC20202020081000017480"	"基于国企改革的激励机制案例分析"	"电子技术"	"2020"	"集成电路产业%国有控股%股权激励%案例分析"
"QKC20202020081000035884"	"全面预算管理在医院的应用"	"财会学习"	"2020"	"医院%全面预算管理%管理层%全员参与"
"QKC20202020081000053564"	"区块链技术在航空公司积分体系的应用探索"	"中小企业管理与科技(中旬版)"	"2020"	"区块链%航空公司%积分兑换"
"QKC20202020081700016114"	"AI视频大数据助力智慧交通安全出行"	"中国安防"	"2020"	
"QKC20202020081700017707"	"技术变革引领航空4.0时代"	"科技创新导报"	"2020"	"智能航空%区块链%数字孪生%增强现实"
"QKC20202020081700029642"	"重组人抗TNFα单抗制品中CHO宿主细胞蛋白质残留夹心ELISA检测方法的建立及验证"	"中国生物制品学杂志"	"2020"	"重组人抗TNFα单抗%CHO细胞%宿主细胞蛋白质%酶联免疫吸附测定"
"QKC20202020081700034429"	"猪繁殖与呼吸综合征病毒非结构蛋白9研究进展"	"现代畜牧兽医"	"2020"	"猪繁殖与呼吸综合征病毒%非结构蛋白9%病毒复制%研究进展"
"QKC20202020081700040149"	"基于供应链的医疗器械企业财务风险传导控制体系研究"	"财会研究"	"2020"	"供应链%医疗器械企业%财务风险传导控制"
"QKC20202020081700040299"	"一种类CPU的深度学习协处理器架构"	"中国集成电路"	"2020"	"深度学习%处理器%存算紧耦"
"QKC20202020081700048627"	"基于物联网的智能实验室管理系统研究"	"现代工业经济和信息化"	"2020"	"物联网%实验室管理系统%实验室"
"QKC20202020081700049261"	"新型翅片蒸发器换热性能对比分析研究"	"日用电器"	"2020"	"翅片蒸发器%石墨烯%换热量"
"QKC20202020081700049320"	"视频大数据与物联网融合发展的探索"	"中国安防"	"2020"	
"QKC20202020082400004418"	"基于5G特点下的智慧农业探讨"	"中国新通信"	"2020"	"5G%智慧农业%挑战阻碍%应用"
"QKC20202020082400019070"	"航天长峰医疗"	"医疗装备"	"2020"	
"QKC20202020082400030392"	"人工智能在证券行业计算机网络安全环境下的应用"	"微型电脑应用"	"2020"	"大数据%计算机网络%人工智能%神经网络系统"
"QKC20202020082400059392"	"关于WiFi智能家居设备通讯逻辑的分析"	"电子测试"	"2020"	"WiFi模块%通讯%APP"
"QKC20202020082400061419"	"对商业银行智能审批资信证明业务的探索与实践"	"工程经济"	"2020"	"商业银行%人工智能%大数据分析%资信证明"
"QKC20202020092800003691"	"大数据时代AIoT在智慧社区的深度应用"	"中国安防"	"2020"	
"QKC20202020092800008866"	"区块链技术在安防行业的应用探讨"	"中国安防"	"2020"	
"QKC20202020092800011196"	"芯片FT测试转移测试平台的评估方法"	"中国集成电路"	"2020"	"转移测试平台%稳定性%准确性"
"QKC20202020092800011295"	"万物互联,信息安全""芯""守护"	"中国集成电路"	"2020"	
"QKC20202020092800018294"	"人工智能在汽车零部件企业财务管理中的应用"	"商业会计"	"2020"	"人工智能%财务管理%应用"
"QKC20202020092800062697"	"城轨列控系统完全自主化关键要素分析"	"现代城市轨道交通"	"2020"	"城市轨道交通%列控系统%自主化%关键要素%突破点%建议"
"QKC20202020092800063435"	"基于芯片产品的加速寿命试验研究综述"	"中国集成电路"	"2020"	"集成电路%加速寿命试验%加速因子%可靠性试验"
"QKC20202020092800090120"	"智能建造演进路径与建筑工业化协同发展"	"中国勘察设计"	"2020"	
"QKC20202020092800108712"	"5G移动通信技术发展现状与趋势研究"	"通信电源技术"	"2020"	"5G技术%移动通信%技术创新%物联网"
"QKC20202020092800109685"	"网联汽车智能管控云平台设计"	"物联网技术"	"2020"	"车联网%智能管控%自动驾驶%云计算平台%边缘计算%数据融合"
"QKC20202020092800137488"	"管理会计助力业务发展实践-以烽火通信线缆产出线为例"	"财经界"	"2020"	"烽火通信%管理会计%业务发展实践"
"QKC20202020092800142258"	"企业绩效管理常见问题及改善策略探讨"	"大众投资指南"	"2020"	"绩效管理%战略目标%预算管理%绩效考核"
"QKC20202020092800177584"	"大型高电压铝电解电容器早期失效分析"	"集成电路应用"	"2020"	"电子器件%铝电解电容器%早期失效%击穿"
"QKC20202020092800194413"	"大数据时代金融科技风险管控研究"	"中国产经"	"2020"	"大数据%金融科技%策略分析"
"QKC20202020092800240294"	"智慧城市中5G移动通信网络规划分析"	"中国新通信"	"2020"	"智慧城市%5G%移动通信%网络%信息化"
"QKC20202020092800248467"	"""5G+""在智能制造行业建设和商用形态分析"	"现代信息科技"	"2020"	"5G%MEC%网络切片%新基建%智能制造%物联网"
"QKC20202020092800260913"	"浅谈5G技术在智慧交通中的应用探索"	"信息系统工程"	"2020"	"5G技术%智慧交通%运营管理"
"QKC20202020092800282357"	"新一代信息技术在疫情防控中的应用"	"中国信息界"	"2020"	
"QKC20202020100900005176"	"矿山的数字化转型探索"	"软件和集成电路"	"2020"	
"QKC20202020100900008116"	"数字化转型的道与术"	"软件和集成电路"	"2020"	
"QKC20202020100900014866"	"数字建筑:构筑产业数字化转型的新引擎"	"软件和集成电路"	"2020"	
"QKC20202020100900016024"	"住建大脑让数据成为生产力"	"软件和集成电路"	"2020"	
"QKC20202020100900019332"	"基于激光雷达和环境特征的水平运输车辆定位系统"	"集装箱化"	"2020"	
"QKC20202020100900023419"	"数化世界 太极有为"	"软件和集成电路"	"2020"	
"QKC20202020102200026909"	"MNS型低压开关柜在电厂项目中的应用"	"集成电路应用"	"2020"	"抽出式成套设备%低压开关柜%电厂项目"
"QKC20202020102200051251"	"智能变电站的高压测控装置应用"	"集成电路应用"	"2020"	"智能变电站%高压测控%硬件装置"
"QKC20202020102200069424"	"猪附红细胞体病诊断和治疗"	"畜牧兽医科学(电子版)"	"2020"	"生猪%附红细胞体病%诊治"
