"机构名称(中文)"	"机构ID"	"ID"	"years"	"Chinese_title"
"南京大学环境规划设计研究院股份公司"	"T002907994"	"QKC20192020021300154490"	"2019"	"规划环评中的""三线一单""应用探索"
"青岛鼎信通讯股份有限公司"	"T000125704"	"QKC20192020021300159116"	"2019"	"新时代消防企业自主创新与发展-以青岛鼎信通讯股份有限公司为例"
"康力电梯股份有限公司"	"T000026785"	"QKC20192020021300178527"	"2019"	"大数据时代质量转型与价值创造"
"福建永福电力设计股份有限公司"	"T000365126"	"QKC20192020021300182142"	"2019"	"财务共享视域下管理会计信息化有效策略研究"
"珠海格力电器股份有限公司"	"01000651"	"QKC20192020021300218558"	"2019"	"夏季房间空调器用户温度设定行为分析"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKC20192020021300229431"	"2019"	"精准运营服务平台建设思路浅析"
"中兴通讯股份有限公司"	"01000063"	"QKC20192020031600006402"	"2019"	"无线电通信技术的发展现状及创新研究"
"中兴通讯股份有限公司"	"01000063"	"QKC20192020031610028435"	"2019"	"关于超低功耗集成电路技术的分析"
"国电电力发展股份有限公司"	"02600795"	"QKC20192020031610038467"	"2019"	"人工智能在电气自动化控制中的应用与体现"
"江苏裕兴薄膜科技股份有限公司"	"T000028000"	"QKC20192020031900017962"	"2019"	"企业会计风险防范的思考"
"浙江大华技术股份有限公司"	"03134713"	"QKC20192020031900054093"	"2019"	"大华股份与中建电子签署战略合作协议"
"华润三九医药股份有限公司"	"01000999"	"QKC20192020040100009404"	"2019"	"华润三九""中药智造""探索与实践"
"青海盐湖工业股份有限公司"	"01000792"	"QKC20192020040100032589"	"2019"	"对建筑工程绿色环保施工技术应用的探讨"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192020040100035658"	"2019"	"基于物联网技术的桥梁监测系统的相关探讨"
"多伦科技股份有限公司"	"T000123214"	"QKC20192020040100041741"	"2019"	"基于物联网技术的交通大数据系统研究"
"中兴通讯股份有限公司"	"01000063"	"QKC20192020040900061429"	"2019"	"5G-NR基站软节能技术"
"广西博世科环保科技股份有限公司"	"T000059619"	"QKC20192020050800043722"	"2019"	"金属矿区污染修复技术选择简析"
"多伦科技股份有限公司"	"T000123214"	"QKC20192020052700006244"	"2019"	"基于流量大数据的智能交通信号控制系统分析"
"快意电梯股份有限公司"	"T000227527"	"QKC20192020061700012099"	"2019"	"浅谈电梯制造业企业财务信息化建设"
"合肥泰禾光电科技股份有限公司"	"T000218138"	"QKC20192020061700050439"	"2019"	"人工智能技术在自动装车装备中的应用"
"成都苑东生物制药股份有限公司"	"T000285546"	"QKC20192020070300019306"	"2019"	"制药公司财务内部控制研究"
"中设设计集团股份有限公司"	"T000058810"	"QKC20192020092800141067"	"2019"	"物联网前沿技术在智能交通中的应用研究"
"上海华虹计通智能系统股份有限公司"	"T000056655"	"QKC20202020021300086097"	"2020"	"高效率低成本嵌入式闪存存储器的测试方案"
"上海贝岭股份有限公司"	"02600171"	"QKC20202020021300090760"	"2020"	"基于Python的示波器图像数据识别"
"东软集团股份有限公司"	"02600718"	"QKC20202020021300184929"	"2020"	"张晓鸥:应用区块链技术"
"重庆钢铁股份有限公司"	"03133302"	"QKC20202020021300218776"	"2020"	"基于智能云平台的直流电源设备监测系统在重庆钢铁的应用"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020021300234112"	"2020"	"论现代医院管理制度下医院绩效管理分析"
"中远海运科技股份有限公司"	"T000026611"	"QKC20202020031600007460"	"2020"	"浅析智能交通中的无线通信技术"
"万科企业股份有限公司"	"01000002"	"QKC20202020031610003191"	"2020"	"房地产新常态下供应链稳定性优化研究"
"华纺股份有限公司"	"03130027"	"QKC20202020031700001588"	"2020"	"石墨烯改性锦纶-棉纤维机织面料的开发与应用"
"科大讯飞股份有限公司"	"03134688"	"QKC20202020031700022312"	"2020"	"顶天立地 A.I.前行"
"四川长虹电器股份有限公司"	"02600839"	"QKC20202020031800001045"	"2020"	"通用物联网应用软件实践平台构建研究"
"太极计算机股份有限公司"	"T000026778"	"QKC20202020031800004260"	"2020"	"大数据时代新闻媒体的智能发展之路"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020031900037670"	"2020"	"智能燃气表内置切断阀密封性检测技术"
"苏交科集团股份有限公司"	"T000051240"	"QKC20202020031900051587"	"2020"	"智慧路灯单灯控制平台的设计浅析"
"豪尔赛科技集团股份有限公司"	"T002007542"	"QKC20202020031900054907"	"2020"	"分析SOC芯片与HK32F103如何在5G物联网中运用"
"中兴通讯股份有限公司"	"01000063"	"QKC20202020031900055771"	"2020"	"人工智能在电信网络的发展趋势与应用挑战"
"上海新时达电气股份有限公司"	"T000028130"	"QKC20202020031900069328"	"2020"	"电梯物联网协议与传感器互补系统设计"
"上海新时达电气股份有限公司"	"T000028130"	"QKC20202020031900071613"	"2020"	"电梯物联网安防交互系统研究与设计"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020032500001737"	"2020"	"中小板上市公司股权激励探究"
"苏交科集团股份有限公司"	"T000051240"	"QKC20202020032500002027"	"2020"	"企业业财融合体系构建研究"
"武汉理工光科股份有限公司"	"T000110802"	"QKC20202020032500010049"	"2020"	"城市级智慧消防云平台架构的设计"
"上海九百股份有限公司"	"02600838"	"QKC20202020032500012011"	"2020"	"谈人工智能时代财务会计向管理会计的转型"
"掌阅科技股份有限公司"	"T000376341"	"QKC20202020032500012887"	"2020"	"打造文化与科技融合发展支撑体系"
"威海光威复合材料股份有限公司"	"T000271183"	"QKC20202020032500022918"	"2020"	"碳纤维增强树脂基复合材料的应用及展望"
"沈阳惠天热电股份有限公司"	"01000692"	"QKC20202020032500033044"	"2020"	"浅谈新常态下企业财务管理问题及解决新措施"
"天津七一二通信广播股份有限公司"	"T000961202"	"QKC20202020032500063552"	"2020"	"浅谈信息化发展对会计行业的影响"
"通富微电子股份有限公司"	"03133876"	"QKC20202020040100018665"	"2020"	"双(多)工位双(多)植入式测试机械手"
"天水华天科技股份有限公司"	"03134173"	"QKC20202020040100027760"	"2020"	"化合物半导体特性及封装工艺控制"
"汉威科技集团股份有限公司"	"T000025732"	"QKC20202020040100030209"	"2020"	"城市地下密闭空间可燃气体泄漏监测系统"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020040100030799"	"2020"	"物联网智能燃气表传感网络通信抗干扰技术"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020040100033652"	"2020"	"燃气表机械计数器耐久性快速测试技术"
"万达信息股份有限公司"	"T000029069"	"QKC20202020040100053036"	"2020"	"数字人文范式框架与绘画文物AI智能研究"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020040100066493"	"2020"	"5G、物联网时代 智慧社区发展浅析"
"高新兴科技集团股份有限公司"	"T000026751"	"QKC20202020040100072431"	"2020"	"5G+AIoT趋势下 智慧社区的发展机遇与趋势"
"航天信息股份有限公司"	"03130421"	"QKC20202020040100073549"	"2020"	"大数据时代人工智能在计算机网络技术中的应用"
"东方网力科技股份有限公司"	"T000058571"	"QKC20202020040900058913"	"2020"	"5G技术在安防行业的应用浅析"
"中兴通讯股份有限公司"	"01000063"	"QKC20202020040900064884"	"2020"	"5G专网技术解决方案和建设策略"
"宝胜科技创新股份有限公司"	"03130807"	"QKC20202020041500019488"	"2020"	"电线电缆制造工艺与影响因素分析"
"国电南京自动化股份有限公司"	"02600268"	"QKC20202020041500033178"	"2020"	"一种基于云集中控制的电力瘦SCADA系统实现方法"
"武汉理工光科股份有限公司"	"T000110802"	"QKC20202020041500037483"	"2020"	"基于NB-IoT的智慧消防平台设计"
"南京全信传输科技股份有限公司"	"T000061925"	"QKC20202020042300002628"	"2020"	"石墨烯在电缆材料中应用研究进展"
"武汉海特生物制药股份有限公司"	"00216154"	"QKC20202020042300032546"	"2020"	"关于企业业财融合的思考"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020042300047760"	"2020"	"5G移动通信支撑下的物联网技术"
"北京动力源科技股份有限公司"	"03130672"	"QKC20202020042800011559"	"2020"	"以财务创新助力业财融合 增强企业价值创造"
"福建星网锐捷通讯股份有限公司"	"T000026702"	"QKC20202020042800019384"	"2020"	"自然散热电子产品的外壳散热结构设计"
"龙元建设集团股份有限公司"	"03130722"	"QKC20202020042800037391"	"2020"	"智慧工地系统在建筑施工过程中的应用探究"
"石家庄科林电气股份有限公司"	"T000062800"	"QKC20202020042800040907"	"2020"	"基于NB-IoT架构的分布式配电自动化系统"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020042800045232"	"2020"	"企业内部会计制度建设"
"北京兆易创新科技股份有限公司"	"T000125448"	"QKC20202020050800003010"	"2020"	"AIoT为RISC-V MCU带来了换道超车的机会"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020050800049031"	"2020"	"物联网智能燃气表燃气异常状态感知与控制"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKC20202020050800055792"	"2020"	"基于智能手机的停车导航系统设计"
"中国科技出版传媒股份有限公司"	"T000062927"	"QKC20202020050800069830"	"2020"	"计算机硬件及通信网络技术在物联网中的应用"
"广西广播电视信息网络股份有限公司"	"T000085863"	"QKC20202020050800075567"	"2020"	"浅析SDN在广电网络 IP化中的应用"
"广西广播电视信息网络股份有限公司"	"T000085863"	"QKC20202020050800075786"	"2020"	"云计算的智慧广电发展战略和应用分析"
"上海新时达电气股份有限公司"	"T000028130"	"QKC20202020050800086079"	"2020"	"电梯物联网在新冠肺炎疫情等突发情况下的效能思考"
"上海航天汽车机电股份有限公司"	"02600151"	"QKC20202020051200012658"	"2020"	"基于智能互联的汽车部件研发中心建设"
"芯原微电子(上海)股份有限公司"	"T002953686"	"QKC20202020051200015745"	"2020"	"基于多核的卷积神经网络加速方法与系统实现"
"科大讯飞股份有限公司"	"03134688"	"QKC20202020051200017267"	"2020"	"AI+IT:科大讯飞智能财务的探索与思考"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020051200029911"	"2020"	"人工智能技术在网络安全领域的应用研究"
"中兴通讯股份有限公司"	"01000063"	"QKC20202020051200040235"	"2020"	"5G核心网演进需求及关键技术"
"高新兴科技集团股份有限公司"	"T000026751"	"QKC20202020052000004856"	"2020"	"AI赋能,构建""智慧警务""新格局"
"苏州晶方半导体科技股份有限公司"	"T000058546"	"QKC20202020052000009736"	"2020"	"临时键合技术在晶圆级封装工艺运用的研究"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"QKC20202020052000017041"	"2020"	"合智能,未来AI多摄摄像机形态-评测海康威视""合智能""摄像机"
"国信证券股份有限公司"	"T000025712"	"QKC20202020052000068968"	"2020"	"人工智能在互联网金融领域中的创新应用"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKC20202020052000082874"	"2020"	"物联网环境背景下的5G通信技术应用研究"
"江苏诺泰澳赛诺生物制药股份有限公司"	"T000276344"	"QKC20202020052700012765"	"2020"	"如何保障内部审计对医药制造企业财务风险的预防管控作用"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020052700036518"	"2020"	"新常态下民营医院全面预算管理体系建设研究"
"中煤新集能源股份有限公司"	"03134265"	"QKC20202020052700043675"	"2020"	"互联网时代大型煤炭企业员工培训模式探索-以新集大学为例"
"中国中车股份有限公司"	"00076917"	"QKC20202020052700044422"	"2020"	"轨道交通中人工智能技术应用研究"
"拓尔思信息技术股份有限公司"	"T000034655"	"QKC20202020060300010433"	"2020"	"AI赋能媒体的场景创新"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020061200005184"	"2020"	"红外热成像技术与人工智能技术创新融合的探析"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKC20202020061200028368"	"2020"	"基于广电网络建设智慧城市服务平台的模式探索"
"华仁药业股份有限公司"	"T000027843"	"QKC20202020061200038550"	"2020"	"无菌医疗器械生产用水制备与检测监管研究"
"东方网力科技股份有限公司"	"T000058571"	"QKC20202020061200051743"	"2020"	"AIoT技术在城市安防系统中的应用浅析"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020061200068832"	"2020"	"企业兼并收购中的问题和对策研究"
"通富微电子股份有限公司"	"03133876"	"QKC20202020061700000754"	"2020"	"PROM产品确保写入正确内容"
"景津环保股份有限公司"	"T000243305"	"QKC20202020061700011821"	"2020"	"基于5G移动通信技术下的物联网时代"
"上海康达化工新材料集团股份有限公司"	"T000038230"	"QKC20202020061700012695"	"2020"	"工业厂房地基基础施工研究"
"海南普利制药股份有限公司"	"T000271167"	"QKC20202020061700015746"	"2020"	"原料药产地变更对药品质量的影响分析"
"云南罗平锌电股份有限公司"	"03133282"	"QKC20202020061700026181"	"2020"	"水力发电机的检修与维护分析"
"创业慧康科技股份有限公司"	"00087886"	"QKC20202020061700029351"	"2020"	"医疗物联网在病区临床护理中的应用"
"深圳市特发信息股份有限公司"	"01000070"	"QKC20202020061700040127"	"2020"	"基于深度强化学习与图像智能识别的输电线路在线监测系统"
"芯原微电子(上海)股份有限公司"	"T002953686"	"QKC20202020061700049385"	"2020"	"一种显示控制器和二维图形处理器通过同一个内存控制器访问内存的架构设计方法"
"上海贝岭股份有限公司"	"02600171"	"QKC20202020061700060835"	"2020"	"多路计量芯片BL0950在智能电源分配单元PDU的应用"
"浙江天正电气股份有限公司"	"Q0000F34E5"	"QKC20202020062400007064"	"2020"	"基于泛在电力物联网LoRa通信技术的研究"
"诺力智能装备股份有限公司"	"T000061201"	"QKC20202020062400015869"	"2020"	"5G时代,诺力股份乘胜追击"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"QKC20202020062400024795"	"2020"	"电子产品包装的生态设计研究"
"北京易华录信息技术股份有限公司"	"T000042989"	"QKC20202020062400059568"	"2020"	"基于强化学习的交通信号控制及深度学习应用"
"重庆川仪自动化股份有限公司"	"T000058707"	"QKC20202020062400061464"	"2020"	"基于物联网的智能新风控制系统设计"
"荣盛房地产发展股份有限公司"	"03133844"	"QKC20202020062400080824"	"2020"	"城市智能化技术的应用"
"多氟多化工股份有限公司"	"T000026581"	"QKC20202020070300018000"	"2020"	"石墨烯制备与性能研究"
"景津环保股份有限公司"	"T000243305"	"QKC20202020070300023401"	"2020"	"浅谈物联网安全关键技术与挑战"
"南京康尼机电股份有限公司"	"T000058636"	"QKC20202020070300034369"	"2020"	"初创期医疗器械企业的成本费用困境及对策浅析"
"上海三友医疗器械股份有限公司"	"T001883465"	"QKC20202020070300037297"	"2020"	"一种同步适稳颈椎融合系统设计与分析"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020070900010625"	"2020"	"物联网智能燃气表实施阶梯气价计费的途径"
"厦门市美亚柏科信息股份有限公司"	"T000034684"	"QKC20202020070900011591"	"2020"	"从新冠疫情防控看大数据技术的应用价值"
"成都秦川物联网科技股份有限公司"	"Q001649BF8"	"QKC20202020070900029626"	"2020"	"基于加权平均相对误差的膜式燃气表校准方法"
"浙江和仁科技股份有限公司"	"T000152604"	"QKC20202020070900042606"	"2020"	"基于人工智能的精准诊疗体系建设设想"
"江苏省广电有线信息网络股份有限公司"	"T000062808"	"QKC20202020070900049090"	"2020"	"基于广电网络信息安全体系的研究"
"航天宏图信息技术股份有限公司"	"T000392235"	"QKC20202020070900052694"	"2020"	"PIE 6.0遥感产品体系及应用服务"
"中兴通讯股份有限公司"	"01000063"	"QKC20202020070900055720"	"2020"	"AI-ML在无线通信系统中物理层的应用"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"QKC20202020070900059568"	"2020"	"一种电动护理床上层床架结构的焊接工装设计"
"华能澜沧江水电股份有限公司"	"03131801"	"QKC20202020071600011415"	"2020"	"让新信息技术应用与管理思维创新成为新时代水电站大坝安全管理的双翼-从新冠疫情突发公共卫生事件引发的检视与思考"
"海洋石油工程股份有限公司"	"03130085"	"QKC20202020071600041673"	"2020"	"专家系统赋能智慧决策"
"上海宝信软件股份有限公司"	"02600845"	"QKC20202020071600049741"	"2020"	"人工智能在网络安全评估上的应用"
"上海海得控制系统股份有限公司"	"03134172"	"QKC20202020072700004694"	"2020"	"助力产业实现智能制造转型"
"永兴特种材料科技股份有限公司"	"T000026676"	"QKC20202020072700040621"	"2020"	"智能会计应用研究"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020072700045614"	"2020"	"""新基建""投资背景下安防企业如何把握发展机遇?"
"东方网力科技股份有限公司"	"T000058571"	"QKC20202020072700073084"	"2020"	"新基建赋能智慧安防助力深度挖掘视频产业数据智能"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020072700075233"	"2020"	"当智能安防遇上智慧物流"
"汕头东风印刷股份有限公司"	"T000056402"	"QKC20202020072700107514"	"2020"	"如何降低卷筒纸凹印机在线喷码停机频次"
"中国国际航空股份有限公司"	"03131987"	"QKC20202020072700108710"	"2020"	"云计算时代下人工智能的应用及发展"
"浙江航民股份有限公司"	"03130814"	"QKC20202020072700114739"	"2020"	"人工智能时代财务会计向管理会计转型的思考分析"
"兰州佛慈制药股份有限公司"	"T000027114"	"QKC20202020072700124268"	"2020"	"智能控制在工业过程自动化控制中的应用"
"京东方科技集团股份有限公司"	"01002725"	"QKC20202020072700127783"	"2020"	"物联网硬件安全研究"
"科华恒盛股份有限公司"	"T000026233"	"QKC20202020080300010346"	"2020"	"绿色数据中心发展趋势浅析"
"中泰证券股份有限公司"	"00087990"	"QKC20202020080300011119"	"2020"	"人工智能背景下证券公司的财务管理转型分析"
"上海华虹计通智能系统股份有限公司"	"T000056655"	"QKC20202020081000017480"	"2020"	"基于国企改革的激励机制案例分析"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020081000035884"	"2020"	"全面预算管理在医院的应用"
"中国东方航空股份有限公司"	"02600115"	"QKC20202020081000053564"	"2020"	"区块链技术在航空公司积分体系的应用探索"
"浙江大华技术股份有限公司"	"03134713"	"QKC20202020081700016114"	"2020"	"AI视频大数据助力智慧交通安全出行"
"北京安达维尔科技股份有限公司"	"T000666270"	"QKC20202020081700017707"	"2020"	"技术变革引领航空4.0时代"
"百奥泰生物制药股份有限公司"	"T001999427"	"QKC20202020081700029642"	"2020"	"重组人抗TNFα单抗制品中CHO宿主细胞蛋白质残留夹心ELISA检测方法的建立及验证"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKC20202020081700034429"	"2020"	"猪繁殖与呼吸综合征病毒非结构蛋白9研究进展"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020081700040149"	"2020"	"基于供应链的医疗器械企业财务风险传导控制体系研究"
"珠海全志科技股份有限公司"	"T000061152"	"QKC20202020081700040299"	"2020"	"一种类CPU的深度学习协处理器架构"
"宜宾五粮液股份有限公司"	"01000858"	"QKC20202020081700048627"	"2020"	"基于物联网的智能实验室管理系统研究"
"长虹美菱股份有限公司"	"01000521"	"QKC20202020081700049261"	"2020"	"新型翅片蒸发器换热性能对比分析研究"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020081700049320"	"2020"	"视频大数据与物联网融合发展的探索"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020082400004418"	"2020"	"基于5G特点下的智慧农业探讨"
"北京航天长峰股份有限公司"	"02600855"	"QKC20202020082400019070"	"2020"	"航天长峰医疗"
"国泰君安证券股份有限公司"	"03131099"	"QKC20202020082400030392"	"2020"	"人工智能在证券行业计算机网络安全环境下的应用"
"珠海格力电器股份有限公司"	"01000651"	"QKC20202020082400059392"	"2020"	"关于WiFi智能家居设备通讯逻辑的分析"
"中国建设银行股份有限公司"	"03134029"	"QKC20202020082400061419"	"2020"	"对商业银行智能审批资信证明业务的探索与实践"
"佳都新太科技股份有限公司"	"02600728"	"QKC20202020092800003691"	"2020"	"大数据时代AIoT在智慧社区的深度应用"
"高新兴科技集团股份有限公司"	"T000026751"	"QKC20202020092800008866"	"2020"	"区块链技术在安防行业的应用探讨"
"天水华天科技股份有限公司"	"03134173"	"QKC20202020092800011196"	"2020"	"芯片FT测试转移测试平台的评估方法"
"大唐电信科技股份有限公司"	"02600198"	"QKC20202020092800011295"	"2020"	"万物互联,信息安全""芯""守护"
"中国汽车工程研究院股份有限公司"	"T000056581"	"QKC20202020092800018294"	"2020"	"人工智能在汽车零部件企业财务管理中的应用"
"浙江众合科技股份有限公司"	"01000925"	"QKC20202020092800062697"	"2020"	"城轨列控系统完全自主化关键要素分析"
"深圳市远望谷信息技术股份有限公司"	"03133890"	"QKC20202020092800063435"	"2020"	"基于芯片产品的加速寿命试验研究综述"
"广联达科技股份有限公司"	"T000026577"	"QKC20202020092800090120"	"2020"	"智能建造演进路径与建筑工业化协同发展"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020092800108712"	"2020"	"5G移动通信技术发展现状与趋势研究"
"广州杰赛科技股份有限公司"	"T000026694"	"QKC20202020092800109685"	"2020"	"网联汽车智能管控云平台设计"
"烽火通信科技股份有限公司"	"03130024"	"QKC20202020092800137488"	"2020"	"管理会计助力业务发展实践-以烽火通信线缆产出线为例"
"广州维力医疗器械股份有限公司"	"T000061596"	"QKC20202020092800142258"	"2020"	"企业绩效管理常见问题及改善策略探讨"
"南通江海电容器股份有限公司"	"T000027812"	"QKC20202020092800177584"	"2020"	"大型高电压铝电解电容器早期失效分析"
"中国建设银行股份有限公司"	"03134029"	"QKC20202020092800194413"	"2020"	"大数据时代金融科技风险管控研究"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKC20202020092800240294"	"2020"	"智慧城市中5G移动通信网络规划分析"
"江苏康缘药业股份有限公司"	"03130182"	"QKC20202020092800248467"	"2020"	"""5G+""在智能制造行业建设和商用形态分析"
"广州杰赛科技股份有限公司"	"T000026694"	"QKC20202020092800260913"	"2020"	"浅谈5G技术在智慧交通中的应用探索"
"科大讯飞股份有限公司"	"03134688"	"QKC20202020092800282357"	"2020"	"新一代信息技术在疫情防控中的应用"
"荣联科技集团股份有限公司"	"T000055554"	"QKC20202020100900005176"	"2020"	"矿山的数字化转型探索"
"北京久其软件股份有限公司"	"03132059"	"QKC20202020100900008116"	"2020"	"数字化转型的道与术"
"广联达科技股份有限公司"	"T000026577"	"QKC20202020100900014866"	"2020"	"数字建筑:构筑产业数字化转型的新引擎"
"广联达科技股份有限公司"	"T000026577"	"QKC20202020100900016024"	"2020"	"住建大脑让数据成为生产力"
"上海振华重工(集团)股份有限公司"	"02900947"	"QKC20202020100900019332"	"2020"	"基于激光雷达和环境特征的水平运输车辆定位系统"
"太极计算机股份有限公司"	"T000026778"	"QKC20202020100900023419"	"2020"	"数化世界 太极有为"
"河南森源电气股份有限公司"	"00205296"	"QKC20202020102200026909"	"2020"	"MNS型低压开关柜在电厂项目中的应用"
"江苏金智科技股份有限公司"	"03132261"	"QKC20202020102200051251"	"2020"	"智能变电站的高压测控装置应用"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKC20202020102200069424"	"2020"	"猪附红细胞体病诊断和治疗"
"南通江山农药化工股份有限公司"	"03129964"	"QKC20202020102200086766"	"2020"	"整流装置48脉波整流原理及其应用"
"汉威科技集团股份有限公司"	"T000025732"	"QKC20202020102200108173"	"2020"	"工业安全监控与管理系统"
"上海康达化工新材料集团股份有限公司"	"T000038230"	"QKC20202020102200131052"	"2020"	"LED-UV固化凹印油墨组成及各组分对性能的影响"
"江苏苏州农村商业银行股份有限公司"	"T000035190"	"QKC20202020102200132293"	"2020"	"商业银行内部审计在数据治理中发现的主要问题和应对策略"
"福建星网锐捷通讯股份有限公司"	"T000026702"	"QKC20202020102200133608"	"2020"	"以过硬品质 打赢数字化战""疫"""
"安徽皖通高速公路股份有限公司"	"03129991"	"QKC20202020110200003424"	"2020"	"试分析物联网技术在高速公路隧道机电设备维护管理中的应用"
"湖北益健堂科技股份有限公司"	"T000681744"	"QKC20202020110200003835"	"2020"	"医疗器械企业全面预算管理的困境及对策探析"
"中国建材检验认证集团股份有限公司"	"T000125450"	"QKC20202020110200013622"	"2020"	"烧失量自动称量系统的设计及研制"
"芯原微电子(上海)股份有限公司"	"T002953686"	"QKC20202020110200013941"	"2020"	"松山湖中国IC创新高峰论坛的""十年芯""和""新十年"""
"长城汽车股份有限公司"	"00076247"	"QKC20202020110200025575"	"2020"	"制冷AI控制系统助力整车厂节能降耗"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020110200056208"	"2020"	"浅谈国企成本精细化管理存在的问题及策略"
"山东新华医疗器械股份有限公司"	"03130186"	"QKC20202020110200085197"	"2020"	"关于集团公司财务风险管理的探讨"
"四川长虹电器股份有限公司"	"02600839"	"QKC20202020110900002126"	"2020"	"物联网终端功耗评估方法研究"
"京东方科技集团股份有限公司"	"01002725"	"QKC20202020110900034613"	"2020"	"关于上市公司行政组织科学定编的思考"
"宁德时代新能源科技股份有限公司"	"T000393218"	"QKC20202020110900043390"	"2020"	"物联网技术在工业自动化中的应用研究"
"成都卫士通信息产业股份有限公司"	"00076772"	"QKC20202020110900046655"	"2020"	"智慧城市密码应用解决方案"
"思创医惠科技股份有限公司"	"T000027215"	"QKC20202020110900058774"	"2020"	"思创医惠打造智慧园区深化智慧城市物联网应用"
"陕西烽火电子股份有限公司"	"01000561"	"QKV20182019070300072414"	"2018"	"集成电路的假冒翻新现状"
"长城汽车股份有限公司"	"00076247"	"QKV20192019042500041219"	"2019"	"基于汽车涂装新材料与新技术的探究"
"富奥汽车零部件股份有限公司"	"01000030"	"QKV20192019042900655819"	"2019"	"云会计问题研究"
"浙江伏尔特医疗器械股份有限公司"	"T000291823"	"QKV20192019052900013693"	"2019"	"硬脊膜外麻醉导管的研制与临床应用"
"浙江大华技术股份有限公司"	"03134713"	"QKV20192019052900040269"	"2019"	"人工智能在民用安防行业的应用现状及发展方向"
"高新兴科技集团股份有限公司"	"T000026751"	"QKV20192019052900108889"	"2019"	"基于物联网的环境监控系统设计与实现"
"万达信息股份有限公司"	"T000029069"	"QKV20192019052900109925"	"2019"	"基于大数据与物联网的智慧文物修复保护系统"
"深圳顺络电子股份有限公司"	"03145147"	"QKV20192019061000025330"	"2019"	"无线充电RX端用低损耗镍锌铁氧体材料及磁片介绍"
"东软集团股份有限公司"	"02600718"	"QKV20192019061000076679"	"2019"	"人工智能背景下企业财务转型探索"
"中国葛洲坝集团股份有限公司"	"02600068"	"QKV20192019061000213570"	"2019"	"大数据管理系统在企业管理中的应用"
"浙江大华技术股份有限公司"	"03134713"	"QKV20192019070300005719"	"2019"	"物联网技术在智能交通领域中的应用"
"浙江大华技术股份有限公司"	"03134713"	"QKV20192019070300012516"	"2019"	"计算机网络中大数据与人工智能技术的应用"
"华域汽车系统股份有限公司"	"02600741"	"QKV20192019070300105867"	"2019"	"财务估值与新兴业务企业中的融合-以投资美国初创B公司为例"
"佳都新太科技股份有限公司"	"02600728"	"QKV20192019071800006929"	"2019"	"关于大数据的视频图像侦查的研究"
"重庆钢铁股份有限公司"	"03133302"	"QKV20192019071800023278"	"2019"	"浅谈工业电气自动化控制中变频调速技术的应用"
"中铁铁龙集装箱物流股份有限公司"	"02600125"	"QKV20192019071800141105"	"2019"	"探究大数据时代资金会计的岗位特点"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500001697"	"2019"	"大数据时代下计算机软件技术的应用"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500002963"	"2019"	"大数据在电信移动通信网络优化中的应用"
"广州杰赛科技股份有限公司"	"T000026694"	"QKV20192019081500004472"	"2019"	"健康大数据应用方向研究"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500007663"	"2019"	"大数据时代计算机软件技术的开发与应用探讨"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500009953"	"2019"	"大数据环境下技术创新管理"
