"name"	"apply_numb"	"notice_date"	"name"
"福建省福联集成电路有限公司"	"CN201910983989.5"	"2020.02.21"	"一种自动倾斜晶圆载片装置"
"中芯国际集成电路制造(上海)有限公司"	"CN201810936906.2"	"2020.02.25"	"LDMOS器件及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911108762.2"	"2020.02.25"	"屏蔽栅沟槽型晶体管及其制造方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911108762.2"	"2020.02.25"	"屏蔽栅沟槽型晶体管及其制造方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911108762.2"	"2020.02.25"	"屏蔽栅沟槽型晶体管及其制造方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810929594.2"	"2020.02.25"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810936122.X"	"2020.02.25"	"LDMOS器件及其形成方法"
"重庆中星微人工智能芯片技术有限公司"	"CN201911190190.7"	"2020.02.28"	"用于生成塔机吊臂信息的方法、装置、设备和介质"
"江苏上达电子有限公司"	"CN201911137587.X"	"2020.02.28"	"一种用于COF线路成形的方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810952889.1"	"2020.02.28"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810950311.2"	"2020.02.28"	"金属互连线及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810947256.1"	"2020.02.28"	"半导体结构及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911006119.9"	"2020.02.28"	"沟槽栅半导体器件及其制备方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911006119.9"	"2020.02.28"	"沟槽栅半导体器件及其制备方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911006119.9"	"2020.02.28"	"沟槽栅半导体器件及其制备方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810971791.0"	"2020.03.03"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810973559.0"	"2020.03.03"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810986843.1"	"2020.03.06"	"一种用于IC芯片的ESD保护器件及电子装置"
"中芯国际集成电路制造(天津)有限公司"	"CN201810974948.5"	"2020.03.03"	"一种半导体器件的形成方法"
"中芯国际集成电路制造(天津)有限公司"	"CN201810962910.6"	"2020.03.03"	"硅通孔结构的形成方法、CIS晶圆的形成方法及CIS晶圆"
"芯恩(青岛)集成电路有限公司"	"CN201810967179.6"	"2020.03.03"	"光掩膜版保护膜的去除系统及方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810962110.4"	"2020.03.03"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810959497.8"	"2020.03.03"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810973529.X"	"2020.03.03"	"半导体结构及其形成方法"
"苏州智加科技有限公司"	"CN201911100285.5"	"2020.03.06"	"图像标注方法、装置、设备及存储介质"
"中芯国际集成电路制造(天津)有限公司"	"CN201810978932.1"	"2020.03.06"	"一种半导体器件的形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911204415.X"	"2020.03.06"	"MEMS麦克风翘曲补偿方法和MEMS麦克风晶圆"
"中芯集成电路制造(绍兴)有限公司"	"CN201911204415.X"	"2020.03.06"	"MEMS麦克风翘曲补偿方法和MEMS麦克风晶圆"
"中芯集成电路制造(绍兴)有限公司"	"CN201911204415.X"	"2020.03.06"	"MEMS麦克风翘曲补偿方法和MEMS麦克风晶圆"
"中芯国际集成电路制造(上海)有限公司"	"CN201810990630.6"	"2020.03.06"	"半导体器件及其制作方法、电子加密装置"
"中芯国际集成电路制造(上海)有限公司"	"CN201810993483.8"	"2020.03.10"	"纳米管随机存储器及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810993225.X"	"2020.03.10"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810993203.3"	"2020.03.10"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811016961.6"	"2020.03.10"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810995750.5"	"2020.03.10"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810992051.5"	"2020.03.10"	"半导体器件及其形成方法"
"中芯国际集成电路制造(北京)有限公司"	"CN201810995951.5"	"2020.03.10"	"一种存取存储器的字线驱动电路和静态随机存取存储器"
"中芯国际集成电路制造(上海)有限公司"	"CN201811013884.9"	"2020.03.10"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811006698.2"	"2020.03.10"	"复位电路及电子设备"
"中芯国际集成电路制造(上海)有限公司"	"CN201810993858.0"	"2020.03.10"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201810993685.2"	"2020.03.10"	"半导体器件及其形成方法"
"中芯国际集成电路制造(北京)有限公司"	"CN201811002259.4"	"2020.03.10"	"同步Buck开关电源电路"
"中芯国际集成电路制造(上海)有限公司"	"CN201811000485.9"	"2020.03.10"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811010724.9"	"2020.03.10"	"半导体结构及其形成方法"
"山东微山湖电子科技有限公司"	"CN201921520833.5"	"2020.03.10"	"一种半导体集成电路倒装芯片装置"
"山东微山湖电子科技有限公司"	"CN201921519942.5"	"2020.03.10"	"一种半导体集成电路封装引线框架"
"深圳市鼎耀科技有限公司"	"CN201911191104.4"	"2020.03.13"	"一种车载多系统组合天线及定位天线"
"苏州智加科技有限公司"	"CN201911050046.3"	"2020.03.17"	"控制车辆的方法、装置、电子设备及存储介质"
"中芯国际集成电路制造(上海)有限公司"	"CN201811055812.0"	"2020.03.17"	"标准单元测试电路版图及其优化方法、标准单元测试结构"
"中芯国际集成电路制造(上海)有限公司"	"CN201811059227.8"	"2020.03.17"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811069015.8"	"2020.03.20"	"一种半导体器件的制造方法和半导体器件"
"芯恩(青岛)集成电路有限公司"	"CN201921240063.9"	"2020.03.20"	"一种晶圆装载设备"
"中芯国际集成电路制造(上海)有限公司"	"CN201811068579.X"	"2020.03.20"	"半导体结构及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911243513.4"	"2020.03.20"	"屏蔽栅场效应晶体管及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911243513.4"	"2020.03.20"	"屏蔽栅场效应晶体管及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911243513.4"	"2020.03.20"	"屏蔽栅场效应晶体管及其形成方法"
"气派科技股份有限公司"	"CN201930392961.5"	"2020.03.20"	"集成电路封装体(CSOT223)"
"广东气派科技有限公司"	"CN201930393156.4"	"2020.03.20"	"集成电路封装件(CCPC8-4)"
"芯恩(青岛)集成电路有限公司"	"CN201920988838.4"	"2020.03.20"	"一种聚焦离子束双束电子显微镜系统及其样品台"
"中芯国际集成电路制造(上海)有限公司"	"CN201811068653.8"	"2020.03.20"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811069593.1"	"2020.03.20"	"半导体结构及其形成方法"
"气派科技股份有限公司"	"CN201930392947.5"	"2020.03.20"	"集成电路封装体(CSOT23-3)"
"气派科技股份有限公司"	"CN201930393120.6"	"2020.03.20"	"集成电路封装体(CSOT23-8)"
"芯恩(青岛)集成电路有限公司"	"CN201921121473.1"	"2020.03.24"	"一种溢流槽"
"晶海洋半导体材料(东海)有限公司"	"CN201911237615.5"	"2020.03.24"	"一种金刚线线切机及其磁性吸附装置"
"福建省福联集成电路有限公司"	"CN201921358008.X"	"2020.03.24"	"一种旋转叉臂"
"中芯国际集成电路制造(上海)有限公司"	"CN201811087101.1"	"2020.03.24"	"半导体结构及其形成方法"
"苏州智加科技有限公司"	"CN201911099856.8"	"2020.03.24"	"图像标注方法、装置、设备及存储介质"
"中芯集成电路制造(绍兴)有限公司"	"CN201911206558.4"	"2020.03.24"	"具有沟槽型栅极的半导体器件及其制造方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911206558.4"	"2020.03.24"	"具有沟槽型栅极的半导体器件及其制造方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911206558.4"	"2020.03.24"	"具有沟槽型栅极的半导体器件及其制造方法"
"重庆中星微人工智能芯片技术有限公司"	"CN201911189562.4"	"2020.03.24"	"抛物检测方法、装置、服务器和计算机可读介质"
"山东微山湖电子科技有限公司"	"CN201921519932.1"	"2020.03.24"	"一种半导体集成电路封装结构"
"中芯集成电路制造(绍兴)有限公司"	"CN201911243526.1"	"2020.03.24"	"半导体结构及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911243526.1"	"2020.03.24"	"半导体结构及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911243526.1"	"2020.03.24"	"半导体结构及其形成方法"
"福建省福联集成电路有限公司"	"CN201921269895.3"	"2020.03.27"	"一种自动撕金装置"
"山东微山湖电子科技有限公司"	"CN201921519935.5"	"2020.03.27"	"一种半导体集成电路封装导线支架"
"中芯国际集成电路制造(上海)有限公司"	"CN201811095389.7"	"2020.03.27"	"半导体结构及其制造方法"
"四川芯联发电子有限公司"	"CN201921315464.6"	"2020.03.27"	"一种集成电路封装测试用防护装置"
"中芯国际集成电路制造(上海)有限公司"	"CN201811094410.1"	"2020.03.27"	"半导体结构以及半导体结构的制造方法"
"芯恩(青岛)集成电路有限公司"	"CN201811102015.3"	"2020.03.27"	"半导体结构的制备方法"
"芯恩(青岛)集成电路有限公司"	"CN201811101138.5"	"2020.03.27"	"半导体互连结构及其制备方法"
"紫光展讯通信(惠州)有限公司"	"CN201911297044.4"	"2020.03.27"	"通用集成电路卡、控制方法及装置"
"苏州智加科技有限公司"	"CN201911048112.3"	"2020.03.27"	"变道控制方法、装置、设备及存储介质"
"重庆中星微人工智能芯片技术有限公司"	"CN201911190144.7"	"2020.03.31"	"用于推送信息的方法、装置、电子设备和计算机介质"
"中芯国际集成电路制造(上海)有限公司"	"CN201811000608.9"	"2020.03.27"	"版图设计方法及装置、计算机可读存储介质"
"南方电网数字电网研究院有限公司"	"CN201911268589.2"	"2020.03.31"	"电力系统的多租户数据处理系统、方法和装置"
"山东微山湖电子科技有限公司"	"CN201921520852.8"	"2020.03.31"	"一种集成电路封装定位装置"
"中芯集成电路制造(绍兴)有限公司"	"CN201911334504.6"	"2020.03.31"	"MEMS器件晶圆级封装方法及封装结构"
"中芯集成电路制造(绍兴)有限公司"	"CN201911334504.6"	"2020.03.31"	"MEMS器件晶圆级封装方法及封装结构"
"中芯集成电路制造(绍兴)有限公司"	"CN201911334504.6"	"2020.03.31"	"MEMS器件晶圆级封装方法及封装结构"
"合肥新汇成微电子有限公司"	"CN201920704792.9"	"2020.03.31"	"一种集成电路生产用排风节能设备"
"华天科技(宝鸡)有限公司"	"CN201921375259.9"	"2020.03.31"	"一种集成电路焊线检查机推拉料防变形夹爪机构"
"中芯国际集成电路制造(天津)有限公司"	"CN201811112826.1"	"2020.03.31"	"垂直式环绕栅极场效应晶体管的制备方法"
"重庆中星微人工智能芯片技术有限公司"	"CN201911189574.7"	"2020.04.03"	"用于生成特征向量的方法、装置、电子设备和介质"
"中芯国际集成电路制造(上海)有限公司"	"CN201811124624.9"	"2020.04.03"	"半导体器件及其形成方法"
"重庆中星微人工智能芯片技术有限公司"	"CN201911190173.3"	"2020.04.03"	"用于生成人脸特征向量的方法、装置、设备和介质"
"中芯国际集成电路制造(上海)有限公司"	"CN201811135038.4"	"2020.04.03"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811125674.9"	"2020.04.03"	"平坦化工艺方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811124658.8"	"2020.04.03"	"半导体器件及其形成方法"
"重庆中星微人工智能芯片技术有限公司"	"CN201911189659.5"	"2020.04.03"	"生成车道线图像的方法、装置、电子设备和介质"
"芯恩(青岛)集成电路有限公司"	"CN201811134866.6"	"2020.04.07"	"反型模式全包围栅纳米片互补反相器结构及其制造方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811150343.0"	"2020.04.07"	"半导体结构及其形成方法"
"合肥荣事达电子电器集团有限公司"	"CN201911096869.X"	"2020.04.03"	"保险柜防盗底座"
"福建省福联集成电路有限公司"	"CN201920907678.6"	"2020.04.03"	"一种简易检测气压的真空吸笔"
"芯恩(青岛)集成电路有限公司"	"CN201811134875.5"	"2020.04.07"	"全包围栅梯度掺杂纳米片互补反相器结构及其制造方法"
"中芯国际集成电路制造(北京)有限公司"	"CN201811140194.X"	"2020.04.07"	"半导体器件及其形成方法"
"福建省福联集成电路有限公司"	"CN201911180408.0"	"2020.04.07"	"一种具有支撑架的空气桥及制作方法"
"芯恩(青岛)集成电路有限公司"	"CN201811134891.4"	"2020.04.07"	"全包围栅量子阱互补反相器结构及其制造方法"
"芯恩(青岛)集成电路有限公司"	"CN201811134878.9"	"2020.04.07"	"全包围栅纳米片互补反相器结构及其制造方法"
"中山德华芯片技术有限公司"	"CN201921181179.X"	"2020.04.07"	"应用于晶格失配太阳能电池外延生长的晶格渐变缓冲层"
"芯恩(青岛)集成电路有限公司"	"CN201811140109.X"	"2020.04.07"	"图形化光刻胶层及其制备方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811141437.1"	"2020.04.07"	"电容器件及其形成方法"
"中芯国际集成电路制造(天津)有限公司"	"CN201811152373.5"	"2020.04.07"	"电源电路、电子设备及功率平滑方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811147683.8"	"2020.04.07"	"一种延时电路"
"地洲智慧能源(浙江)有限公司"	"CN201911362449.1"	"2020.04.07"	"一种智慧停车位管理系统"
"中芯国际集成电路制造(上海)有限公司"	"CN201811146243.0"	"2020.04.07"	"堆叠环栅鳍式场效应管及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811156601.6"	"2020.04.07"	"CMOS反相器结构及其形成方法"
"苏州智加科技有限公司"	"CN201911099832.2"	"2020.04.10"	"图像标注方法、装置、设备及存储介质"
"中芯国际集成电路制造(上海)有限公司"	"CN201811172585.X"	"2020.04.17"	"半导体器件及其形成方法"
"芯恩(青岛)集成电路有限公司"	"CN201920966965.4"	"2020.04.17"	"一种测试用载具"
"芯恩(青岛)集成电路有限公司"	"CN201920951840.4"	"2020.04.17"	"一种集成电路拾取装置及集成电路测试装置"
"奥特斯科技(重庆)有限公司"	"CN201911181242.4"	"2020.04.24"	"制造部件承载件的方法及在制造期间操控面板的设备"
"气派科技股份有限公司"	"CN201921212470.9"	"2020.04.21"	"无引脚的两侧基岛外伸散热用的高散热带引脚的封装结构"
"苏州智加科技有限公司"	"CN201911100283.6"	"2020.04.10"	"场景标注方法、装置、设备及存储介质"
"湖北兴福电子材料有限公司"	"CN201911242534.4"	"2020.04.17"	"一种选择性硅蚀刻液"
"重庆中星微人工智能芯片技术有限公司"	"CN201911189544.6"	"2020.04.10"	"生成检测信息的方法、装置、电子设备和介质"
"上海华虹宏力半导体制造有限公司"	"CN201911125437.7"	"2020.04.14"	"ESD保护的栅极接地MOS结构"
"芯恩(青岛)集成电路有限公司"	"CN201921167476.9"	"2020.04.17"	"一种用于CMP设备研磨垫粘贴的平展器"
"中芯国际集成电路制造(上海)有限公司"	"CN201811191867.4"	"2020.04.21"	"半导体结构及其形成方法"
"广东臻鼎环境科技有限公司"	"CN201911337527.2"	"2020.04.17"	"一种酸性蚀刻废液的处理方法"
"苏州智加科技有限公司"	"CN201911129664.7"	"2020.04.24"	"三维点云的标注方法、装置、设备及存储介质"
"重庆中星微人工智能芯片技术有限公司"	"CN201911189596.3"	"2020.04.24"	"用于采集脸部图像的方法、装置、电子设备和计算机可读介质"
"长春长光圆辰微电子技术有限公司"	"CN201911390635.6"	"2020.04.10"	"一种不同尺寸芯片实现异质键合的方法"
"芯恩(青岛)集成电路有限公司"	"CN201921410015.X"	"2020.04.17"	"一种加热装置及光刻系统"
"福建省福联集成电路有限公司"	"CN201911197175.5"	"2020.04.24"	"一种用于大电流的空气桥及制作方法"
"福建省福联集成电路有限公司"	"CN201911191053.5"	"2020.04.24"	"一种具有双层结构的无源器件及制作方法"
"苏州智加科技有限公司"	"CN201911099858.7"	"2020.04.10"	"图像标注方法、装置、设备及存储介质"
"江苏澳洋顺昌集成电路股份有限公司"	"CN201921702424.7"	"2020.04.17"	"一种蓝宝石衬底清洗用快速旋干喷淋装置"
"福建省福联集成电路有限公司"	"CN201911191046.5"	"2020.04.10"	"一种防止金属连接线断连的方法"
"武汉瑞纳捷电子技术有限公司"	"CN201911392231.0"	"2020.04.10"	"双电源切换电路及采用该电路的物联网芯片"
"重庆中科渝芯电子有限公司"	"CN201911049928.8"	"2020.04.10"	"适用于多层金属布线的金属薄膜电阻、应用金属薄膜电阻的集成电路和集成电路制造方法"
"福建省福联集成电路有限公司"	"CN201921412162.0"	"2020.04.14"	"一种基于制程腔体的吸盘结构及制程腔"
"重庆中星微人工智能芯片技术有限公司"	"CN201911189576.6"	"2020.04.24"	"生成人脸图像的方法、装置、电子设备和计算机可读介质"
"福建省福联集成电路有限公司"	"CN201921346077.9"	"2020.04.14"	"一种晶圆背面洁净的载台"
"江苏英锐半导体有限公司"	"CN201911130630.X"	"2020.05.05"	"一种简单检测压焊损伤的方法"
"福建省福联集成电路有限公司"	"CN201911226977.4"	"2020.05.05"	"一种半导体台面及蚀刻方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811285759.3"	"2020.05.08"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811223715.8"	"2020.04.28"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811254698.4"	"2020.05.05"	"半导体结构及其形成方法"
"芯恩(青岛)集成电路有限公司"	"CN201811289422.X"	"2020.05.08"	"具有金属栅极的半导体器件结构及其制备方法"
"福建省福联集成电路有限公司"	"CN201911252953.6"	"2020.05.08"	"一种增加电感量的电感制程方法及电感结构"
"中芯国际集成电路制造(上海)有限公司"	"CN201811230197.2"	"2020.04.28"	"半导体器件及其形成方法"
"福建省福联集成电路有限公司"	"CN201911238198.6"	"2020.05.05"	"精准控制金属下沉的设备"
"重庆中星微人工智能芯片技术有限公司"	"CN201911189564.3"	"2020.05.08"	"用于实时跟踪行人的方法、装置、电子设备和介质"
"福建省福联集成电路有限公司"	"CN201911235572.7"	"2020.05.05"	"一种预判晶圆校准值的方法和存储介质"
"中芯国际集成电路制造(上海)有限公司"	"CN201811271215.1"	"2020.05.05"	"半导体结构及其形成方法"
"武汉瑞纳捷电子技术有限公司"	"CN201911245572.5"	"2020.05.08"	"一种支持电池和13.56M场对芯片供电的供电切换电路"
"中芯国际集成电路制造(上海)有限公司"	"CN201811224630.1"	"2020.04.28"	"半导体结构及其形成方法"
"四川芯联发电子有限公司"	"CN201921315461.2"	"2020.05.01"	"一种集成电路封装测试用散热装置"
"中芯国际集成电路制造(上海)有限公司"	"CN201811237104.9"	"2020.05.01"	"半导体器件的形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911330262.3"	"2020.05.05"	"晶圆图的生成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911330262.3"	"2020.05.05"	"晶圆图的生成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911330262.3"	"2020.05.05"	"晶圆图的生成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811269661.9"	"2020.05.05"	"半导体结构及其形成方法"
"江苏英锐半导体有限公司"	"CN201911130637.1"	"2020.05.01"	"一种双极IC中集电极发射极漏电的三极管检测方法"
"铜陵三佳山田科技股份有限公司"	"CN201911217361.0"	"2020.05.08"	"SOT类集成电路封装产品引脚柔性成型方法及成型模具"
"中芯集成电路制造(绍兴)有限公司"	"CN201921888106.4"	"2020.04.28"	"MEMS麦克风及电子装置"
"中芯集成电路制造(绍兴)有限公司"	"CN201921888106.4"	"2020.04.28"	"MEMS麦克风及电子装置"
"中芯集成电路制造(绍兴)有限公司"	"CN201921888106.4"	"2020.04.28"	"MEMS麦克风及电子装置"
"中芯国际集成电路制造(上海)有限公司"	"CN201811243838.8"	"2020.05.01"	"半导体器件及其形成方法"
"芯恩(青岛)集成电路有限公司"	"CN201811289425.3"	"2020.05.08"	"刻蚀方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811251479.0"	"2020.05.05"	"SRAM灵敏放大器电路及存储单元"
"华虹半导体(无锡)有限公司"	"CN201911308780.5"	"2020.05.08"	"自对准金属硅化物及晶体管中接触层的形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811287076.1"	"2020.05.08"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811295011.1"	"2020.05.08"	"半导体器件及其形成方法"
"华虹半导体(无锡)有限公司"	"CN201911324628.6"	"2020.05.08"	"LDMOS的制作方法及LDMOS器件"
"华虹半导体(无锡)有限公司"	"CN201911373468.4"	"2020.05.08"	"NMOS器件的制作方法及以其制作的半导体器件"
"中芯国际集成电路制造(北京)有限公司"	"CN201811230394.4"	"2020.04.28"	"I/O接口延迟时间测试电路"
"福建省福联集成电路有限公司"	"CN201911271002.3"	"2020.05.08"	"一种芯粒缺陷检测的方法和存储介质"
"深圳米飞泰克科技有限公司"	"CN201920992695.4"	"2020.05.01"	"基于单片机的异步通讯并行测试系统"
"华虹半导体(无锡)有限公司"	"CN201911373892.9"	"2020.05.08"	"浅沟槽隔离结构及其形成方法"
"华虹半导体(无锡)有限公司"	"CN201911308086.3"	"2020.05.08"	"大马士革互连制程工艺"
"中芯国际集成电路制造(上海)有限公司"	"CN201811324375.8"	"2020.05.15"	"半导体器件及其制造方法"
"芯恩(青岛)集成电路有限公司"	"CN201921452722.5"	"2020.05.19"	"一种温度监视装置"
"芯恩(青岛)集成电路有限公司"	"CN201921623220.4"	"2020.05.19"	"一种防静电光罩"
"长江存储科技有限责任公司"	"CN202010000961.8"	"2020.05.15"	"一种半导体器件的制造方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811321007.8"	"2020.05.15"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811326365.8"	"2020.05.15"	"一种半导体器件的制造方法、半导体器件和电子装置"
"中芯国际集成电路制造(上海)有限公司"	"CN201811339154.8"	"2020.05.19"	"半导体器件及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811321624.8"	"2020.05.15"	"半导体结构及其形成方法"
"烟台芯火集成电路产业研究院有限公司"	"CN201911357569.2"	"2020.05.15"	"电源转换模块和宽带载波通信模块"
"芯恩(青岛)集成电路有限公司"	"CN201920681837.5"	"2020.05.19"	"化学气相沉积气体供应系统及设备"
"武汉瑞纳捷电子技术有限公司"	"CN201911314728.0"	"2020.05.12"	"一种物联网终端节点物理安全防护方法、装置及电路"
"中芯集成电路制造(绍兴)有限公司"	"CN201911424050.1"	"2020.05.12"	"共晶键合方法和半导体器件"
"中芯集成电路制造(绍兴)有限公司"	"CN201911424050.1"	"2020.05.12"	"共晶键合方法和半导体器件"
"中芯集成电路制造(绍兴)有限公司"	"CN201911424050.1"	"2020.05.12"	"共晶键合方法和半导体器件"
"中芯集成电路制造(绍兴)有限公司"	"CN201911295971.2"	"2020.05.12"	"形成图案化金属层的方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911295971.2"	"2020.05.12"	"形成图案化金属层的方法"
"中芯集成电路制造(绍兴)有限公司"	"CN201911295971.2"	"2020.05.12"	"形成图案化金属层的方法"
"芯恩(青岛)集成电路有限公司"	"CN201921071979.6"	"2020.05.19"	"一种能够调节高度的脚轮和包括该脚轮的SMIF装置"
"福建省福联集成电路有限公司"	"CN201910463786.3"	"2020.05.12"	"一种电感及其制作方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811324989.6"	"2020.05.15"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811344843.8"	"2020.05.19"	"MEMS器件及其制造方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811344842.3"	"2020.05.19"	"MEMS器件及其制造方法"
"中芯集成电路制造(绍兴)有限公司"	"CN202010099466.7"	"2020.05.19"	"屏蔽栅场效应晶体管及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN202010099466.7"	"2020.05.19"	"屏蔽栅场效应晶体管及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN202010099466.7"	"2020.05.19"	"屏蔽栅场效应晶体管及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN202010099468.6"	"2020.05.19"	"屏蔽栅场效应晶体管及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN202010099468.6"	"2020.05.19"	"屏蔽栅场效应晶体管及其形成方法"
"中芯集成电路制造(绍兴)有限公司"	"CN202010099468.6"	"2020.05.19"	"屏蔽栅场效应晶体管及其形成方法"
"上海华虹宏力半导体制造有限公司"	"CN202010119483.2"	"2020.05.19"	"高线性射频功率放大器"
"福建省福联集成电路有限公司"	"CN201921736780.0"	"2020.05.15"	"一种自动倾斜晶圆载片装置"
"中芯集成电路制造(绍兴)有限公司"	"CN202010092355.3"	"2020.05.19"	"硅通孔互连结构及其制备方法"
"中芯集成电路制造(绍兴)有限公司"	"CN202010092355.3"	"2020.05.19"	"硅通孔互连结构及其制备方法"
"中芯集成电路制造(绍兴)有限公司"	"CN202010092355.3"	"2020.05.19"	"硅通孔互连结构及其制备方法"
"福建省福联集成电路有限公司"	"CN201921823689.2"	"2020.05.15"	"一种自动晶圆转换机台"
"中芯国际集成电路制造(上海)有限公司"	"CN201811340112.6"	"2020.05.19"	"一种半导体器件及其制作方法、电子装置"
"中芯国际集成电路制造(上海)有限公司"	"CN201811390399.3"	"2020.05.29"	"金属栅极及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811391839.7"	"2020.05.29"	"半导体结构及其形成方法"
"芯恩(青岛)集成电路有限公司"	"CN201811350002.8"	"2020.05.22"	"半导体器件结构及其制作方法"
"中芯国际集成电路制造(天津)有限公司"	"CN201811378145.X"	"2020.05.26"	"一种栅极结构平坦化的方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811366947.9"	"2020.05.26"	"一种半导体器件的制造方法和半导体器件"
"中芯国际集成电路制造(天津)有限公司"	"CN201811378144.5"	"2020.05.26"	"一种半导体器件及其形成方法"
"长江存储科技有限责任公司"	"CN202010031006.0"	"2020.05.26"	"集成电路静电放电总线结构和相关方法"
"中芯国际集成电路制造(北京)有限公司"	"CN201811395542.8"	"2020.05.29"	"半导体结构及其形成方法"
"上海华虹宏力半导体制造有限公司"	"CN202010016856.3"	"2020.06.02"	"识别划片槽掩模版图中标记图形的方法和计算机设备"
"江苏格立特电子股份有限公司"	"CN201922040220.8"	"2020.05.29"	"一种集成电路封装用固定装置"
"江苏格立特电子股份有限公司"	"CN201922040235.4"	"2020.05.29"	"一种集成电路用的封装外壳"
"江苏格立特电子股份有限公司"	"CN201922040242.4"	"2020.05.29"	"一种集成电路散热型封装盒"
"辽宁百思特达半导体科技有限公司"	"CN202010039926.7"	"2020.05.29"	"一种氮化镓器件及氮化镓封装结构及方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811408244.8"	"2020.06.02"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811408251.8"	"2020.06.02"	"半导体结构及其形成方法"
"中芯国际集成电路制造(上海)有限公司"	"CN201811418850.8"	"2020.06.02"	"一种半导体器件及其形成方法"
"中芯国际集成电路制造(北京)有限公司"	"CN201811368089.1"	"2020.05.26"	"半导体结构及其形成方法"
