"机构名称(中文)"	"机构ID"	"apply_numb"	"notice_date"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520874296.X"	"2016.06.01"
"苏州林华医疗器械股份有限公司"	"T000275939"	"CN201520941883.6"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521133900.X"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521139963.6"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201510974470.2"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201530552234.2"	"2016.06.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521106274.5"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521122582.7"	"2016.06.08"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521106250.X"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521138310.6"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201511008526.5"	"2016.06.08"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201520874103.0"	"2016.06.15"
"成都苑东生物制药股份有限公司"	"T000285546"	"CN201610009632.3"	"2016.06.15"
"平顶山天安煤业股份有限公司"	"03132186"	"CN201620009695.4"	"2016.06.08"
"京东方科技集团股份有限公司"	"01002725"	"CN201610044807.4"	"2016.06.29"
"上海普利特复合材料股份有限公司"	"T000026175"	"CN201511020050.7"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521129500.1"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520869485.8"	"2016.06.01"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620011383.7"	"2016.06.08"
"深圳开立生物医疗科技股份有限公司"	"T000271173"	"CN201630005770.5"	"2016.06.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521122411.4"	"2016.06.08"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610098134.0"	"2016.06.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521140175.9"	"2016.06.01"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201530460055.6"	"2016.06.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521130769.1"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620103813.8"	"2016.06.29"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201510993171.3"	"2016.06.01"
"四川长虹电器股份有限公司"	"02600839"	"CN201610075181.3"	"2016.06.29"
"武汉高德红外股份有限公司"	"T000026754"	"CN201521083894.1"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521122593.5"	"2016.06.08"
"江苏通用科技股份有限公司"	"T000118393"	"CN201610245182.8"	"2016.06.22"
"江苏通用科技股份有限公司"	"T000118393"	"CN201610246491.7"	"2016.06.22"
"江苏通用科技股份有限公司"	"T000118393"	"CN201610247867.6"	"2016.06.29"
"重庆川仪自动化股份有限公司"	"T000058707"	"CN201521064013.1"	"2016.06.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521097086.0"	"2016.06.01"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620016763.X"	"2016.06.22"
"惠州亿纬锂能股份有限公司"	"T000025733"	"CN201610210084.0"	"2016.06.29"
"四川长虹电器股份有限公司"	"02600839"	"CN201610068510.1"	"2016.06.29"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610100341.5"	"2016.06.29"
"深圳顺络电子股份有限公司"	"03145147"	"CN201521086756.9"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521139961.7"	"2016.06.01"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201511010580.3"	"2016.06.01"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610071565.8"	"2016.06.15"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521134172.4"	"2016.06.01"
"成都苑东生物制药股份有限公司"	"T000285546"	"CN201610086769.9"	"2016.06.01"
"安泰科技股份有限公司"	"00049397"	"CN201410642132.4"	"2016.06.08"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610042332.5"	"2016.06.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520762459.5"	"2016.06.01"
"四川科伦药业股份有限公司"	"T000026914"	"CN201520510554.6"	"2016.01.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520575169.X"	"2016.01.20"
"武汉海特生物制药股份有限公司"	"00216154"	"CN201510638083.1"	"2016.01.20"
"安徽四创电子股份有限公司"	"03130709"	"CN201520764838.8"	"2016.01.13"
"济南百博生物技术股份有限公司"	"T000148735"	"CN201520617325.4"	"2016.01.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201510738313.1"	"2016.01.13"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201510714127.4"	"2016.01.06"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201510715872.0"	"2016.01.06"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520535890.6"	"2016.01.20"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201510728058.2"	"2016.01.06"
"四川长虹电器股份有限公司"	"02600839"	"CN201510706080.7"	"2016.01.13"
"杭州长川科技股份有限公司"	"T000279353"	"CN201510603830.8"	"2016.01.27"
"京东方科技集团股份有限公司"	"01002725"	"CN201510743470.1"	"2016.01.20"
"迈得医疗工业设备股份有限公司"	"T000265285"	"CN201510642718.5"	"2016.01.13"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201520377220.6"	"2016.01.06"
"浪潮软件股份有限公司"	"02600756"	"CN201510595533.3"	"2016.01.13"
"京东方科技集团股份有限公司"	"01002725"	"CN201520730033.1"	"2016.01.06"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201510564798.7"	"2016.01.13"
"迈得医疗工业设备股份有限公司"	"T000265285"	"CN201510643803.3"	"2016.01.20"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520476642.9"	"2016.01.20"
"迈得医疗工业设备股份有限公司"	"T000265285"	"CN201510645306.7"	"2016.01.20"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201520377740.7"	"2016.01.06"
"浙江金盾风机股份有限公司"	"T000059425"	"CN201510823131.4"	"2016.01.27"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201510400795.X"	"2016.01.06"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201510699434.X"	"2016.01.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520575536.6"	"2016.01.20"
"中兴通讯股份有限公司"	"01000063"	"CN201410259138.3"	"2016.01.27"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201520644317.9"	"2016.01.27"
"宝山钢铁股份有限公司"	"02600019"	"CN201510705304.2"	"2016.01.20"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201520457017.X"	"2016.01.27"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201520457028.8"	"2016.01.27"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201520457230.0"	"2016.01.27"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201520644182.6"	"2016.01.27"
"深圳市有方科技股份有限公司"	"T000277876"	"CN201510708933.0"	"2016.01.27"
"环旭电子股份有限公司"	"T000056421"	"CN201510777268.0"	"2016.01.13"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201510644803.5"	"2016.01.20"
"深圳开立生物医疗科技股份有限公司"	"T000271173"	"CN201530392766.4"	"2016.01.27"
"四川长虹电器股份有限公司"	"02600839"	"CN201510544155.6"	"2016.01.27"
"杭州长川科技股份有限公司"	"T000279353"	"CN201520592373.2"	"2016.01.27"
"杭州长川科技股份有限公司"	"T000279353"	"CN201520592523.X"	"2016.01.27"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201510713730.0"	"2016.01.13"
"迈得医疗工业设备股份有限公司"	"T000265285"	"CN201510643750.5"	"2016.01.06"
"三维通信股份有限公司"	"03133283"	"CN201510565876.5"	"2016.01.13"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201510699297.X"	"2016.01.20"
"中兴通讯股份有限公司"	"01000063"	"CN201410229152.9"	"2016.01.06"
"天泽信息产业股份有限公司"	"T000040614"	"CN201510787124.3"	"2016.01.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201510742394.2"	"2016.01.06"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201510827579.3"	"2016.01.20"
"江西沃格光电股份有限公司"	"T000214609"	"CN201510632641.3"	"2016.01.06"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201510400602.0"	"2016.01.06"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201510650174.7"	"2016.01.13"
"环旭电子股份有限公司"	"T000056421"	"CN201510777267.6"	"2016.01.13"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520666153.X"	"2016.01.13"
"中兴通讯股份有限公司"	"01000063"	"CN201410298441.4"	"2016.01.06"
"杭州长川科技股份有限公司"	"T000279353"	"CN201520507554.0"	"2016.01.27"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201520364418.0"	"2016.01.20"
"东莞勤上光电股份有限公司"	"T000055319"	"CN201410338184.2"	"2016.01.27"
"株洲时代新材料科技股份有限公司"	"03130221"	"CN201510731248.X"	"2016.01.20"
"环旭电子股份有限公司"	"T000056421"	"CN201510026215.5"	"2016.08.17"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610255121.X"	"2016.08.03"
"重庆长安汽车股份有限公司"	"01000625"	"CN201620294450.0"	"2016.08.31"
"美的集团股份有限公司"	"00084444"	"CN201510971315.5"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610379452.4"	"2016.08.17"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610192784.1"	"2016.08.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630069796.6"	"2016.08.31"
"鲁西化工集团股份有限公司"	"01000830"	"CN201620066981.4"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610242546.7"	"2016.08.31"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201510036100.4"	"2016.08.17"
"环旭电子股份有限公司"	"T000056421"	"CN201610209613.5"	"2016.08.03"
"航天科技控股集团股份有限公司"	"01000901"	"CN201610178316.9"	"2016.08.17"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201521140668.2"	"2016.08.17"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620101079.1"	"2016.08.31"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610310748.0"	"2016.08.03"
"四川长虹电器股份有限公司"	"02600839"	"CN201610078141.4"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620170622.3"	"2016.08.03"
"北京诺思兰德生物技术股份有限公司"	"T000007643"	"CN201510168946.3"	"2016.08.24"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610230169.5"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610427001.3"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610375725.8"	"2016.08.24"
"深圳开立生物医疗科技股份有限公司"	"T000271173"	"CN201530541333.0"	"2016.08.03"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610316118.4"	"2016.08.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630092221.6"	"2016.08.03"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620075092.4"	"2016.08.31"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620096946.7"	"2016.08.31"
"京东方科技集团股份有限公司"	"01002725"	"CN201620213418.5"	"2016.08.03"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620135097.1"	"2016.08.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620095475.8"	"2016.08.17"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201530324378.2"	"2016.08.03"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610281156.0"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630039708.8"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630039710.5"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620096114.5"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620101095.0"	"2016.08.31"
"苏州德品医疗科技股份有限公司"	"T000275214"	"CN201610149630.4"	"2016.08.10"
"浪潮电子信息产业股份有限公司"	"01000977"	"CN201610219744.1"	"2016.08.24"
"美的集团股份有限公司"	"00084444"	"CN201610174066.1"	"2016.08.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201520815507.2"	"2016.08.03"
"江苏通用科技股份有限公司"	"T000118393"	"CN201610246586.9"	"2016.08.17"
"江苏通用科技股份有限公司"	"T000118393"	"CN201610248134.4"	"2016.08.17"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610161219.9"	"2016.08.17"
"浙江天正电气股份有限公司"	"Q0000F34E5"	"CN201620174333.0"	"2016.08.24"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610191421.6"	"2016.08.24"
"苏州林华医疗器械股份有限公司"	"T000275939"	"CN201620020103.9"	"2016.08.17"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620097559.5"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620306355.8"	"2016.08.17"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630040346.4"	"2016.08.10"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201521140702.6"	"2016.08.17"
"方大炭素新材料科技股份有限公司"	"03130169"	"CN201610223518.0"	"2016.08.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630040347.9"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620114443.8"	"2016.08.17"
"上海透景生命科技股份有限公司"	"T000279354"	"CN201530510970.1"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620108964.2"	"2016.08.03"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610379453.9"	"2016.08.17"
"苏州林华医疗器械股份有限公司"	"T000275939"	"CN201610336166.X"	"2016.08.10"
"江苏神通阀门股份有限公司"	"00076249"	"CN201620154733.5"	"2016.08.24"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201521109407.4"	"2016.08.10"
"美的集团股份有限公司"	"00084444"	"CN201510980577.8"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620103814.2"	"2016.08.03"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620145492.8"	"2016.08.10"
"杭州长川科技股份有限公司"	"T000279353"	"CN201610298998.7"	"2016.08.24"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201521140605.7"	"2016.08.17"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201521140618.4"	"2016.08.17"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201521140677.1"	"2016.08.17"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620089145.8"	"2016.08.31"
"鲁西化工集团股份有限公司"	"01000830"	"CN201610408152.4"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201530428008.3"	"2016.08.03"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630124238.5"	"2016.08.17"
"航天科技控股集团股份有限公司"	"01000901"	"CN201610178320.5"	"2016.08.17"
"老肯医疗科技股份有限公司"	"T000183229"	"CN201620032897.0"	"2016.08.17"
"京东方科技集团股份有限公司"	"01002725"	"CN201610403525.9"	"2016.08.17"
"江苏神通阀门股份有限公司"	"00076249"	"CN201620154735.4"	"2016.08.24"
"深圳市汇川技术股份有限公司"	"T000027609"	"CN201630038951.8"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620204589.1"	"2016.08.03"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630076612.9"	"2016.08.31"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620014237.X"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620114442.3"	"2016.08.31"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630034768.0"	"2016.08.10"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620029443.8"	"2016.08.17"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620204590.4"	"2016.08.03"
"杭州长川科技股份有限公司"	"T000279353"	"CN201610152244.0"	"2016.08.17"
"北京玛诺生物制药股份有限公司"	"T000164633"	"CN201620290523.9"	"2016.08.24"
"苏州晶方半导体科技股份有限公司"	"T000058546"	"CN201521116234.9"	"2016.08.10"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620306593.9"	"2016.08.17"
"环旭电子股份有限公司"	"T000056421"	"CN201610179695.3"	"2016.08.10"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620148545.1"	"2016.10.05"
"昆山科森科技股份有限公司"	"T000179192"	"CN201610584113.X"	"2016.10.05"
"北京数码视讯科技股份有限公司"	"03147058"	"CN201510041385.0"	"2016.10.05"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630085025.6"	"2016.10.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610528357.6"	"2016.10.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620199756.8"	"2016.10.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620061186.6"	"2016.10.12"
"美的集团股份有限公司"	"00084444"	"CN201510096692.9"	"2016.10.05"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620198041.0"	"2016.10.12"
"江苏中超控股股份有限公司"	"T000028116"	"CN201620440209.4"	"2016.10.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610471249.X"	"2016.10.26"
"江苏通用科技股份有限公司"	"T000118393"	"CN201620333314.8"	"2016.10.12"
"江苏通用科技股份有限公司"	"T000118393"	"CN201620335500.5"	"2016.10.12"
"京东方科技集团股份有限公司"	"01002725"	"CN201610617929.8"	"2016.10.12"
"江苏通用科技股份有限公司"	"T000118393"	"CN201620333264.3"	"2016.10.12"
"江苏通用科技股份有限公司"	"T000118393"	"CN201620334315.4"	"2016.10.12"
"京东方科技集团股份有限公司"	"01002725"	"CN201610317930.9"	"2016.10.26"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610529039.1"	"2016.10.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620520081.2"	"2016.10.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620520625.5"	"2016.10.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620520082.7"	"2016.10.12"
"北京中科海讯数字科技股份有限公司"	"T000249954"	"CN201610300498.2"	"2016.10.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620162919.5"	"2016.10.12"
"广州赛意信息科技股份有限公司"	"T000223705"	"CN201620112561.5"	"2016.10.05"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610528816.0"	"2016.10.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610528512.4"	"2016.10.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620199688.5"	"2016.10.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610242994.7"	"2016.10.26"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201620130914.4"	"2016.10.12"
"成都苑东生物制药股份有限公司"	"T000285546"	"CN201610365388.4"	"2016.10.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610383485.6"	"2016.10.12"
"京东方科技集团股份有限公司"	"01002725"	"CN201610440354.7"	"2016.10.26"
"环旭电子股份有限公司"	"T000056421"	"CN201610352028.0"	"2016.10.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620333253.5"	"2016.10.12"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620492170.0"	"2016.10.19"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620333214.5"	"2016.10.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620127150.3"	"2016.10.12"
"京东方科技集团股份有限公司"	"01002725"	"CN201610371572.X"	"2016.10.26"
"京东方科技集团股份有限公司"	"01002725"	"CN201610549818.8"	"2016.10.12"
"浙江捷昌线性驱动科技股份有限公司"	"T000155452"	"CN201630195185.6"	"2016.10.19"
"歌尔股份有限公司"	"03134729"	"CN201620168073.6"	"2016.10.05"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201610343166.2"	"2016.10.05"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620228178.6"	"2016.10.05"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610561570.7"	"2016.10.12"
"厦门乾照光电股份有限公司"	"T000027781"	"CN201610557066.X"	"2016.10.12"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201610443896.X"	"2016.10.12"
"湖南省天骑医学新技术股份有限公司"	"T000289557"	"CN201510099351.7"	"2016.10.05"
"环旭电子股份有限公司"	"T000056421"	"CN201510084595.8"	"2016.10.05"
"广州视源电子科技股份有限公司"	"T000163343"	"CN201610585116.5"	"2016.10.26"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620460733.8"	"2016.10.12"
"山东大正医疗器械股份有限公司"	"T000141574"	"CN201620364228.3"	"2016.10.26"
"北京东方雨虹防水技术股份有限公司"	"00077772"	"CN201610525756.7"	"2016.10.26"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610473774.5"	"2016.10.26"
"广东银禧科技股份有限公司"	"T000044397"	"CN201610859919.5"	"2016.11.23"
"京东方科技集团股份有限公司"	"01002725"	"CN201610683465.0"	"2016.11.09"
"新天科技股份有限公司"	"T000048610"	"CN201630273113.9"	"2016.11.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630213234.4"	"2016.11.23"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201630366804.3"	"2016.11.09"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201630253362.1"	"2016.11.16"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610752379.0"	"2016.11.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610587036.3"	"2016.11.09"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201620034447.5"	"2016.11.30"
"珠海格力电器股份有限公司"	"01000651"	"CN201620515134.1"	"2016.11.09"
"杭州长川科技股份有限公司"	"T000279353"	"CN201620407807.1"	"2016.11.23"
"深南电路股份有限公司"	"T003080042"	"CN201510160582.4"	"2016.11.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610416481.3"	"2016.11.23"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610733184.1"	"2016.11.16"
"江阴万事兴医疗器械股份有限公司"	"T000183552"	"CN201610666815.2"	"2016.11.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610733185.6"	"2016.11.16"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201510154972.0"	"2016.11.23"
"新天科技股份有限公司"	"T000048610"	"CN201630142959.9"	"2016.11.30"
"京东方科技集团股份有限公司"	"01002725"	"CN201610513410.5"	"2016.11.09"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201510138144.8"	"2016.11.23"
"河北鑫乐医疗器械科技股份有限公司"	"T000200838"	"CN201620232916.4"	"2016.11.23"
"上海新眼光医疗器械股份有限公司"	"T000071116"	"CN201630312963.5"	"2016.11.30"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201510135467.1"	"2016.11.23"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620144600.X"	"2016.11.30"
"河北鑫乐医疗器械科技股份有限公司"	"T000200838"	"CN201610730531.5"	"2016.11.16"
"京东方科技集团股份有限公司"	"01002725"	"CN201610670772.5"	"2016.11.16"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201630131662.2"	"2016.11.23"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201520846205.1"	"2016.11.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610480690.4"	"2016.11.23"
"京东方科技集团股份有限公司"	"01002725"	"CN201610622689.0"	"2016.11.16"
"恒天海龙股份有限公司"	"01000677"	"CN201510152558.6"	"2016.11.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620278376.3"	"2016.11.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201630200714.7"	"2016.11.30"
"苏州德品医疗科技股份有限公司"	"T000275214"	"CN201610696648.6"	"2016.11.23"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201610376583.7"	"2016.11.09"
"上海新眼光医疗器械股份有限公司"	"T000071116"	"CN201630293141.7"	"2016.11.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630277543.8"	"2016.11.23"
"厦门合兴包装印刷股份有限公司"	"03134667"	"CN201620409978.8"	"2016.11.30"
"新天科技股份有限公司"	"T000048610"	"CN201630142835.0"	"2016.11.23"
"山东大正医疗器械股份有限公司"	"T000141574"	"CN201620364176.X"	"2016.11.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630201581.5"	"2016.11.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620440754.3"	"2016.11.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201630213231.0"	"2016.11.23"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620328354.3"	"2016.11.23"
"美的集团股份有限公司"	"00084444"	"CN201610514472.8"	"2016.11.23"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620227621.8"	"2016.11.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620230404.4"	"2016.11.23"
"浪潮电子信息产业股份有限公司"	"01000977"	"CN201610722017.7"	"2016.11.16"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610583870.5"	"2016.11.23"
"北京华力创通科技股份有限公司"	"T000026195"	"CN201620407892.1"	"2016.11.30"
"北京华力创通科技股份有限公司"	"T000026195"	"CN201620408507.5"	"2016.11.30"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201620318233.0"	"2016.11.16"
"江阴万事兴医疗器械股份有限公司"	"T000183552"	"CN201610666444.8"	"2016.11.23"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620664622.9"	"2016.11.30"
"浙江万马股份有限公司"	"T000025623"	"CN201610553433.9"	"2016.11.16"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620112889.7"	"2016.11.16"
"珠海格力电器股份有限公司"	"01000651"	"CN201620440752.4"	"2016.11.30"
"吉林华微电子股份有限公司"	"03129984"	"CN201610590007.2"	"2016.11.09"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620628982.3"	"2016.11.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201620578374.6"	"2016.11.23"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610559633.5"	"2016.11.23"
"北京华力创通科技股份有限公司"	"T000026195"	"CN201620407872.4"	"2016.11.30"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201610335001.0"	"2016.07.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620139856.1"	"2016.07.06"
"京东方科技集团股份有限公司"	"01002725"	"CN201610317617.5"	"2016.07.13"
"江苏神通阀门股份有限公司"	"00076249"	"CN201610116308.1"	"2016.07.13"
"环旭电子股份有限公司"	"T000056421"	"CN201410851888.X"	"2016.07.27"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201620181526.9"	"2016.07.06"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201610269981.9"	"2016.07.27"
"河南美伦医疗电子股份有限公司"	"T003528151"	"CN201620080077.9"	"2016.07.06"
